School_Name|Reg_nr|Language|Address|Year|Number_of_students|Active
Daugavpils tehnikums|2734003068|Krievu|STRĀDNIEKU IELA 16, DAUGAVPILS, LV-5404|2018|0|0
Austrumlatvijas Tehnoloģiju vidusskola|3113803087|Latviešu|ATBRĪVOŠANAS ALEJA 90, RĒZEKNE, LV-4601|2018|94|1
Rīgas Austrumu vidusskola|3613903082|Krievu|VIĻĀNU IELA 13, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1003|2018|532|1
Pārdaugavas Montesori pamatskola|3812803036|Latviešu|INDRIĶA IELA 8, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004|2018|40|1
RTU inženierzinātņu vidusskola|3913803014|Latviešu|KRONVALDA BULVĀRIS 1, ZIEMEĻU RAJONS, RĪGA, LV-1010|2018|72|1
"Pamatskola ""Preiļu Brīvā skola"""|4212803090|Latviešu|AGLONAS IELA 22, PREIĻI, PREIĻU NOVADS, LV-5301|2018|12|1
Cēsu Pilsētas vidusskola|4413903078|Latviešu|BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101|2018|684|1
Pērses sākumskola|4511903092|Latviešu|IRŠI, IRŠU PAGASTS, KOKNESES NOVADS, LV-5108|2018|27|1
Jūrmalas pilsētas Lielupes pamatskola|2912903112|Latviešu|AIZPUTES IELA 1A, JŪRMALA, LV-2010|2018|139|1
Ķemeru pamatskola|2912903110|Latviešu|TUKUMA IELA 10, JŪRMALA, LV-2012|2018|113|1
Latvijas Starptautiskā skola|2913801521|Angļu|VIESTURA IELA 6a, JŪRMALA, LV-2010|2018|361|1
Oskara Kalpaka Liepājas 15. vidusskola|3013900931|Latviešu|OSKARA KALPAKA IELA 96, LIEPĀJA, LV-3405|2018|963|1
Rēzeknes internātpamatskola-attīstības centrs|3124903147|LK|F. VARSLAVĀNA IELA 5, RĒZEKNE, LV-4601|2018|168|1
Ventspils Pārventas pamatskola|3212903148|Latviešu|TĀRGALES IELA 61, VENTSPILS, LV-3602|2018|311|1
"Starptautiskā vidusskola ""Ekziperī"""|3413803103|Krievu|DZIRNAVU IELA 62 - 9, CENTRA RAJONS, RĪGA, LV-1050|2018|123|1
Nacionālā Mākslu vidusskola|3331303135|Latviešu|HĀMAŅA IELA 2A, KURZEMES RAJONS, RĪGA, LV-1007|2018|0|0
"Privātā vidusskola ""RIMS"""|3613803121|LK|SLĀVU IELA 2, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1019|2018|58|1
Torņakalna Privātā vidusskola|3613802902|Latviešu|TORŅAKALNA IELA 15, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004|2018|43|1
"Privātā sākumskola ""DOMDARIS"""|3711803108|Latviešu|DZIRNAVU IELA 29, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1010|2018|139|1
"Privātā sākumskola ""Rīgas Vācu skola"""|3711803142|Vācu|DZIRNAVU IELA 16, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1010|2018|11|1
Saldus novada pašvaldības Ezeres pamatskola|4112903134|Latviešu|CENTRA IELA 5, EZERE, EZERES PAGASTS, SALDUS NOVADS, LV-3891|2018|99|1
Nīgrandes pagasta Kalnu vidusskola|4113900416|Latviešu|KALNU IELA 4, KALNI, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3898|2018|171|1
Saldus vidusskola|4113903122|Latviešu|J.Rozentāla iela 19, SALDUS, SALDUS NOVADS, LV-3801|2018|582|1
Nīcgales sākumskola|4211903119|Latviešu|SKOLAS IELA 15, NĪCGALE, NĪCGALES PAGASTS, DAUGAVPILS NOVADS, LV-5463|2018|0|0
Laucesas pamatskola|4212903120|Krievu|MIERA IELA 28, MIRNIJS, LAUCESAS PAGASTS, DAUGAVPILS NOVADS, LV-5461|2018|72|1
Priekuļu sākumskola|4211903143|Latviešu|SKOLAS IELA 8, PRĪKUĻI, SAUNAS PAGASTS, PREIĻU NOVADS, LV-5323|2018|0|0
Jumpravas internātpamatskola|4322901056|Latviešu|JUMPRAVAS PAGASTS, LIELVĀRDES NOVADS, LV-5022|2018|58|1
Ojāra Vācieša Gaujienas pamatskola|4412903128|Latviešu|GAUJIENA, GAUJIENAS PAGASTS, APES NOVADS, LV-4339|2018|65|1
Amatas novada Skujenes pamatskola|4412903132|Latviešu|SKUJENES PAGASTS, AMATAS NOVADS, LV-4144|2018|46|1
Mārcienas sākumskola|4411903127|Latviešu|MEŽA IELA 23, MĀRCIENA, MĀRCIENAS PAGASTS, MADONAS NOVADS, LV-4852|2018|0|0
Smiltenes vidusskola|4413903133|Latviešu|DAKTERU IELA 27, SMILTENE, SMILTENES NOVADS, LV-4729|2018|845|1
Valkas Jāņa Cimzes ģimnāzija|4413903137|Latviešu|RAIŅA IELA 28a, VALKA, VALKAS NOVADS, LV-4701|2018|590|1
Burtnieku Ausekļa pamatskola|4412903106|Latviešu|BURTNIEKU PAGASTS, BURTNIEKU NOVADS, LV-4206|2018|84|1
Ziemeļvidzemes internātpamatskola|4422903146|Latviešu|SKOLAS IELA 5, VAIDAVA, VAIDAVAS PAGASTS, KOCĒNU NOVADS, LV-4228|2018|39|1
Aizkraukles novada vidusskola|4513903124|LK|LĀČPLĒŠA IELA 21, AIZKRAUKLE, AIZKRAUKLES NOVADS, LV-5101|2018|816|1
Jelgavas 1.internātpamatskola - attīstības centrs|2824903199|Latviešu|INSTITŪTA IELA 4, JELGAVA, LV-3002|2018|134|1
Rīgas 1. Privātā tālmācības vidusskola|3515803174|LK|KURZEMES PROSPEKTS 2 - 77, KURZEMES RAJONS, RĪGA, LV-1067|2018|104|1
"Profesionālās izglītības kompetences centrs ""Nacionālā Mākslu vidusskola"""|3334303165|LK|HĀMAŅA IELA 2A, KURZEMES RAJONS, RĪGA, LV-1007|2018|506|1
"Privātā vidusskola ""Citruss"""|3713803152|LK|VECĀ BIĶERNIEKU IELA 41 - 5, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1079|2018|50|1
Rīgas Stila un modes tehnikums|3334003164|Latviešu|ŪDEĻU IELA 22, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1064|2018|0|0
Oskara Kalpaka Rudbāržu sākumskola|4111903196|Latviešu|LIEPU IELA 7, RUDBĀRŽI, RUDBĀRŽU PAGASTS, SKRUNDAS NOVADS, LV-3324|2018|0|0
Ata Kronvalda Durbes pamatskola|4112903172|Latviešu|SKOLAS IELA 5A, DURBE, DURBES NOVADS, LV-3440|2018|135|1
Saldus novada pašvaldības Striķu sākumskola|4111903181|Latviešu|ZVĀRDES PAGASTS, SALDUS NOVADS, LV-3883|2018|59|1
Sabiles pamatskola|4112903179|Latviešu|VENTSPILS IELA 17A, SABILE, TALSU NOVADS, LV-3294|2018|120|1
Sutru sākumskola|4211903197|Latviešu|SUTRI, SUTRU PAGASTS, LĪVĀNU NOVADS, LV-5334|2018|0|0
Jāņa Eglīša Preiļu Valsts ģimnāzija|4219900382|Latviešu|KOOPERATĪVĀ IELA 6, PREIĻI, PREIĻU NOVADS, LV-5301|2018|185|1
Garkalnes Mākslu un vispārizglītojošā pamatskola|4312903195|LK|VIDZEMES ŠOSEJA 34, GARKALNE, GARKALNES NOVADS, LV-2137|2018|303|1
Jaunlaicenes sākumskola|4411903192|Latviešu|"""Lazdiņas"", JAUNLAICENE, JAUNLAICENES PAGASTS, ALŪKSNES NOVADS, LV-4336"|2018|0|0
Trapenes sākumskola|4411903171|Latviešu|TRAPENE, TRAPENES PAGASTS, APES NOVADS, LV-4348|2018|34|1
Līvu sākumskola|4411903177|Latviešu|BĒRZAINES IELA 5, CĒSIS, CĒSU NOVADS, LV-4101|2018|26|1
Drabešu Jaunā pamatskola|4412903194|Latviešu|PARKA IELA 1, LĪVI, DRABEŠU PAGASTS, AMATAS NOVADS, LV-4101|2018|37|1
Cēsu internātpamatskola - attīstības centrs|4424903139|Latviešu|BĒRZAINES IELA 34, CĒSIS, CĒSU NOVADS, LV-4101|2018|164|1
Gulbenes sākumskola|4411903173|Latviešu|SKOLAS IELA 12, GULBENE, GULBENES NOVADS, LV-4401|2018|257|1
K. Valdemāra sākumskola|4411903167|Latviešu|PILSKALNS, BEĻAVAS PAGASTS, GULBENES NOVADS, LV-4409|2018|16|1
Litenes sākumskola|4411903168|Latviešu|LITENE, LITENES PAGASTS, GULBENES NOVADS, LV-4405|2018|0|0
Druvienas sākumskola|4411903169|Latviešu|DRUVIENA, DRUVIENAS PAGASTS, GULBENES NOVADS, LV-4426|2018|0|0
Gulbīša pamatskola|4412903166|Latviešu|GULBĪTIS, JAUNGULBENES PAGASTS, GULBENES NOVADS, LV-4420|2018|67|1
Madonas pilsētas vidusskola|4413903190|Latviešu|VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801|2018|996|1
Ozolu sākumskola|4411903191|Latviešu|ZVĀRTAVAS PAGASTS, VALKAS NOVADS, LV-4735|2018|7|1
Līvbērzes pamatskola|4512903193|Latviešu|SKOLAS IELA 10, LĪVBĒRZE, LĪVBĒRZES PAGASTS, JELGAVAS NOVADS, LV-3014|2018|123|1
Daugavpils Stropu pamatskola - attīstības centrs|2724903240|0|ABAVAS IELA 1, DAUGAVPILS, LV-5417|2018|243|1
Jelgavas Spīdolas Valsts ģimnāzija|2819903270|0|MĀTERA IELA 30, JELGAVA, LV-3001|2018|501|1
"Liepājas pilsētas pašvaldības iestāde ""Liepājas Līvupes pamatskola - attīstības centrs"""|3024903267|0|ULIHA IELA 56, LIEPĀJA, LV-3401|2018|179|1
Privātā pamatskola ZAĻĀ SKOLA|2512803261|0|STRAZDU IELA 2, VALMIERA, LV-4201|2018|3|1
Valmieras Gaujas krasta vidusskola - attīstības centrs|2524903208|0|LĀČPLĒŠA IELA 2, VALMIERA, LV-4201|2018|162|1
Kuldīgas Kristīgā sākumskola|4111803228|0|KAĻĶU IELA 33, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2018|15|1
V. Plūdoņa Kuldīgas vidusskola|4113903238|0|PILTENES IELA 25, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2018|641|1
Rudes sākumskola|4111903263|0|"""Rudes pamatskola"", RUDE, OTAŅĶU PAGASTS, NĪCAS NOVADS, LV-3475"|2018|25|1
Kalētu Mūzikas un mākslas pamatskola|4112903259|0|LIEPU ALEJA 4, KALĒTI, KALĒTU PAGASTS, PRIEKULES NOVADS, LV-3484|2018|98|1
Kalnsētas speciālā internātpamatskola|4122903247|0|KALNSĒTAS IELA 2, SALDUS, SALDUS NOVADS, LV-3801|2018|75|1
Šķaunes sākumskola|4211903220|0|"""Skola"", ŠĶAUNE, ŠĶAUNES PAGASTS, DAGDAS NOVADS, LV-5695"|2018|17|1
Asūnes sākumskola|4211903226|0|SKOLAS IELA 12, ASŪNE, ASŪNES PAGASTS, DAGDAS NOVADS, LV-5676|2018|17|1
Ilūkstes Raiņa vidusskola|4213903225|0|RAIŅA IELA 49, ILŪKSTE, ILŪKSTES NOVADS, LV-5447|2018|526|1
Rīgas Kristīgā pamatskola|3712803250|0|BRĪVĪBAS GATVE 221 - 1, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039|2018|28|1
"Privātā vispārējā izglītības iestāde ""Mīlestības Māja"""|3712803253|0|GUSTAVA ZEMGALA GATVE 48, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039|2018|11|1
Pārdaugavas Valdorfa pamatskola|3812803227|0|ĢIMNASTIKAS IELA 26A - 8, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004|2018|20|1
Staiceles pamatskola|4312903245|0|SPORTA IELA 4, STAICELE, ALOJAS NOVADS, LV-4043|2018|125|1
Ikšķiles novada pašvaldības vispārējās izglītības iestāde Tīnūžu sākumskola|4311903258|0|"""Kalnliepas"", TĪNŪŽI, TĪNŪŽU PAGASTS, IKŠĶILES NOVADS, LV-5015"|2018|81|1
Jumpravas pamatskola|4312903236|0|OZOLU IELA 14, JUMPRAVA, JUMPRAVAS PAGASTS, LIELVĀRDES NOVADS, LV-5022|2018|155|1
Liepupes pamatskola|4312903215|0|"""Veiksmes"", LIEPUPE, LIEPUPES PAGASTS, SALACGRĪVAS NOVADS, LV-4023"|2018|91|1
Irlavas pamatskola|4312903217|0|"""Irlavas skola"", IRLAVA, IRLAVAS PAGASTS, TUKUMA NOVADS, LV-3137"|2018|105|1
Tukuma novada internātpamatskola|4322903223|0|"""Lamiņu muiža"", LAMIŅI, PŪRES PAGASTS, TUKUMA NOVADS, LV-3124"|2018|175|1
Cēsu Jaunā pamatskola|4412803216|0|ZIEMEĻU IELA 16, CĒSIS, CĒSU NOVADS, LV-4101|2018|78|1
Augšlīgatnes Jaunā sākumskola|4411903221|0|UPES IELA 2, AUGŠLĪGATNE, LĪGATNES PAGASTS, LĪGATNES NOVADS, LV-4108|2018|15|1
Vijciema sākumskola|4411903242|0|"""Druvas"", VIJCIEMS, VIJCIEMA PAGASTS, VALKAS NOVADS, LV-4733"|2018|24|1
Kārķu sākumskola|4411903243|0|"""Kārķu skola"", KĀRĶI, KĀRĶU PAGASTS, VALKAS NOVADS, LV-4716"|2018|19|1
Vecpiebalgas novada pamatskola|4412903241|0|"""Skola"", DZĒRBENE, DZĒRBENES PAGASTS, VECPIEBALGAS NOVADS, LV-4118"|2018|59|1
Mežotnes sākumskola|4511903232|0|ZEMGAĻU IELA 7, MEŽOTNE, MEŽOTNES PAGASTS, BAUSKAS NOVADS, LV-3918|2018|33|1
"Bauskas novada pašvaldības vispārējās izglītības iestāde ""Uzvaras pamatskola"""|4512903239|0|SPORTA IELA 3, UZVARA, GAILĪŠU PAGASTS, BAUSKAS NOVADS, LV-3931|2018|117|1
"Bauskas novada pašvaldības vispārējās izglītības iestāde ""Īslīces pamatskola"""|4512903251|0|SKOLAS IELA 16, BĒRZI, ĪSLĪCES PAGASTS, BAUSKAS NOVADS, LV-3914|2018|132|1
"Bārbeles Zēnu pamatskola ""Saknes un spārni"""|4512803269|0|"""Bārbeles pamatskola"", BĀRBELES PAGASTS, VECUMNIEKU NOVADS, LV-3905"|2018|7|1
Aizputes novada vidusskola|4113903289|0|ZIEDU IELA 7, AIZPUTE, AIZPUTES NOVADS, LV-3456|2018|0|0
Padures pamatskola|4122901035|0|"""Skola"", PADURE, LAŽAS PAGASTS, AIZPUTES NOVADS, LV-3456"|2018|0|0
Alekseja Grāvīša Liepnas pamatskola|4412903320|0|"""Liepnas pamatskola"", LIEPNA, LIEPNAS PAGASTS, ALŪKSNES NOVADS, LV-4354"|2018|0|0
Amatas novada Spāres pamatskola|4422900347|0|"""Spāres muiža"", SPĀRE, AMATAS PAGASTS, AMATAS NOVADS, LV-4139"|2018|0|0
Gaujienas pamatskola|4422900921|0|"""Internātskola"", GAUJIENA, GAUJIENAS PAGASTS, APES NOVADS, LV-4339"|2018|0|0
Bauskas sākumskola|4511902871|0|UZVARAS IELA 10, BAUSKA, BAUSKAS NOVADS, LV-3901|2018|0|0
Pamūšas speciālā pamatskola|4520901298|0|"""Pamūšas skola"", GAILĪŠU PAGASTS, BAUSKAS NOVADS, LV-3931"|2018|0|0
Cēsu Bērzaines pamatskola-attīstības centrs|4424903139|0|BĒRZAINES IELA 34, CĒSIS, CĒSU NOVADS, LV-4101|2018|0|0
Ezersalas speciālā pamatskola|4222900478|0|"""Ezersalas speciālā pamatskola"", EZERSALA, ZVIRGZDENES PAGASTS, CIBLAS NOVADS, LV-5752"|2018|0|0
Aleksandrovas pamatskola|4222900579|0|"""Aleksandrovas skola"", ALEKSANDROVA, KONSTANTINOVAS PAGASTS, DAGDAS NOVADS, LV-5680"|2018|0|0
Medumu speciālā pamatskola|4222900868|0|ILGAS IELA 15, MEDUMI, MEDUMU PAGASTS, DAUGAVPILS NOVADS, LV-5460|2018|0|0
Bērzupes speciālā pamatskola|4522900892|0|"""Bērzupītes"", ANNENIEKU PAGASTS, DOBELES NOVADS, LV-3718"|2018|0|0
Zentas Mauriņas Grobiņas novada vidusskola|4113903297|0|SKOLAS IELA 1, GROBIŅA, GROBIŅAS NOVADS, LV-3430|2018|0|0
Sveķu pamatskola|4422900923|0|"""Aduliena"", JAUNGULBENES PAGASTS, GULBENES NOVADS, LV-4420"|2018|0|0
Iecavas pamatskola|4512903301|0|SKOLAS IELA 19, IECAVA, IECAVAS NOVADS, LV-3913|2018|0|0
Zālītes speciālā pamatskola|4522901299|0|"""Brīviņi"", IECAVAS NOVADS, LV-3913"|2018|0|0
"Privātā sākumskola ""Ķiparu nams"""|4311803322|0|UPES IELA 10A - 4, IKŠĶILE, IKŠĶILES NOVADS, LV-5052|2018|0|0
"Pamatskola ""Ikšķiles Brīvā skola"""|4312803292|0|RĪGAS IELA 175, IKŠĶILE, IKŠĶILES NOVADS, LV-5052|2018|0|0
Jelgavas Centra pamatskola|2812903293|0|UZVARAS IELA 10, JELGAVA, LV-3001|2018|0|0
Jelgavas Paula Bendrupa pamatskola|2822902715|0|FILOZOFU IELA 50, JELGAVA, LV-3001|2018|0|0
"Jelgavas pamatskola ""Valdeka"" - attīstības centrs"|2824903199|0|INSTITŪTA IELA 4, JELGAVA, LV-3002|2018|0|0
Lielplatones pamatskola-atbalsta centrs|4522900862|0|"""Lielplatones skola"", LIELPLATONES PAGASTS, JELGAVAS NOVADS, LV-3022"|2018|0|0
Jūrmalas pilsētas pamatskola|2922901384|0|DZIRNAVU IELA 50, JŪRMALA, LV-2011|2018|0|0
Kandavas Reģionālā vidusskola|4313900352|0|TALSU IELA 18A, KANDAVA, KANDAVAS NOVADS, LV-3120|2018|0|0
Ziemeļvidzemes pamatskola|4422903146|0|SKOLAS IELA 5, VAIDAVA, VAIDAVAS PAGASTS, KOCĒNU NOVADS, LV-4228|2018|0|0
Kokneses pamatskola - attīstības centrs|4524900991|0|"""Kokneses speciālā internātskola"", BORMAŅI, KOKNESES PAGASTS, KOKNESES NOVADS, LV-5113"|2018|0|0
Antūžu pamatskola|4522901242|0|"""Mežmalas"", ANTŪŽI, VARIEŠU PAGASTS, KRUSTPILS NOVADS, LV-5209"|2018|0|0
Viduskurzemes pamatskola-attīstības centrs|4124901177|0|"""Saules stari"", PELČI, PELČU PAGASTS, KULDĪGAS NOVADS, LV-3322"|2018|0|0
Valdemāra pamatskola|4322901056|0|"""Valdemārskola"", JUMPRAVAS PAGASTS, LIELVĀRDES NOVADS, LV-5022"|2018|0|0
Liepājas Liedaga vidusskola|3013903300|0|LIEDAGA IELA 5, LIEPĀJA, LV-3416|2018|0|0
"""Liepājas Līvupes pamatskola - attīstības centrs"""|3024903267|0|ULIHA IELA 56, LIEPĀJA, LV-3401|2018|0|0
Limbažu novada speciālā pamatskola|4322900181|0|"""Katvaru skola"", KATVARU PAGASTS, LIMBAŽU NOVADS, LV-4061"|2018|0|0
Rudzātu speciālā pamatskola|4220900355|0|"""Speciālā internātskola"", LŪZENIEKI, RUDZĀTU PAGASTS, LĪVĀNU NOVADS, LV-5328"|2018|0|0
Dzelzavas speciālā pamatskola|4422900104|0|KĻAVU IELA 2, DZELZAVA, DZELZAVAS PAGASTS, MADONAS NOVADS, LV-4873|2018|0|0
Mārupes Valsts ģimnāzija|4319903318|0|KANTORA IELA 97, MĀRUPE, MĀRUPES NOVADS, LV-2167|2018|0|0
Suntažu pamatskola - rehabilitācijas centrs|4323901430|0|"""Suntažu sanatorijas internātskola"", SUNTAŽI, SUNTAŽU PAGASTS, OGRES NOVADS, LV-5060"|2018|0|0
Stalbes pamatskola|4412903329|0|"""Iktes"", STALBE, STALBES PAGASTS, PĀRGAUJAS NOVADS, LV-4151"|2018|0|0
Aleksandra Bieziņa Raiskuma pamatskola|4422903321|0|"""Dzelmes 5"", RAISKUMS, RAISKUMA PAGASTS, PĀRGAUJAS NOVADS, LV-4146"|2018|0|0
Mežupes pamatskola|4122901034|0|"""Purmsātu muiža"", PURMSĀTI, VIRGAS PAGASTS, PRIEKULES NOVADS, LV-3485"|2018|0|0
Rēzeknes pamatskola-attīstības centrs|3124903147|0|F. VARSLAVĀNA IELA 5, RĒZEKNE, LV-4601|2018|0|0
Rēzeknes novada speciālā pamatskola|4220900956|0|ROZENTOVAS IELA 9, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630|2018|0|0
Rīgas Centra pamatskola|3412803330|0|LĀČPLĒŠA IELA 36 - 6, CENTRA RAJONS, RĪGA, LV-1011|2018|0|0
Rīgas Raiņa vidusskola|3413903315|0|KRIŠJĀŅA BARONA IELA 71, CENTRA RAJONS, RĪGA, LV-1001|2018|0|0
Rīgas 1. pamatskola-attīstības centrs|3424903099|0|ĢERTRŪDES IELA 18, CENTRA RAJONS, RĪGA, LV-1011|2018|0|0
"Sākumskola ""Lielie stāsti"""|3611803294|0|STABU IELA 63, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1011|2018|0|0
Rīgas Lastādijas pamatskola|3612902818|0|MASKAVAS IELA 178, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1019|2018|0|0
Rīgas 1. Kristīgā pamatskola|3612903309|0|AUGUSTA DEGLAVA IELA 3, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1009|2018|0|0
Rīgas Reinholda Šmēlinga vidusskola|3613903316|0|GAIZIŅA IELA 1, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1050|2018|0|0
Rīgas Daugavas pamatskola|3620900693|0|AGLONAS IELA 57, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1057|2018|0|0
Rīgas 2. pamatskola|3622900692|0|LUDZAS IELA 43, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1003|2018|0|0
Rīgas 5. pamatskola-attīstības centrs|3624903100|0|BRĪVĪBAS GATVE 384A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006|2018|0|0
"Kristīgā sākumskola ""Ceļš"""|3711803265|0|BRĪVĪBAS GATVE 229 - 5, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039|2018|0|0
Rīgas 9. vidusskola|3713903310|0|STĀMERIENAS IELA 8, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006|2018|0|0
Rīgas 4. pamatskola|3720900834|0|TIRZAS IELA 2, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024|2018|0|0
Rīgas Strazdumuižas vidusskola-attīstības centrs|3725900835|0|BRAILA IELA 24, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024|2018|0|0
Rīgas Mūzikas vidusskola|3813900701|0|KALNCIEMA IELA 160, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1046|2018|0|0
Rīgas Ziepniekkalna vidusskola|3813903304|0|OZOLCIEMA IELA 26, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1058|2018|0|0
Rīgas 14. vidusskola|3813903311|0|MARGRIETAS IELA 4, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1046|2018|0|0
Rīgas Ēbelmuižas pamatskola|3822903314|0|GRAUDU IELA 21, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1058|2018|0|0
Rīgas Čiekurkalna pamatskola|3912903313|0|ČIEKURKALNA 1. LĪNIJA 53, ZIEMEĻU RAJONS, RĪGA, LV-1026|2018|0|0
Rīgas 18. vidusskola|3913903312|0|SĪMAŅA IELA 14, ZIEMEĻU RAJONS, RĪGA, LV-1005|2018|0|0
Ropažu novada vidusskola|4313903319|0|Rīgas iela  5, ROPAŽI, ROPAŽU NOVADS, LV-2135|2018|0|0
Saldus novada pašvaldības Jaunlutriņu sākumskola|4111903317|0|MUIŽAS IELA 1, JAUNLUTRIŅI, JAUNLUTRIŅU PAGASTS, SALDUS NOVADS, LV-3876|2018|0|0
Saldus novada pašvaldības Pampāļu sākumskola|4111903326|0|"""Pampāļu pamatskola"", PAMPĀĻI, PAMPĀĻU PAGASTS, SALDUS NOVADS, LV-3882"|2018|0|0
Saldus novada pašvaldības Kursīšu sākumskola|4111903327|0|"""Kursīšu skola"", KURSĪŠI, KURSĪŠU PAGASTS, SALDUS NOVADS, LV-3890"|2018|0|0
Cieceres pamatskola|4112901332|0|KALNSĒTAS IELA 13, SALDUS, SALDUS NOVADS, LV-3801|2018|0|0
Kalnsētas pamatskola|4122903247|0|KALNSĒTAS IELA 2, SALDUS, SALDUS NOVADS, LV-3801|2018|0|0
Smiltenes novada speciālā pamatskola|4422900893|0|"""Speciālā internātskola"", PALSMANE, PALSMANES PAGASTS, SMILTENES NOVADS, LV-4724"|2018|0|0
Gaismas pamatskola|4322901127|0|KAUDZĪŠU IELA 31, RUMBULA, STOPIŅU NOVADS, LV-2121|2018|0|0
Upesleju pamatskola|4322903323|0|"""Internātpamatskola"", UPESLEJAS, STOPIŅU NOVADS, LV-2118"|2018|0|0
Virbu sākumskola|4111903325|0|SKOLAS IELA 1, JAUNPAGASTS, VIRBU PAGASTS, TALSU NOVADS, LV-3292|2018|0|0
Upesgrīvas pamatskola|4122901278|0|"""Upesgrīvas skola"", UGUŅCIEMS, VANDZENES PAGASTS, TALSU NOVADS, LV-3284"|2018|0|0
Tumes pamatskola|4312903286|0|SKOLAS IELA 1C, TUME, TUMES PAGASTS, TUKUMA NOVADS, LV-3139|2018|0|0
Tukuma novada speciālās izglītības iestāde|4322903223|0|"""Lamiņu muiža"", LAMIŅI, PŪRES PAGASTS, TUKUMA NOVADS, LV-3124"|2018|0|0
Valmieras Pārgaujas Valsts ģimnāzija|2519903334|0|LĀČPLĒŠA IELA 2, VALMIERA, LV-4201|2018|0|0
Valles pamatskola|4512903308|0|RĪGAS IELA 4, VALLE, VALLES PAGASTS, VECUMNIEKU NOVADS, LV-5106|2018|0|0
Annahites pamatskola|4122901132|0|"""Annahites pamatskola"", STIKLI, PUZES PAGASTS, VENTSPILS NOVADS, LV-3613"|2018|0|0
Krustpils pamatskola|1012900275|Latviešu|MADONAS IELA 48, JĒKABPILS, LV-5202|2019|189|1
Jēkabpils Poļu pamatskola|1012900274|Poļu|RŪDOLFA BLAUMAŅA IELA 27, JĒKABPILS, LV-5201|2019|0|0
Jēkabpils pamatskola|1012902246|Latviešu|RĪGAS IELA 200a, JĒKABPILS, LV-5202|2019|747|1
Jēkabpils Valsts ģimnāzija|1019900257|Latviešu|BLAUMAŅA IELA 27, JĒKABPILS, LV-5200|2019|504|1
Jēkabpils 2. vidusskola|1013900258|Krievu|JAUNĀ IELA 44, JĒKABPILS, LV-5201|2019|606|1
Jēkabpils 3. vidusskola|1013900259|Latviešu|SLIMNĪCAS IELA 5, JĒKABPILS, LV-5202|2019|692|1
Dienas apmācības klases pie Jēkabpils vakara vidusskolas|1014900264|LK|PALEJAS IELA 32, JĒKABPILS, LV-5202|2019|0|0
Valmieras Pārgaujas pamatskola|2512902432|Latviešu|MEŽA IELA 12, VALMIERA, LV-4201|2019|0|0
Valmieras pamatskola|2512902507|Latviešu|RĪGAS IELA 42, VALMIERA, LV-4201|2019|0|0
Valmieras Valsts ģimnāzija|2519902526|Latviešu|LEONA PAEGLES IELA 40, VALMIERA, LV-4201|2019|394|1
Valmieras 2. vidusskola|2513901058|LK|RAIŅA IELA 11, VALMIERA, LV-4201|2019|406|1
Valmieras Viestura vidusskola|2513900631|Latviešu|VIESTURA ALEJA 3, VALMIERA, LV-4202|2019|828|1
Valmieras Pārgaujas ģimnāzija|2513900630|Latviešu|ZVAIGŽŅU IELA 4, VALMIERA, LV-4201|2019|0|0
Valmieras 5. vidusskola|2513901081|Latviešu|RAIŅA IELA 3, VALMIERA, LV-4201|2019|456|1
Valmieras vājdzirdīgo bērnu internātpamatskola - attīstības centrs|2520901175|Latviešu|LĀČPLĒŠA IELA 2, VALMIERA, LV-4201|2019|0|0
