Novads,Skolas kods,Skola,Priekšmets,Kopvērtējums
1,131403,Aglonas vidusskola,ANG12,61.00%
1,131403,Aglonas vidusskola,MAT12,63.55%
1,131403,Aglonas vidusskola,LAT12,65.59%
1,171404,Viduslatgales Profesionālā vidusskola Jaunaglona,ANG12,36.38%
1,171404,Viduslatgales Profesionālā vidusskola Jaunaglona,MAT12,41.63%
1,171404,Viduslatgales Profesionālā vidusskola Jaunaglona,LAT12,42.11%
1,181401,Aglonas internātvidusskola,ANG12,46.00%
1,181401,Aglonas internātvidusskola,MAT12,57.50%
1,181401,Aglonas internātvidusskola,LAT12,59.90%
2,233301,Aizkraukles 1. vidusskola,ANG12,65.17%
2,233301,Aizkraukles 1. vidusskola,MAT12,48.45%
2,233301,Aizkraukles 1. vidusskola,LAT12,53.91%
2,241306,Aizkraukles Vakara (maiņu) vidusskola,ANG12,53.00%
2,241306,Aizkraukles Vakara (maiņu) vidusskola,MAT12,17.80%
2,241306,Aizkraukles Vakara (maiņu) vidusskola,LAT12,48.52%
2,251303,Aizkraukles novada ģimnāzija,ANG12,67.40%
2,251303,Aizkraukles novada ģimnāzija,MAT12,51.38%
2,251303,Aizkraukles novada ģimnāzija,LAT12,67.12%
2,271309,Aizkraukles Profesionālā vidusskola,ANG12,32.18%
2,271309,Aizkraukles Profesionālā vidusskola,MAT12,21.40%
2,271309,Aizkraukles Profesionālā vidusskola,LAT12,40.66%
3,331306,Aizputes vidusskola,ANG12,49.38%
3,331306,Aizputes vidusskola,MAT12,39.91%
3,331306,Aizputes vidusskola,LAT12,53.91%
3,341302,Aizputes novada Neklātienes vidusskolas Aizputes konsult. punkts,ANG12,19.22%
3,341302,Aizputes novada Neklātienes vidusskolas Aizputes konsult. punkts,MAT12,15.89%
3,341302,Aizputes novada Neklātienes vidusskolas Aizputes konsult. punkts,LAT12,36.50%
3,341314,Aizputes novada Neklātienes vidusskolas Grobiņas konsult. punkts,MAT12,14.75%
3,341314,Aizputes novada Neklātienes vidusskolas Grobiņas konsult. punkts,LAT12,45.50%
3,341403,Aizputes novada Neklātienes vidusskolas Cīravas konsult. punkts,ANG12,29.74%
3,341403,Aizputes novada Neklātienes vidusskolas Cīravas konsult. punkts,MAT12,20.00%
3,341403,Aizputes novada Neklātienes vidusskolas Cīravas konsult. punkts,LAT12,37.73%
3,341404,Aizputes novada Neklātienes vidusskolas Nīcas konsultpunkts,ANG12,27.00%
3,341404,Aizputes novada Neklātienes vidusskolas Nīcas konsultpunkts,MAT12,8.00%
3,341404,Aizputes novada Neklātienes vidusskolas Nīcas konsultpunkts,LAT12,34.67%
3,371408,Cīravas Profesionālā vidusskola,ANG12,27.27%
3,371408,Cīravas Profesionālā vidusskola,MAT12,16.06%
3,371408,Cīravas Profesionālā vidusskola,LAT12,28.97%
4,431301,Aknīstes vidusskola,ANG12,65.38%
4,431301,Aknīstes vidusskola,MAT12,39.18%
4,431301,Aknīstes vidusskola,LAT12,55.82%
5,531301,Alojas Ausekļa vidusskola,ANG12,71.69%
5,531301,Alojas Ausekļa vidusskola,MAT12,37.31%
5,531301,Alojas Ausekļa vidusskola,LAT12,66.62%
5,531304,Staiceles vidusskola,ANG12,32.33%
5,531304,Staiceles vidusskola,MAT12,20.64%
5,531304,Staiceles vidusskola,LAT12,45.64%
6,631301,Alsungas vidusskola,ANG12,53.43%
6,631301,Alsungas vidusskola,MAT12,27.93%
6,631301,Alsungas vidusskola,LAT12,64.53%
7,731413,Liepnas vidusskola,ANG12,42.50%
7,731413,Liepnas vidusskola,MAT12,21.46%
7,731413,Liepnas vidusskola,LAT12,51.00%
7,733323,Alūksnes novada vidusskola,ANG12,39.38%
7,733323,Alūksnes novada vidusskola,MAT12,21.02%
7,733323,Alūksnes novada vidusskola,LAT12,44.57%
7,761309,Ernsta Glika Alūksnes Valsts ģimnāzija,ANG12,63.64%
7,761309,Ernsta Glika Alūksnes Valsts ģimnāzija,MAT12,50.66%
7,761309,Ernsta Glika Alūksnes Valsts ģimnāzija,LAT12,71.39%
8,831405,Nītaures vidusskola,ANG12,58.25%
8,831405,Nītaures vidusskola,MAT12,42.00%
8,831405,Nītaures vidusskola,LAT12,60.80%
9,931301,Dāvja Ozoliņa Apes vidusskola,ANG12,46.50%
9,931301,Dāvja Ozoliņa Apes vidusskola,MAT12,33.44%
9,931301,Dāvja Ozoliņa Apes vidusskola,LAT12,54.00%
9,931403,Ojāra Vācieša Gaujienas vidusskola,ANG12,34.00%
9,931403,Ojāra Vācieša Gaujienas vidusskola,MAT12,29.56%
9,931403,Ojāra Vācieša Gaujienas vidusskola,LAT12,51.22%
10,1031301,Auces vidusskola,ANG12,58.44%
10,1031301,Auces vidusskola,MAT12,43.91%
10,1031301,Auces vidusskola,LAT12,63.11%
10,1033402,Bēnes vidusskola,ANG12,41.00%
10,1033402,Bēnes vidusskola,MAT12,25.72%
10,1033402,Bēnes vidusskola,LAT12,59.33%
11,1131302,Privātā vidusskola Ādažu Brīvā Valdorfa skola,ANG12,70.77%
11,1131302,Privātā vidusskola Ādažu Brīvā Valdorfa skola,MAT12,38.00%
11,1131302,Privātā vidusskola Ādažu Brīvā Valdorfa skola,LAT12,66.62%
11,1133301,Ādažu vidusskola,ANG12,70.03%
11,1133301,Ādažu vidusskola,MAT12,54.97%
11,1133301,Ādažu vidusskola,LAT12,66.00%
12,1233402,Babītes vidusskola,ANG12,64.68%
12,1233402,Babītes vidusskola,MAT12,38.95%
12,1233402,Babītes vidusskola,LAT12,63.30%
13,1331302,Baldones vidusskola,ANG12,63.63%
13,1331302,Baldones vidusskola,MAT12,42.06%
13,1331302,Baldones vidusskola,LAT12,63.06%
14,1431302,Baltinavas vidusskola,ANG12,67.36%
14,1431302,Baltinavas vidusskola,MAT12,51.46%
14,1431302,Baltinavas vidusskola,LAT12,68.15%
15,1531302,Balvu AMAT12niecības vidusskola,ANG12,44.25%
15,1531302,Balvu AMAT12niecības vidusskola,MAT12,44.67%
15,1531302,Balvu AMAT12niecības vidusskola,LAT12,52.40%
15,1531407,Bērzpils vidusskola,ANG12,63.78%
15,1531407,Bērzpils vidusskola,MAT12,56.00%
15,1531407,Bērzpils vidusskola,LAT12,64.78%
15,1531415,Tilžas vidusskola,ANG12,52.25%
15,1531415,Tilžas vidusskola,MAT12,49.17%
15,1531415,Tilžas vidusskola,LAT12,56.83%
15,1561305,Balvu Valsts ģimnāzija,ANG12,66.40%
15,1561305,Balvu Valsts ģimnāzija,MAT12,63.46%
15,1561305,Balvu Valsts ģimnāzija,LAT12,71.34%
15,1571312,"PIKC ""Rīgas Valsts tehnikums"" Balvu teritoriālā struktūrvienība",ANG12,50.67%
15,1571312,"PIKC ""Rīgas Valsts tehnikums"" Balvu teritoriālā struktūrvienība",MAT12,69.67%
15,1571312,"PIKC ""Rīgas Valsts tehnikums"" Balvu teritoriālā struktūrvienība",LAT12,59.22%
16,1631411,Īslīces vidusskola,ANG12,50.85%
16,1631411,Īslīces vidusskola,MAT12,32.31%
16,1631411,Īslīces vidusskola,LAT12,60.00%
16,1633302,Bauskas 2. vidusskola,ANG12,50.00%
16,1633302,Bauskas 2. vidusskola,MAT12,40.82%
16,1633302,Bauskas 2. vidusskola,LAT12,53.78%
16,1661301,Bauskas Valsts ģimnāzija,ANG12,67.00%
16,1661301,Bauskas Valsts ģimnāzija,MAT12,47.92%
16,1661301,Bauskas Valsts ģimnāzija,LAT12,68.79%
16,1681414,Mežotnes internātvidusskola,ANG12,54.00%
16,1681414,Mežotnes internātvidusskola,MAT12,12.00%
16,1681414,Mežotnes internātvidusskola,LAT12,46.83%
18,1833302,Brocēnu vidusskola,ANG12,60.17%
18,1833302,Brocēnu vidusskola,MAT12,36.53%
18,1833302,Brocēnu vidusskola,LAT12,59.85%
19,1931401,Burtnieku Ausekļa vidusskola,ANG12,68.67%
19,1931401,Burtnieku Ausekļa vidusskola,MAT12,49.17%
19,1931401,Burtnieku Ausekļa vidusskola,LAT12,68.50%
21,2131302,Cesvaines vidusskola,ANG12,54.17%
21,2131302,Cesvaines vidusskola,MAT12,45.21%
21,2131302,Cesvaines vidusskola,LAT12,64.37%
22,2233306,Cēsu 2. vidusskola,ANG12,48.85%
22,2233306,Cēsu 2. vidusskola,MAT12,23.68%
22,2233306,Cēsu 2. vidusskola,LAT12,52.95%
22,2261313,Cēsu Valsts ģimnāzija,ANG12,69.83%
22,2261313,Cēsu Valsts ģimnāzija,MAT12,57.29%
22,2261313,Cēsu Valsts ģimnāzija,LAT12,72.43%
22,2261314,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,ANG12,67.57%
22,2261314,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,MAT12,49.20%
22,2261314,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,LAT12,73.42%
22,2271302,Alfrēda Kalniņa Cēsu Mūzikas vidusskola,ANG12,48.75%
22,2271302,Alfrēda Kalniņa Cēsu Mūzikas vidusskola,MAT12,35.25%
22,2271302,Alfrēda Kalniņa Cēsu Mūzikas vidusskola,LAT12,53.25%
22,2271311,Cēsu Profesionālā vidusskola,ANG12,35.31%
22,2271311,Cēsu Profesionālā vidusskola,MAT12,16.54%
22,2271311,Cēsu Profesionālā vidusskola,LAT12,37.58%
23,2331402,Ciblas vidusskola,ANG12,52.75%
23,2331402,Ciblas vidusskola,MAT12,37.00%
23,2331402,Ciblas vidusskola,LAT12,56.10%
24,2431407,Ezernieku vidusskola,ANG12,66.50%
24,2431407,Ezernieku vidusskola,MAT12,60.44%
24,2431407,Ezernieku vidusskola,LAT12,61.06%
24,2433306,Dagdas vidusskola,ANG12,54.55%
24,2433306,Dagdas vidusskola,MAT12,38.37%
24,2433306,Dagdas vidusskola,LAT12,57.03%
24,2471305,Viduslatgales Profesionālā vidusskola Dagda,ANG12,31.81%
24,2471305,Viduslatgales Profesionālā vidusskola Dagda,MAT12,45.48%
24,2471305,Viduslatgales Profesionālā vidusskola Dagda,LAT12,34.81%
25,2531408,Medumu vidusskola,ANG12,52.14%
25,2531408,Medumu vidusskola,MAT12,51.42%
25,2531408,Medumu vidusskola,LAT12,54.75%
25,2531418,Vaboles vidusskola,ANG12,50.75%
25,2531418,Vaboles vidusskola,MAT12,54.13%
25,2531418,Vaboles vidusskola,LAT12,69.81%
25,2532420,Zemgales vidusskola (Daugavpils nov.),ANG12,55.20%
25,2532420,Zemgales vidusskola (Daugavpils nov.),MAT12,52.20%
25,2532420,Zemgales vidusskola (Daugavpils nov.),LAT12,45.50%
25,2533412,Salienas vidusskola,ANG12,31.57%
25,2533412,Salienas vidusskola,MAT12,42.29%
25,2533412,Salienas vidusskola,LAT12,43.86%
25,2533415,Sventes vidusskola,ANG12,43.32%
25,2533415,Sventes vidusskola,MAT12,47.59%
25,2533415,Sventes vidusskola,LAT12,44.71%
25,2533416,Špoģu vidusskola,ANG12,66.16%
25,2533416,Špoģu vidusskola,MAT12,66.71%
25,2533416,Špoģu vidusskola,LAT12,64.25%
25,2571419,Viduslatgales Profesionālā vidusskola Višķi,ANG12,44.09%
25,2571419,Viduslatgales Profesionālā vidusskola Višķi,MAT12,39.90%
25,2571419,Viduslatgales Profesionālā vidusskola Višķi,LAT12,41.11%
26,2631205,Daugavpils 12. vidusskola,ANG12,53.56%
26,2631205,Daugavpils 12. vidusskola,MAT12,43.67%
26,2631205,Daugavpils 12. vidusskola,LAT12,58.76%
26,2632203,Daugavpils 10. vidusskola,ANG12,48.78%
26,2632203,Daugavpils 10. vidusskola,MAT12,59.50%
26,2632203,Daugavpils 10. vidusskola,LAT12,43.64%
26,2632207,Daugavpils 15. vidusskola,ANG12,47.94%
26,2632207,Daugavpils 15. vidusskola,MAT12,47.89%
26,2632207,Daugavpils 15. vidusskola,LAT12,50.26%
26,2632217,Daugavpils Krievu vidusskola - licejs,ANG12,78.61%
26,2632217,Daugavpils Krievu vidusskola - licejs,MAT12,73.43%
26,2632217,Daugavpils Krievu vidusskola - licejs,LAT12,74.10%
26,2632228,J. Raiņa Daugavpils 6. vidusskola,ANG12,39.74%
26,2632228,J. Raiņa Daugavpils 6. vidusskola,MAT12,29.70%
26,2632228,J. Raiņa Daugavpils 6. vidusskola,LAT12,33.52%
26,2632290,Daugavpils Centra vidusskola,ANG12,55.35%
26,2632290,Daugavpils Centra vidusskola,MAT12,49.66%
26,2632290,Daugavpils Centra vidusskola,LAT12,53.83%
26,2633206,Daugavpils 13. vidusskola,ANG12,63.49%
26,2633206,Daugavpils 13. vidusskola,MAT12,55.86%
26,2633206,Daugavpils 13. vidusskola,LAT12,58.22%
26,2633208,Daugavpils 16. vidusskola,ANG12,43.65%
26,2633208,Daugavpils 16. vidusskola,MAT12,42.95%
26,2633208,Daugavpils 16. vidusskola,LAT12,47.75%
26,2633209,Daugavpils 17. vidusskola,ANG12,35.39%
26,2633209,Daugavpils 17. vidusskola,MAT12,25.16%
26,2633209,Daugavpils 17. vidusskola,LAT12,37.66%
26,2633210,Daugavpils 3. vidusskola,ANG12,59.23%
26,2633210,Daugavpils 3. vidusskola,MAT12,50.97%
26,2633210,Daugavpils 3. vidusskola,LAT12,54.95%
26,2633215,Daugavpils 9. vidusskola,ANG12,65.86%
26,2633215,Daugavpils 9. vidusskola,MAT12,51.93%
26,2633215,Daugavpils 9. vidusskola,LAT12,60.34%
26,2654229,J.Pilsudska Daugavpils valsts poļu ģimnāzija,ANG12,58.73%
26,2654229,J.Pilsudska Daugavpils valsts poļu ģimnāzija,MAT12,59.18%
26,2654229,J.Pilsudska Daugavpils valsts poļu ģimnāzija,LAT12,50.04%
26,2661226,Daugavpils Valsts ģimnāzija,ANG12,63.11%
26,2661226,Daugavpils Valsts ģimnāzija,MAT12,59.35%
26,2661226,Daugavpils Valsts ģimnāzija,LAT12,74.46%
26,2671216,Daugavpils Celtnieku profesionālā vidusskola,ANG12,20.71%
26,2671216,Daugavpils Celtnieku profesionālā vidusskola,MAT12,9.36%
26,2671216,Daugavpils Celtnieku profesionālā vidusskola,LAT12,21.26%
26,2671219,"Daugavpils Dizaina un mākslas vidusskola ""Saules skola""",ANG12,41.05%
26,2671219,"Daugavpils Dizaina un mākslas vidusskola ""Saules skola""",MAT12,27.45%
26,2671219,"Daugavpils Dizaina un mākslas vidusskola ""Saules skola""",LAT12,56.80%
26,2671221,Daugavpils Mūzikas vidusskola,ANG12,45.89%
26,2671221,Daugavpils Mūzikas vidusskola,MAT12,40.14%
26,2671221,Daugavpils Mūzikas vidusskola,LAT12,56.90%
26,2671231,Daugavpils Valsts tehnikums,ANG12,31.97%
26,2671231,Daugavpils Valsts tehnikums,MAT12,24.32%
26,2671231,Daugavpils Valsts tehnikums,LAT12,39.09%
26,2691228,Daugavpils Universitāte,ANG12,41.00%
26,2691228,Daugavpils Universitāte,MAT12,32.67%
26,2691228,Daugavpils Universitāte,LAT12,50.40%
27,2731307,Dobeles 1. vidusskola,ANG12,54.55%
27,2731307,Dobeles 1. vidusskola,MAT12,15.66%
27,2731307,Dobeles 1. vidusskola,LAT12,52.80%
27,2761312,Dobeles Valsts ģimnāzija,ANG12,62.16%
27,2761312,Dobeles Valsts ģimnāzija,MAT12,52.73%
27,2761312,Dobeles Valsts ģimnāzija,LAT12,69.74%
27,2771322,Dobeles AMAT12niecības un vispārizglītojošā vidusskola,ANG12,33.65%
27,2771322,Dobeles AMAT12niecības un vispārizglītojošā vidusskola,MAT12,10.56%
27,2771322,Dobeles AMAT12niecības un vispārizglītojošā vidusskola,LAT12,44.64%
27,2771402,Apguldes Profesionālā vidusskola,ANG12,24.40%
27,2771402,Apguldes Profesionālā vidusskola,MAT12,12.36%
27,2771402,Apguldes Profesionālā vidusskola,LAT12,30.33%
28,2831401,Dundagas vidusskola,ANG12,55.61%
28,2831401,Dundagas vidusskola,MAT12,43.73%
28,2831401,Dundagas vidusskola,LAT12,71.45%
29,2931302,Ata Kronvalda Durbes vidusskola,ANG12,46.17%
29,2931302,Ata Kronvalda Durbes vidusskola,MAT12,28.17%
29,2931302,Ata Kronvalda Durbes vidusskola,LAT12,60.17%
30,3031401,Engures vidusskola,ANG12,64.45%
30,3031401,Engures vidusskola,MAT12,34.91%
30,3031401,Engures vidusskola,LAT12,61.27%
31,3131402,Ērgļu vidusskola,ANG12,64.82%
31,3131402,Ērgļu vidusskola,MAT12,39.27%
31,3131402,Ērgļu vidusskola,LAT12,69.45%
31,3171401,Ērgļu Profesionālā vidusskola,ANG12,33.26%
31,3171401,Ērgļu Profesionālā vidusskola,MAT12,23.63%
31,3171401,Ērgļu Profesionālā vidusskola,LAT12,38.74%
32,3233303,Garkalnes vidusskola,ANG12,52.29%
32,3233303,Garkalnes vidusskola,MAT12,18.80%
32,3233303,Garkalnes vidusskola,LAT12,45.27%
33,3351303,Grobiņas ģimnāzija,ANG12,63.61%
33,3351303,Grobiņas ģimnāzija,MAT12,44.30%
33,3351303,Grobiņas ģimnāzija,LAT12,67.70%
34,3431304,Gulbenes 2. vidusskola,ANG12,56.71%
34,3431304,Gulbenes 2. vidusskola,MAT12,31.46%
34,3431304,Gulbenes 2. vidusskola,LAT12,61.38%
34,3431309,Gulbenes vidusskola,ANG12,51.58%
34,3431309,Gulbenes vidusskola,MAT12,29.92%
34,3431309,Gulbenes vidusskola,LAT12,57.33%
34,3431410,Gulbīša vidusskola,ANG12,48.83%
34,3431410,Gulbīša vidusskola,MAT12,45.14%
34,3431410,Gulbīša vidusskola,LAT12,58.14%
34,3431413,Lejasciema vidusskola,ANG12,56.50%
34,3431413,Lejasciema vidusskola,MAT12,31.72%
34,3431413,Lejasciema vidusskola,LAT12,65.72%
34,3431415,Lizuma vidusskola,ANG12,58.71%
34,3431415,Lizuma vidusskola,MAT12,37.36%
34,3431415,Lizuma vidusskola,LAT12,57.00%
34,3441307,Gulbenes Vakara (maiņu) vidusskola,ANG12,44.50%
34,3441307,Gulbenes Vakara (maiņu) vidusskola,MAT12,19.67%
34,3441307,Gulbenes Vakara (maiņu) vidusskola,LAT12,53.80%
34,3441408,Gulbenes vakara (maiņu) vidusskolas Rankas konsult. punkts,ANG12,27.33%
34,3441408,Gulbenes vakara (maiņu) vidusskolas Rankas konsult. punkts,MAT12,13.23%
34,3441408,Gulbenes vakara (maiņu) vidusskolas Rankas konsult. punkts,LAT12,35.00%
34,3461306,Gulbenes novada valsts ģimnāzija,ANG12,68.48%
34,3461306,Gulbenes novada valsts ģimnāzija,MAT12,56.43%
34,3461306,Gulbenes novada valsts ģimnāzija,LAT12,73.47%
34,3471411,Jaungulbenes Professionālā vidusskola,ANG12,35.09%
34,3471411,Jaungulbenes Professionālā vidusskola,MAT12,11.60%
34,3471411,Jaungulbenes Professionālā vidusskola,LAT12,37.41%
34,3471417,Rankas Profesionālā vidusskola,ANG12,42.67%
34,3471417,Rankas Profesionālā vidusskola,MAT12,18.67%
34,3471417,Rankas Profesionālā vidusskola,LAT12,41.67%
35,3533303,Iecavas vidusskola,ANG12,57.79%
35,3533303,Iecavas vidusskola,MAT12,42.42%
35,3533303,Iecavas vidusskola,LAT12,64.87%
36,3631301,Ikšķiles vidusskola,ANG12,67.52%
36,3631301,Ikšķiles vidusskola,MAT12,47.43%
36,3631301,Ikšķiles vidusskola,LAT12,62.97%
37,3731304,Ilūkstes 1. vidusskola,ANG12,66.00%
37,3731304,Ilūkstes 1. vidusskola,MAT12,63.26%
37,3731304,Ilūkstes 1. vidusskola,LAT12,69.74%
37,3731402,Bebrenes vidusskola,ANG12,67.25%
37,3731402,Bebrenes vidusskola,MAT12,71.17%
37,3731402,Bebrenes vidusskola,LAT12,72.00%
37,3733307,Ilūkstes Sadraudzības vidusskola,ANG12,33.23%
37,3733307,Ilūkstes Sadraudzības vidusskola,MAT12,32.14%
37,3733307,Ilūkstes Sadraudzības vidusskola,LAT12,35.92%
37,3771401,Bebrenes Profesionālā vidusskola,ANG12,51.25%
37,3771401,Bebrenes Profesionālā vidusskola,MAT12,22.50%
37,3771401,Bebrenes Profesionālā vidusskola,LAT12,42.67%
38,3833302,VANG12ažu vidusskola,ANG12,44.50%
38,3833302,VANG12ažu vidusskola,MAT12,35.42%
38,3833302,VANG12ažu vidusskola,LAT12,47.11%
39,3931302,Jaunjelgavas vidusskola,ANG12,61.33%
39,3931302,Jaunjelgavas vidusskola,MAT12,38.21%
39,3931302,Jaunjelgavas vidusskola,LAT12,67.71%
40,4031401,Jaunpiebalgas vidusskola,ANG12,48.05%
40,4031401,Jaunpiebalgas vidusskola,MAT12,27.96%
40,4031401,Jaunpiebalgas vidusskola,LAT12,56.63%
41,4131401,Jaunpils vidusskola,ANG12,47.04%
41,4131401,Jaunpils vidusskola,MAT12,42.57%
41,4131401,Jaunpils vidusskola,LAT12,51.65%
42,4231402,Elejas vidusskola,ANG12,62.10%
42,4231402,Elejas vidusskola,MAT12,34.43%
42,4231402,Elejas vidusskola,LAT12,50.67%
42,4231410,Kalnciema vidusskola,ANG12,53.13%
42,4231410,Kalnciema vidusskola,MAT12,29.75%
42,4231410,Kalnciema vidusskola,LAT12,64.38%
42,4231414,Līvbērzes vidusskola,ANG12,42.00%
42,4231414,Līvbērzes vidusskola,MAT12,25.57%
42,4231414,Līvbērzes vidusskola,LAT12,69.29%
42,4231418,Staļģenes vidusskola,ANG12,41.33%
42,4231418,Staļģenes vidusskola,MAT12,20.45%
42,4231418,Staļģenes vidusskola,LAT12,34.17%
42,4231422,Vircavas vidusskola,ANG12,48.92%
42,4231422,Vircavas vidusskola,MAT12,37.08%
42,4231422,Vircavas vidusskola,LAT12,60.77%
42,4233309,Kalnciema pagasta vidusskola,ANG12,40.36%
42,4233309,Kalnciema pagasta vidusskola,MAT12,22.75%
42,4233309,Kalnciema pagasta vidusskola,LAT12,56.67%
42,4241204,Jelgavas novada Neklātienes vidusskolas Centra konsult. punkts,ANG12,35.73%
42,4241204,Jelgavas novada Neklātienes vidusskolas Centra konsult. punkts,MAT12,19.85%
42,4241204,Jelgavas novada Neklātienes vidusskolas Centra konsult. punkts,LAT12,34.15%
42,4241406,Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts,ANG12,56.64%
42,4241406,Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts,MAT12,17.68%
42,4241406,Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts,LAT12,47.03%
42,4241407,Jelgavas novada Neklātienes vidusskolas Šķibes konsult. punkts,ANG12,59.33%
42,4241407,Jelgavas novada Neklātienes vidusskolas Šķibes konsult. punkts,MAT12,36.56%
42,4241407,Jelgavas novada Neklātienes vidusskolas Šķibes konsult. punkts,LAT12,47.44%
42,4241408,Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts,ANG12,21.25%
42,4241408,Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts,MAT12,6.63%
42,4241408,Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts,LAT12,29.33%
42,4271424,Zaļenieku Profesionālā vidusskola,ANG12,27.36%
42,4271424,Zaļenieku Profesionālā vidusskola,MAT12,9.82%
42,4271424,Zaļenieku Profesionālā vidusskola,LAT12,36.13%
43,4331207,Jelgavas 4. vidusskola,ANG12,52.23%
43,4331207,Jelgavas 4. vidusskola,MAT12,36.45%
43,4331207,Jelgavas 4. vidusskola,LAT12,59.09%
43,4333208,Jelgavas 5. vidusskola,ANG12,64.55%
43,4333208,Jelgavas 5. vidusskola,MAT12,64.08%
43,4333208,Jelgavas 5. vidusskola,LAT12,57.34%
43,4333209,Jelgavas 6. vidusskola,ANG12,56.38%
43,4333209,Jelgavas 6. vidusskola,MAT12,50.89%
43,4333209,Jelgavas 6. vidusskola,LAT12,44.00%
43,4343217,Jelgavas Vakara (maiņu) vidusskola,ANG12,41.78%
43,4343217,Jelgavas Vakara (maiņu) vidusskola,MAT12,20.69%
43,4343217,Jelgavas Vakara (maiņu) vidusskola,LAT12,48.27%
43,4351201,Jelgavas 1. ģimnāzija,ANG12,62.75%
43,4351201,Jelgavas 1. ģimnāzija,MAT12,34.16%
43,4351201,Jelgavas 1. ģimnāzija,LAT12,58.31%
43,4351216,Jelgavas Spīdolas ģimnāzija,ANG12,73.99%
43,4351216,Jelgavas Spīdolas ģimnāzija,MAT12,52.74%
43,4351216,Jelgavas Spīdolas ģimnāzija,LAT12,71.59%
43,4361218,Jelgavas Valsts ģimnāzija,ANG12,72.94%
43,4361218,Jelgavas Valsts ģimnāzija,MAT12,56.64%
43,4361218,Jelgavas Valsts ģimnāzija,LAT12,72.97%
43,4371211,Jelgavas AMAT12u vidusskola,ANG12,35.70%
43,4371211,Jelgavas AMAT12u vidusskola,MAT12,18.57%
43,4371211,Jelgavas AMAT12u vidusskola,LAT12,41.33%
43,4371212,Jelgavas Mūzikas vidusskola,ANG12,53.38%
43,4371212,Jelgavas Mūzikas vidusskola,MAT12,29.70%
43,4371212,Jelgavas Mūzikas vidusskola,LAT12,58.63%
43,4371222,Jelgavas Tehnikums,ANG12,35.61%
43,4371222,Jelgavas Tehnikums,MAT12,14.45%
43,4371222,Jelgavas Tehnikums,LAT12,39.36%
44,4431409,Zasas vidusskola,ANG12,55.63%
44,4431409,Zasas vidusskola,MAT12,44.67%
44,4431409,Zasas vidusskola,LAT12,70.56%
45,4531202,Jēkabpils 3. vidusskola,ANG12,59.49%
45,4531202,Jēkabpils 3. vidusskola,MAT12,36.14%
45,4531202,Jēkabpils 3. vidusskola,LAT12,62.66%
45,4532201,Jēkabpils 2. vidusskola,ANG12,52.26%
45,4532201,Jēkabpils 2. vidusskola,MAT12,37.40%
45,4532201,Jēkabpils 2. vidusskola,LAT12,44.93%
45,4543206,Jēkabpils vakara vidusskola,ANG12,42.15%
45,4543206,Jēkabpils vakara vidusskola,MAT12,15.24%
45,4543206,Jēkabpils vakara vidusskola,LAT12,49.22%
45,4561207,Jēkabpils Valsts ģimnāzija,ANG12,62.75%
45,4561207,Jēkabpils Valsts ģimnāzija,MAT12,41.64%
45,4561207,Jēkabpils Valsts ģimnāzija,LAT12,70.24%
45,4571203,Jēkabpils Agrobiznesa koledža,ANG12,49.58%
45,4571203,Jēkabpils Agrobiznesa koledža,MAT12,24.44%
45,4571203,Jēkabpils Agrobiznesa koledža,LAT12,57.23%
46,4631212,Ķemeru vidusskola,ANG12,52.25%
46,4631212,Ķemeru vidusskola,MAT12,31.40%
46,4631212,Ķemeru vidusskola,LAT12,52.40%
46,4631216,Pumpuru vidusskola,ANG12,56.94%
46,4631216,Pumpuru vidusskola,MAT12,30.31%
46,4631216,Pumpuru vidusskola,LAT12,62.31%
46,4632204,Jūrmalas pilsētas Kauguru vidusskola,ANG12,51.53%
46,4632204,Jūrmalas pilsētas Kauguru vidusskola,MAT12,45.26%
46,4632204,Jūrmalas pilsētas Kauguru vidusskola,LAT12,44.68%
46,4632206,Jūrmalas pilsētas Mežmalas vidusskola,ANG12,36.00%
46,4632206,Jūrmalas pilsētas Mežmalas vidusskola,MAT12,34.38%
46,4632206,Jūrmalas pilsētas Mežmalas vidusskola,LAT12,32.00%
46,4633203,Jūrmalas pilsētas Jaundubultu vidusskola,ANG12,51.64%
46,4633203,Jūrmalas pilsētas Jaundubultu vidusskola,MAT12,33.82%
46,4633203,Jūrmalas pilsētas Jaundubultu vidusskola,LAT12,40.09%
46,4633205,Jūrmalas pilsētas Lielupes vidusskola,ANG12,54.80%
46,4633205,Jūrmalas pilsētas Lielupes vidusskola,MAT12,32.50%
46,4633205,Jūrmalas pilsētas Lielupes vidusskola,LAT12,49.20%
46,4643210,Jūrmalas vakara vidusskola,ANG12,37.21%
46,4643210,Jūrmalas vakara vidusskola,MAT12,24.09%
46,4643210,Jūrmalas vakara vidusskola,LAT12,36.91%
46,4651215,Murjāņu sporta ģimnāzija Jūrmalas filiāle,ANG12,57.81%
