Priekšmets,Skola,Kopvērtējums
ANG12,Rīgas horeogrāfijas vidusskola,67.60%
MAT12,Rīgas horeogrāfijas vidusskola,46.50%
LAT12,Rīgas horeogrāfijas vidusskola,67.60%
ANG12,Rīgas Imantas vidusskola,56.70%
MAT12,Rīgas Imantas vidusskola,44.00%
LAT12,Rīgas Imantas vidusskola,63.00%
ANG12,Rīgas Itas Kozakēvičas Poļu vidusskola,50.80%
MAT12,Rīgas Itas Kozakēvičas Poļu vidusskola,65.90%
LAT12,Rīgas Itas Kozakēvičas Poļu vidusskola,48.10%
ANG12,Rīgas Jāņa Poruka vidusskola,62.10%
MAT12,Rīgas Jāņa Poruka vidusskola,31.00%
LAT12,Rīgas Jāņa Poruka vidusskola,53.40%
ANG12,Rīgas Juglas vidusskola,67.40%
MAT12,Rīgas Juglas vidusskola,61.10%
LAT12,Rīgas Juglas vidusskola,64.90%
ANG12,Rīgas Katoļu ģimnāzija,48.60%
MAT12,Rīgas Katoļu ģimnāzija,29.40%
LAT12,Rīgas Katoļu ģimnāzija,45.00%
ANG12,Rīgas Klasiskā ģimnāzija,70.40%
MAT12,Rīgas Klasiskā ģimnāzija,57.50%
LAT12,Rīgas Klasiskā ģimnāzija,54.20%
ANG12,Rīgas Krievu vidusskola,40.40%
MAT12,Rīgas Krievu vidusskola,27.30%
LAT12,Rīgas Krievu vidusskola,28.40%
ANG12,Rīgas Kristīgā vidusskola,66.50%
MAT12,Rīgas Kristīgā vidusskola,47.60%
LAT12,Rīgas Kristīgā vidusskola,55.10%
ANG12,Rīgas Kultūru vidusskola,75.50%
MAT12,Rīgas Kultūru vidusskola,60.30%
LAT12,Rīgas Kultūru vidusskola,69.20%
ANG12,Rīgas Lietuviešu vidusskola,61.60%
MAT12,Rīgas Lietuviešu vidusskola,60.10%
LAT12,Rīgas Lietuviešu vidusskola,53.90%
ANG12,Rīgas Mūzikas internātvidusskola,44.60%
MAT12,Rīgas Mūzikas internātvidusskola,31.70%
LAT12,Rīgas Mūzikas internātvidusskola,51.50%
ANG12,Rīgas Natālijas Draudziņas vidusskola ,62.20%
MAT12,Rīgas Natālijas Draudziņas vidusskola ,54.00%
LAT12,Rīgas Natālijas Draudziņas vidusskola ,65.40%
ANG12,Rīgas Ostvalda vidusskola,55.20%
MAT12,Rīgas Ostvalda vidusskola,51.60%
LAT12,Rīgas Ostvalda vidusskola,45.20%
ANG12,Rīgas Pārdaugavas profesionālā vidusskola,35.60%
MAT12,Rīgas Pārdaugavas profesionālā vidusskola,17.60%
LAT12,Rīgas Pārdaugavas profesionālā vidusskola,40.80%
ANG12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),40.70%
MAT12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),21.50%
LAT12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),30.90%
ANG12,Rīgas pilsētas Pļavnieku ģimnāzija,63.40%
MAT12,Rīgas pilsētas Pļavnieku ģimnāzija,43.90%
LAT12,Rīgas pilsētas Pļavnieku ģimnāzija,61.60%
ANG12,Rīgas Purvciema vidusskola,66.60%
MAT12,Rīgas Purvciema vidusskola,69.70%
LAT12,Rīgas Purvciema vidusskola,51.20%
ANG12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,54.40%
MAT12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,25.10%
LAT12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,47.30%
ANG12,Rīgas Rīnūžu vidusskola,64.60%
MAT12,Rīgas Rīnūžu vidusskola,50.90%
LAT12,Rīgas Rīnūžu vidusskola,45.60%
ANG12,Rīgas Sergeja Žoltoka vidusskola,41.90%
MAT12,Rīgas Sergeja Žoltoka vidusskola,28.80%
LAT12,Rīgas Sergeja Žoltoka vidusskola,32.10%
ANG12,Rīgas Sergeja Žoltoka vidusskola (š.cietums),37.70%
MAT12,Rīgas Sergeja Žoltoka vidusskola (š.cietums),48.80%
LAT12,Rīgas Sergeja Žoltoka vidusskola (š.cietums),50.40%
ANG12,Rīgas Stila un modes profesionālā vidusskola,37.20%
MAT12,Rīgas Stila un modes profesionālā vidusskola,20.50%
LAT12,Rīgas Stila un modes profesionālā vidusskola,52.10%
ANG12,Rīgas Šampētera vidusskola,49.10%
MAT12,Rīgas Šampētera vidusskola,23.70%
LAT12,Rīgas Šampētera vidusskola,47.00%
ANG12,Rīgas Tālmācības vidusskola,54.60%
MAT12,Rīgas Tālmācības vidusskola,31.50%
LAT12,Rīgas Tālmācības vidusskola,46.90%
ANG12,Rīgas Tehniskā koledža,46.70%
MAT12,Rīgas Tehniskā koledža,27.50%
LAT12,Rīgas Tehniskā koledža,42.50%
ANG12,Rīgas Teikas vidusskola,65.50%
MAT12,Rīgas Teikas vidusskola,59.80%
LAT12,Rīgas Teikas vidusskola,69.10%
ANG12,Rīgas Tirdzniecības tehnikums,48.50%
MAT12,Rīgas Tirdzniecības tehnikums,25.80%
LAT12,Rīgas Tirdzniecības tehnikums,53.10%
ANG12,Rīgas Ukraiņu vidusskola,65.80%
MAT12,Rīgas Ukraiņu vidusskola,57.30%
LAT12,Rīgas Ukraiņu vidusskola,41.50%
ANG12,Rīgas Universālā vidusskola,53.00%
MAT12,Rīgas Universālā vidusskola,49.10%
LAT12,Rīgas Universālā vidusskola,37.70%
ANG12,Rīgas Uzņēmējdarbības koledža,42.00%
MAT12,Rīgas Uzņēmējdarbības koledža,17.40%
LAT12,Rīgas Uzņēmējdarbības koledža,40.90%
ANG12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,45.50%
MAT12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,27.20%
LAT12,Rīgas Uzņēmējdarbības tehniskā skola Kuldīgas filiāle,29.40%
ANG12,Rīgas Uzņēmējdarbības tehniskā vidusskola,50.20%
MAT12,Rīgas Uzņēmējdarbības tehniskā vidusskola,26.40%
LAT12,Rīgas Uzņēmējdarbības tehniskā vidusskola,28.20%
ANG12,Rīgas vakara ģimnāzija,41.90%
MAT12,Rīgas vakara ģimnāzija,24.00%
LAT12,Rīgas vakara ģimnāzija,42.40%
ANG12,Rīgas Valsts 1. ģimnāzija,85.80%
MAT12,Rīgas Valsts 1. ģimnāzija,89.40%
LAT12,Rīgas Valsts 1. ģimnāzija,76.10%
ANG12,Rīgas Valsts 2.ģimnāzija,77.20%
MAT12,Rīgas Valsts 2.ģimnāzija,66.00%
LAT12,Rīgas Valsts 2.ģimnāzija,70.50%
ANG12,Rīgas Valsts 3. ģimnāzija,71.00%
MAT12,Rīgas Valsts 3. ģimnāzija,73.60%
LAT12,Rīgas Valsts 3. ģimnāzija,69.10%
ANG12,Rīgas Valsts vācu ģimnāzija,71.50%
MAT12,Rīgas Valsts vācu ģimnāzija,55.10%
LAT12,Rīgas Valsts vācu ģimnāzija,69.30%
ANG12,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",72.90%
MAT12,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",64.00%
LAT12,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",36.30%
ANG12,Rīgas Zolitūdes ģimnāzija,66.20%
MAT12,Rīgas Zolitūdes ģimnāzija,59.40%
LAT12,Rīgas Zolitūdes ģimnāzija,46.50%
ANG12,Rojas vidusskola,45.10%
MAT12,Rojas vidusskola,38.30%
LAT12,Rojas vidusskola,58.90%
ANG12,Ropažu vidusskola,49.70%
MAT12,Ropažu vidusskola,36.80%
LAT12,Ropažu vidusskola,54.80%
ANG12,"RSEBAAs Profesionālā Vidusskola ""VICTORIA""",50.80%
MAT12,"RSEBAAs Profesionālā Vidusskola ""VICTORIA""",36.90%
LAT12,"RSEBAAs Profesionālā Vidusskola ""VICTORIA""",35.90%
ANG12,Rudzātu vidusskola,40.80%
MAT12,Rudzātu vidusskola,55.20%
LAT12,Rudzātu vidusskola,51.00%
ANG12,Rugāju novada vidusskola,58.80%
MAT12,Rugāju novada vidusskola,62.40%
LAT12,Rugāju novada vidusskola,67.30%
ANG12,Rūjienas vidusskola,56.30%
MAT12,Rūjienas vidusskola,40.70%
LAT12,Rūjienas vidusskola,61.70%
ANG12,Sabiles vidusskola,48.90%
MAT12,Sabiles vidusskola,27.30%
LAT12,Sabiles vidusskola,47.20%
ANG12,Salacgrīvas vidusskola,58.30%
MAT12,Salacgrīvas vidusskola,42.00%
LAT12,Salacgrīvas vidusskola,65.20%
ANG12,Salas vidusskola,55.20%
MAT12,Salas vidusskola,49.80%
LAT12,Salas vidusskola,62.00%
ANG12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",67.50%
MAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",44.50%
LAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",64.10%
ANG12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",51.90%
MAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",29.20%
LAT12,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",35.60%
ANG12,Saldus 2. vidusskola,55.50%
MAT12,Saldus 2. vidusskola,44.30%
LAT12,Saldus 2. vidusskola,58.00%
ANG12,Saldus ģimnāzija,55.40%
MAT12,Saldus ģimnāzija,47.90%
LAT12,Saldus ģimnāzija,61.00%
ANG12,Saldus novada pašvaldības Druvas vidusskola,64.00%
MAT12,Saldus novada pašvaldības Druvas vidusskola,54.80%
LAT12,Saldus novada pašvaldības Druvas vidusskola,67.90%
ANG12,Saldus novada pašvaldības Ezeres vidusskola,31.90%
MAT12,Saldus novada pašvaldības Ezeres vidusskola,22.60%
LAT12,Saldus novada pašvaldības Ezeres vidusskola,45.60%
ANG12,Saldus novada pašvaldības Kalnu vidusskola,50.20%
MAT12,Saldus novada pašvaldības Kalnu vidusskola,41.20%
LAT12,Saldus novada pašvaldības Kalnu vidusskola,51.30%
ANG12,Saldus Profesionālā vidusskola,35.20%
MAT12,Saldus Profesionālā vidusskola,25.10%
LAT12,Saldus Profesionālā vidusskola,43.00%
ANG12,Saldus Vakara vidusskola,34.10%
MAT12,Saldus Vakara vidusskola,22.00%
LAT12,Saldus Vakara vidusskola,42.60%
ANG12,Salienas vidusskola,35.60%
MAT12,Salienas vidusskola,58.10%
LAT12,Salienas vidusskola,44.20%
ANG12,Saulaines Profesionālā vidusskola,28.70%
MAT12,Saulaines Profesionālā vidusskola,14.50%
LAT12,Saulaines Profesionālā vidusskola,39.30%
ANG12,Saulkrastu vidusskola,70.30%
MAT12,Saulkrastu vidusskola,46.90%
LAT12,Saulkrastu vidusskola,62.70%
ANG12,Siguldas novada vidusskola,52.40%
MAT12,Siguldas novada vidusskola,23.30%
LAT12,Siguldas novada vidusskola,56.50%
ANG12,Siguldas pilsētas vidusskola,51.30%
MAT12,Siguldas pilsētas vidusskola,41.30%
LAT12,Siguldas pilsētas vidusskola,53.70%
ANG12,Siguldas Valsts ģimnāzija,68.40%
MAT12,Siguldas Valsts ģimnāzija,65.40%
LAT12,Siguldas Valsts ģimnāzija,75.30%
ANG12,Skaistkalnes vidusskola,49.10%
MAT12,Skaistkalnes vidusskola,58.20%
LAT12,Skaistkalnes vidusskola,48.30%
ANG12,Skrundas vidusskola,51.30%
MAT12,Skrundas vidusskola,55.20%
LAT12,Skrundas vidusskola,70.10%
ANG12,Smiltenes Centra vidusskola,56.90%
MAT12,Smiltenes Centra vidusskola,55.00%
LAT12,Smiltenes Centra vidusskola,63.40%
ANG12,Smiltenes ģimnāzija,55.60%
MAT12,Smiltenes ģimnāzija,49.40%
LAT12,Smiltenes ģimnāzija,59.10%
ANG12,Smiltenes Valsts tehnikums-profesionālā vidusskola,33.90%
MAT12,Smiltenes Valsts tehnikums-profesionālā vidusskola,22.50%
LAT12,Smiltenes Valsts tehnikums-profesionālā vidusskola,39.60%
ANG12,Staiceles vidusskola,51.50%
MAT12,Staiceles vidusskola,24.20%
LAT12,Staiceles vidusskola,55.30%
ANG12,Stalbes vidusskola,37.20%
MAT12,Stalbes vidusskola,27.70%
LAT12,Stalbes vidusskola,51.90%
ANG12,Staļģenes vidusskola,42.50%
MAT12,Staļģenes vidusskola,19.00%
LAT12,Staļģenes vidusskola,40.80%
ANG12,Starptautiskā komerciālā profesionālās un vispārējās izglītības vidusskola,41.40%
MAT12,Starptautiskā komerciālā profesionālās un vispārējās izglītības vidusskola,19.20%
LAT12,Starptautiskā komerciālā profesionālās un vispārējās izglītības vidusskola,40.20%
ANG12,Strenču novada vidusskola,34.10%
MAT12,Strenču novada vidusskola,25.50%
LAT12,Strenču novada vidusskola,49.80%
ANG12,Suntažu vidusskola,62.80%
MAT12,Suntažu vidusskola,55.40%
LAT12,Suntažu vidusskola,62.20%
ANG12,Sventes vidusskola,39.40%
MAT12,Sventes vidusskola,49.80%
LAT12,Sventes vidusskola,37.10%
ANG12,Š. Dubnova Rīgas Ebreju vidusskola,74.40%
MAT12,Š. Dubnova Rīgas Ebreju vidusskola,71.50%
LAT12,Š. Dubnova Rīgas Ebreju vidusskola,48.80%
ANG12,Špoģu vidusskola,67.90%
MAT12,Špoģu vidusskola,69.20%
LAT12,Špoģu vidusskola,65.20%
ANG12,"Tālmācības vidusskola ""Rīgas Komercskola""",61.00%
MAT12,"Tālmācības vidusskola ""Rīgas Komercskola""",28.90%
LAT12,"Tālmācības vidusskola ""Rīgas Komercskola""",49.80%
ANG12,Talsu 2. vidusskola,55.80%
MAT12,Talsu 2. vidusskola,42.20%
LAT12,Talsu 2. vidusskola,58.60%
ANG12,Talsu Kristīgā vidusskola,69.60%
MAT12,Talsu Kristīgā vidusskola,64.70%
LAT12,Talsu Kristīgā vidusskola,69.20%
ANG12,Talsu novada Vakara un neklātienes vidusskola,38.00%
MAT12,Talsu novada Vakara un neklātienes vidusskola,20.50%
LAT12,Talsu novada Vakara un neklātienes vidusskola,46.40%
ANG12,Talsu Valsts ģimnāzija,64.50%
MAT12,Talsu Valsts ģimnāzija,62.20%
LAT12,Talsu Valsts ģimnāzija,69.20%
ANG12,Taurupes vidusskola,45.80%
MAT12,Taurupes vidusskola,24.40%
LAT12,Taurupes vidusskola,47.20%
ANG12,Tilžas vidusskola,59.10%
MAT12,Tilžas vidusskola,72.20%
LAT12,Tilžas vidusskola,70.00%
ANG12,Tiskādu vidusskola,38.10%
MAT12,Tiskādu vidusskola,34.10%
LAT12,Tiskādu vidusskola,29.50%
ANG12,Tukuma 2. vidusskola,51.80%
MAT12,Tukuma 2. vidusskola,42.40%
LAT12,Tukuma 2. vidusskola,59.70%
ANG12,Tukuma Raiņa ģimnāzija,61.70%
MAT12,Tukuma Raiņa ģimnāzija,51.80%
LAT12,Tukuma Raiņa ģimnāzija,63.40%
ANG12,Tukuma Vakara un neklātienes vidusskola,39.00%
MAT12,Tukuma Vakara un neklātienes vidusskola,21.40%
LAT12,Tukuma Vakara un neklātienes vidusskola,48.80%
ANG12,Tumes vidusskola,51.60%
MAT12,Tumes vidusskola,34.20%
LAT12,Tumes vidusskola,46.40%
ANG12,Ugāles vidusskola,54.60%
MAT12,Ugāles vidusskola,59.40%
LAT12,Ugāles vidusskola,58.30%
ANG12,Ulbrokas vidusskola,64.70%
MAT12,Ulbrokas vidusskola,32.00%
LAT12,Ulbrokas vidusskola,56.40%
ANG12,Uzvaras vidusskola,40.60%
MAT12,Uzvaras vidusskola,41.50%
LAT12,Uzvaras vidusskola,49.90%
ANG12,V. Plūdoņa Kuldīgas ģimnāzija,51.30%
MAT12,V. Plūdoņa Kuldīgas ģimnāzija,34.50%
LAT12,V. Plūdoņa Kuldīgas ģimnāzija,57.90%
ANG12,Vaboles vidusskola,50.90%
MAT12,Vaboles vidusskola,60.00%
LAT12,Vaboles vidusskola,61.70%
ANG12,Vaiņodes vidusskola,59.90%
MAT12,Vaiņodes vidusskola,44.00%
LAT12,Vaiņodes vidusskola,56.40%
ANG12,Valdemārpils vidusskola,40.90%
MAT12,Valdemārpils vidusskola,28.80%
LAT12,Valdemārpils vidusskola,47.70%
ANG12,Valkas ģimnāzija,59.80%
MAT12,Valkas ģimnāzija,49.20%
LAT12,Valkas ģimnāzija,57.00%
ANG12,Valmieras 2. vidusskola,47.70%
MAT12,Valmieras 2. vidusskola,42.60%
LAT12,Valmieras 2. vidusskola,47.60%
ANG12,Valmieras 2.vidusskolas filiāle,48.70%
MAT12,Valmieras 2.vidusskolas filiāle,24.50%
LAT12,Valmieras 2.vidusskolas filiāle,49.40%
ANG12,Valmieras 5. vidusskola,47.10%
MAT12,Valmieras 5. vidusskola,45.60%
LAT12,Valmieras 5. vidusskola,49.90%
ANG12,Valmieras Mākslas vidusskola,59.10%
LAT12,Valmieras Mākslas vidusskola,63.30%
ANG12,Valmieras Pārgaujas ģimnāzija,60.90%
MAT12,Valmieras Pārgaujas ģimnāzija,59.10%
LAT12,Valmieras Pārgaujas ģimnāzija,66.50%
ANG12,Valmieras Profesionālā vidusskola,35.90%
MAT12,Valmieras Profesionālā vidusskola,19.30%
LAT12,Valmieras Profesionālā vidusskola,49.00%
ANG12,Valmieras Valsts ģimnāzija,69.60%
MAT12,Valmieras Valsts ģimnāzija,61.20%
LAT12,Valmieras Valsts ģimnāzija,69.70%
ANG12,Valmieras Viestura vidusskola,60.20%
MAT12,Valmieras Viestura vidusskola,44.40%
LAT12,Valmieras Viestura vidusskola,57.70%
ANG12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",37.10%
MAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",22.60%
LAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",43.00%
ANG12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola"" ",37.80%
MAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola"" ",17.90%
LAT12,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola"" ",47.40%
ANG12,VANG12ažu vidusskola,51.40%
MAT12,VANG12ažu vidusskola,41.10%
LAT12,VANG12ažu vidusskola,51.70%
ANG12,Varakļānu vidusskola,57.20%
MAT12,Varakļānu vidusskola,60.30%
LAT12,Varakļānu vidusskola,67.30%
ANG12,Vārkavas vidusskola,54.70%
MAT12,Vārkavas vidusskola,55.20%
LAT12,Vārkavas vidusskola,50.80%
ANG12,Vecbebru Profesionālā vidusskola,28.40%
MAT12,Vecbebru Profesionālā vidusskola,10.80%
LAT12,Vecbebru Profesionālā vidusskola,36.30%
ANG12,Vecpiebalgas vidusskola,45.60%
MAT12,Vecpiebalgas vidusskola,40.90%
LAT12,Vecpiebalgas vidusskola,57.10%
ANG12,Vecumnieku novada Domes Valles vidusskola,45.80%
MAT12,Vecumnieku novada Domes Valles vidusskola,28.40%
LAT12,Vecumnieku novada Domes Valles vidusskola,54.90%
ANG12,Vecumnieku vidusskola,57.20%
MAT12,Vecumnieku vidusskola,57.20%
LAT12,Vecumnieku vidusskola,49.70%
ANG12,Ventspils 1. ģimnāzija,65.60%
MAT12,Ventspils 1. ģimnāzija,55.70%
LAT12,Ventspils 1. ģimnāzija,63.40%
ANG12,Ventspils 2. vidusskola,55.80%
MAT12,Ventspils 2. vidusskola,59.70%
LAT12,Ventspils 2. vidusskola,41.10%
ANG12,Ventspils 3. vidusskola,53.40%
MAT12,Ventspils 3. vidusskola,50.60%
LAT12,Ventspils 3. vidusskola,31.70%
ANG12,Ventspils 4. vidusskola,63.10%
MAT12,Ventspils 4. vidusskola,68.30%
LAT12,Ventspils 4. vidusskola,64.70%
ANG12,Ventspils 5. vidusskola,55.20%
MAT12,Ventspils 5. vidusskola,45.60%
LAT12,Ventspils 5. vidusskola,53.60%
ANG12,Ventspils 6. vidusskola,53.50%
MAT12,Ventspils 6. vidusskola,42.80%
LAT12,Ventspils 6. vidusskola,52.30%
ANG12,Ventspils Mūzikas vidusskola,49.90%
MAT12,Ventspils Mūzikas vidusskola,28.50%
LAT12,Ventspils Mūzikas vidusskola,61.30%
ANG12,Ventspils vakara vidusskola,48.60%
MAT12,Ventspils vakara vidusskola,24.60%
LAT12,Ventspils vakara vidusskola,40.80%
ANG12,Vidzemes Augstskola,74.20%
MAT12,Vidzemes Augstskola,27.80%
LAT12,Vidzemes Augstskola,71.10%
ANG12,Viesītes vidusskola,53.60%
MAT12,Viesītes vidusskola,61.70%
LAT12,Viesītes vidusskola,59.60%
ANG12,Viļakas Valsts ģimnāzija,61.40%
MAT12,Viļakas Valsts ģimnāzija,41.30%
LAT12,Viļakas Valsts ģimnāzija,67.00%
ANG12,Viļānu 41. arodvidusskola,27.00%
MAT12,Viļānu 41. arodvidusskola,20.30%
LAT12,Viļānu 41. arodvidusskola,32.90%
ANG12,Viļānu vidusskola,54.40%
MAT12,Viļānu vidusskola,41.90%
LAT12,Viļānu vidusskola,53.00%
ANG12,Vircavas vidusskola,46.50%
MAT12,Vircavas vidusskola,31.20%
LAT12,Vircavas vidusskola,48.00%
ANG12,Višķu Profesionālā vidusskola,30.00%
MAT12,Višķu Profesionālā vidusskola,30.00%
LAT12,Višķu Profesionālā vidusskola,33.60%
ANG12,Zaļenieku arodvidusskola,27.00%
MAT12,Zaļenieku arodvidusskola,17.10%
LAT12,Zaļenieku arodvidusskola,33.70%
ANG12,Zasas vidusskola,56.10%
MAT12,Zasas vidusskola,66.80%
LAT12,Zasas vidusskola,63.20%
LAT12,Zemgales vidusskola (Daugavpils nov.),40.10%
MAT12,Zemgales vidusskola (Daugavpils nov.),59.40%
ANG12,Zemgales vidusskola (Daugavpils nov.),35.00%
LAT12,Zemgales vidusskola (Tukuma nov.),52.60%
MAT12,Zemgales vidusskola (Tukuma nov.),45.90%
ANG12,Zemgales vidusskola (Tukuma nov.),52.80%
ANG12,"Ziemeļkurzemes Profesionālās izglītības kompetences centrs ""Ventspils Profesionālā vidusskola""",35.20%
MAT12,"Ziemeļkurzemes Profesionālās izglītības kompetences centrs ""Ventspils Profesionālā vidusskola""",15.40%
LAT12,"Ziemeļkurzemes Profesionālās izglītības kompetences centrs ""Ventspils Profesionālā vidusskola""",36.00%
ANG12,Ziemeļvalstu ģimnāzija,68.20%
MAT12,Ziemeļvalstu ģimnāzija,48.60%
LAT12,Ziemeļvalstu ģimnāzija,65.30%
ANG12,Zilupes vidusskola,59.90%
MAT12,Zilupes vidusskola,74.40%
LAT12,Zilupes vidusskola,45.40%
ANG12,Zvejniekciema vidusskola,56.40%
MAT12,Zvejniekciema vidusskola,42.30%
LAT12,Zvejniekciema vidusskola,65.60%
