Novads,Skola,Kopvērtējums,Priekšmets
Cēsu novads,Cēsu 2. pamatskola,63.38%,LAT9
Cēsu novads,Cēsu pilsētas pamatskola,59.11%,LAT9
Cēsu novads,Cēsu 2. vidusskola,62.83%,LAT9
Cēsu novads,Cēsu 2. vakara (maiņu) vidusskola,70.00%,LAT9
Cēsu novads,Cēsu Valsts ģimnāzija,78.10%,LAT9
Cēsu novads,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,72.00%,LAT9
Cēsu novads,Cēsu internātpamatskola - rehabilitācijas centrs,76.13%,LAT9
Cēsu novads,Līvu pamatskola,59.38%,LAT9
Ciblas novads,Cirmas pamatskola,53.00%,LAT9
Ciblas novads,Pušmucovas pamatskola,57.63%,LAT9
Ciblas novads,Ciblas vidusskola,64.62%,LAT9
Dagdas novads,Dagdas vidusskola,72.61%,LAT9
Dagdas novads,Andrupenes pamatskola,70.56%,LAT9
Dagdas novads,Andzeļu pamatskola,66.00%,LAT9
Dagdas novads,Asūnes pamatskola,63.30%,LAT9
Dagdas novads,Šķaunes pamatskola,65.40%,LAT9
Dagdas novads,Ezernieku vidusskola,66.77%,LAT9
Daugavpils novads,Naujenes pamatskola,65.81%,LAT9
Daugavpils novads,Kalupes pamatskola,67.38%,LAT9
Daugavpils novads,Špoģu vidusskola,70.69%,LAT9
Daugavpils novads,Vaboles vidusskola,68.50%,LAT9
Daugavpils novads,Sventes vidusskola,62.00%,LAT9
Daugavpils pilsēta,Daugavpils Vienības pamatskola,53.80%,LAT9
Daugavpils pilsēta,Daugavpils Saskaņas pamatskola,76.81%,LAT9
Daugavpils pilsēta,Daugavpils 12. vidusskola,63.60%,LAT9
Daugavpils pilsēta,Daugavpils 3. vidusskola,64.79%,LAT9
Daugavpils pilsēta,Daugavpils Valsts ģimnāzija,79.58%,LAT9
Daugavpils pilsēta,Daugavpils Mūzikas vidusskola,71.00%,LAT9
Daugavpils pilsēta,Daugavpils logopēdiskā internātpamatskola - attīstības centrs,66.50%,LAT9
Dobeles novads,Dobeles Kristīgā pamatskola,54.69%,LAT9
Dobeles novads,Dobeles 1. vidusskola,55.82%,LAT9
Dobeles novads,Dobeles 2. vidusskola,52.38%,LAT9
Dobeles novads,Dobeles Valsts ģimnāzija,69.27%,LAT9
Dobeles novads,Bikstu pamatskola,65.00%,LAT9
Dobeles novads,Gardenes pamatskola,54.27%,LAT9
Dobeles novads,Krimūnu pamatskola,56.00%,LAT9
Dobeles novads,Mežinieku pamatskola,53.78%,LAT9
Dobeles novads,Naudītes pamatskola,56.31%,LAT9
Dobeles novads,Annenieku pamatskola,57.60%,LAT9
Dobeles novads,Lejasstrazdu pamatskola,44.00%,LAT9
Dundagas novads,Kolkas pamatskola,68.89%,LAT9
Dundagas novads,Dundagas vidusskola,58.28%,LAT9
Durbes novads,Ata Kronvalda Durbes vidusskola,72.74%,LAT9
Durbes novads,A. Spāģa Dunalkas pamatskola,64.00%,LAT9
Durbes novads,Rāvas pamatskola,72.86%,LAT9
Engures novads,Lapmežciema pamatskola,52.64%,LAT9
Engures novads,Smārdes pamatskola,62.36%,LAT9
Engures novads,Engures vidusskola,66.91%,LAT9
Ērgļu novads,Jāņa Zālīša Sausnējas pamatskola,55.25%,LAT9
Ērgļu novads,Ērgļu vidusskola,66.74%,LAT9
Garkalnes novads,Garkalnes vidusskola,55.94%,LAT9
Garkalnes novads,Berģu Mūzikas un mākslas pamatskola,65.71%,LAT9
Grobiņas novads,Grobiņas vidusskola,65.28%,LAT9
Grobiņas novads,Bārtas pamatskola,58.64%,LAT9
Grobiņas novads,Gaviezes pamatskola,73.22%,LAT9
Grobiņas novads,Kapsēdes pamatskola,74.73%,LAT9
Gulbenes novads,Gulbenes 2. vidusskola,61.23%,LAT9
Gulbenes novads,Gulbenes vidusskola,61.83%,LAT9
Gulbenes novads,Gulbenes Vakara (maiņu) vidusskola,43.00%,LAT9
Gulbenes novads,Gulbenes novada valsts ģimnāzija,70.00%,LAT9
Gulbenes novads,Daukstes pamatskola,65.43%,LAT9
Gulbenes novads,Druvienas pamatskola,59.63%,LAT9
Gulbenes novads,Galgauskas pamatskola,55.67%,LAT9
Gulbenes novads,K. Valdemāra pamatskola,70.00%,LAT9
Gulbenes novads,Litenes pamatskola,66.13%,LAT9
Gulbenes novads,Ozolkalna pamatskola,45.89%,LAT9
Gulbenes novads,Rankas pamatskola,54.11%,LAT9
Gulbenes novads,Stāķu pamatskola,56.71%,LAT9
Gulbenes novads,Stāmerienas pamatskola,59.00%,LAT9
Gulbenes novads,Tirzas pamatskola,54.45%,LAT9
Gulbenes novads,Gulbīša vidusskola,59.63%,LAT9
Gulbenes novads,Lejasciema vidusskola,70.69%,LAT9
Gulbenes novads,Lizuma vidusskola,62.94%,LAT9
Gulbenes novads,Rankas arodvidusskola,50.14%,LAT9
Iecavas novads,Dzimtmisas pamatskola,62.12%,LAT9
Iecavas novads,Iecavas vidusskola,64.97%,LAT9
Iecavas novads,Iecavas internātpamatskola,56.13%,LAT9
Ikšķiles novads,Ikšķiles vidusskola,61.72%,LAT9
Ikšķiles novads,Tīnūžu pamatskola,68.73%,LAT9
Ilūkstes novads,Subates pamatskola,56.33%,LAT9
Ilūkstes novads,Ilūkstes 1. vidusskola,74.05%,LAT9
Ilūkstes novads,Eglaines pamatskola (Ilūkstes),59.00%,LAT9
Ilūkstes novads,Bebrenes vidusskola,74.25%,LAT9
Inčukalna novads,Vangažu vidusskola,59.91%,LAT9
Inčukalna novads,Inčukalna pamatskola,60.89%,LAT9
Jaunjelgavas novads,Jaunjelgavas vidusskola,70.63%,LAT9
Jaunjelgavas novads,Daudzeses pamatskola,71.00%,LAT9
Jaunjelgavas novads,Seces pagasta pamatskola,66.71%,LAT9
Jaunjelgavas novads,Sunākstes pamatskola,58.50%,LAT9
Jaunpiebalgas novads,Piebalgas pamatskola,47.36%,LAT9
Jaunpiebalgas novads,Jaunpiebalgas vidusskola,60.62%,LAT9
Jaunpils novads,Jaunpils vidusskola,56.05%,LAT9
Jelgavas novads,Kalnciema pagasta vidusskola,65.36%,LAT9
Jelgavas novads,Aizupes pamatskola,63.82%,LAT9
Jelgavas novads,Sesavas pamatskola,57.07%,LAT9
Jelgavas novads,Svētes pamatskola,62.38%,LAT9
Jelgavas novads,Šķibes pamatskola,54.11%,LAT9
Jelgavas novads,Vilces pamatskola,55.00%,LAT9
Jelgavas novads,Zaļenieku pamatskola,60.09%,LAT9
Jelgavas novads,Elejas vidusskola,55.68%,LAT9
Jelgavas novads,Kalnciema vidusskola,61.31%,LAT9
Jelgavas novads,Līvbērzes vidusskola,60.38%,LAT9
Jelgavas novads,Platones pamatskola,56.60%,LAT9
Jelgavas novads,Staļģenes vidusskola,53.09%,LAT9
Jelgavas novads,Vircavas vidusskola,62.13%,LAT9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts,37.33%,LAT9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts,46.00%,LAT9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Zaļenieku konsult. punkts,46.80%,LAT9
Jelgavas pilsēta,Jelgavas 4. vidusskola,55.99%,LAT9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola,46.82%,LAT9
Jelgavas pilsēta,Jelgavas 1. ģimnāzija,59.69%,LAT9
Jelgavas pilsēta,Jelgavas Spīdolas ģimnāzija,68.44%,LAT9
Jelgavas pilsēta,Jelgavas Valsts ģimnāzija,68.62%,LAT9
Jelgavas pilsēta,Jelgavas 1.speciālā internātpamatskola,56.33%,LAT9
Jēkabpils novads,Ābeļu pamatskola,62.78%,LAT9
Jēkabpils novads,Bērzgala pamatskola,69.14%,LAT9
Jēkabpils novads,Dignājas pamatskola,59.45%,LAT9
Jēkabpils novads,Dunavas pamatskola,56.30%,LAT9
Jēkabpils novads,Rubenes pamatskola,57.23%,LAT9
Jēkabpils novads,Zasas vidusskola,71.15%,LAT9
Jēkabpils pilsēta,Krustpils pamatskola,65.90%,LAT9
Jēkabpils pilsēta,Jēkabpils 3. vidusskola,69.89%,LAT9
Jēkabpils pilsēta,Jēkabpils vakara vidusskola,60.10%,LAT9
Jēkabpils pilsēta,Jēkabpils Valsts ģimnāzija,73.74%,LAT9
Jūrmalas pilsēta,Majoru pamatskola,63.75%,LAT9
Jūrmalas pilsēta,Slokas pamatskola,59.61%,LAT9
Jūrmalas pilsēta,Vaivaru pamatskola,54.25%,LAT9
Jūrmalas pilsēta,Ķemeru vidusskola,53.08%,LAT9
Jūrmalas pilsēta,Pumpuru vidusskola,64.72%,LAT9
Jūrmalas pilsēta,Jūrmalas pilsētas Lielupes vidusskola,75.27%,LAT9
Jūrmalas pilsēta,Jūrmalas vakara vidusskola,52.00%,LAT9
Jūrmalas pilsēta,Murjāņu sporta ģimnāzija Jūrmalas filiāle,58.38%,LAT9
Jūrmalas pilsēta,Jūrmalas Valsts ģimnāzija,68.05%,LAT9
Kandavas novads,Kandavas Kārļa Mīlenbaha vidusskola,62.53%,LAT9
Kandavas novads,Kandavas internātvidusskola,60.92%,LAT9
Kandavas novads,Cēres pamatskola,67.41%,LAT9
Kandavas novads,Kandavas novada Zantes pamatskola,61.14%,LAT9
Kandavas novads,Vānes pamatskola,72.25%,LAT9
Kandavas novads,Zemītes pamatskola,57.87%,LAT9
Kārsavas novads,Kārsavas vidusskola,66.10%,LAT9
Kārsavas novads,Salnavas pamatskola,65.50%,LAT9
Kokneses novads,Bebru pamatskola,66.42%,LAT9
Kokneses novads,Pērses pamatskola,63.50%,LAT9
Kokneses novads,Ilmāra Gaiša Kokneses vidusskola,68.61%,LAT9
Kokneses novads,Bebru vispārizglītojošā internātpamatskola,48.00%,LAT9
Krāslavas novads,Krāslavas pamatskola,59.26%,LAT9
Krāslavas novads,Krāslavas Valsts ģimnāzija,63.76%,LAT9
Krāslavas novads,Aulejas pamatskola,68.67%,LAT9
Krāslavas novads,Izvaltas pamatskola,47.71%,LAT9
Krāslavas novads,Skaistas pamatskola,71.00%,LAT9
Krāslavas novads,Robežnieku pamatskola,45.78%,LAT9
Krāslavas novads,Indras vidusskola,58.86%,LAT9
Krimuldas novads,Garlība Merķeļa Lēdurgas pamatskola,63.07%,LAT9
Krimuldas novads,Turaidas pamatskola,52.90%,LAT9
Krimuldas novads,Krimuldas vidusskola,64.73%,LAT9
Krustpils novads,Liepenes pamatskola,59.29%,LAT9
Krustpils novads,Sūnu pamatskola,61.71%,LAT9
Krustpils novads,Mežāres pamatskola,65.25%,LAT9
Krustpils novads,Vīpes pamatskola,58.89%,LAT9
Krustpils novads,Brāļu Skrindu Atašienes vidusskola,77.00%,LAT9
Kuldīgas novads,Kuldīgas pamatskola,64.47%,LAT9
Kuldīgas novads,Kuldīgas 2. vidusskola,56.82%,LAT9
Kuldīgas novads,Kuldīgas Centra vidusskola,61.96%,LAT9
Kuldīgas novads,Kuldīgas Mākslas un humanitāro zinību vidusskola,71.40%,LAT9
Kuldīgas novads,V. Plūdoņa Kuldīgas ģimnāzija,63.82%,LAT9
Kuldīgas novads,Ēdoles pamatskola,63.70%,LAT9
Kuldīgas novads,Laidu pamatskola,51.08%,LAT9
Kuldīgas novads,Turlavas pamatskola,55.88%,LAT9
Kuldīgas novads,Vārmes pamatskola,65.91%,LAT9
Kuldīgas novads,Vilgāles pamatskola,55.94%,LAT9
Kuldīgas novads,Z.A. Meierovica Kabiles pamatskola,57.00%,LAT9
Ķeguma novads,Ķeguma komercnovirziena vidusskola,64.61%,LAT9
Ķeguma novads,Birzgales pamatskola,62.54%,LAT9
Ķekavas novads,Baložu vidusskola,60.80%,LAT9
Ķekavas novads,Ķekavas vidusskola,71.00%,LAT9
Lielvārdes novads,Lielvārdes pamatskola,62.39%,LAT9
Lielvārdes novads,Edgara Kauliņa Lielvārdes vidusskola,67.05%,LAT9
Lielvārdes novads,Kaibalas pamatskola,74.67%,LAT9
Lielvārdes novads,Lēdmanes pamatskola,62.70%,LAT9
Lielvārdes novads,Jumpravas vidusskola,63.09%,LAT9
Liepājas pilsēta,Liepājas Katoļu pamatskola,65.43%,LAT9
Liepājas pilsēta,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,68.16%,LAT9
Liepājas pilsēta,J. Čakstes Liepājas pilsētas 10. vidusskola,63.18%,LAT9
Liepājas pilsēta,Liepājas 15. vidusskola,62.53%,LAT9
Liepājas pilsēta,Liepājas Raiņa 6. vidusskola,67.13%,LAT9
Liepājas pilsēta,Liepājas 8. vidusskola,60.38%,LAT9
Liepājas pilsēta,Liepājas vakara (maiņu) vidusskola,57.21%,LAT9
Liepājas pilsēta,Liepājas Valsts 1. ģimnāzija,69.86%,LAT9
Liepājas pilsēta,Liepājas Valsts tehnikums,50.24%,LAT9
Liepājas pilsēta,Liepājas internātpamatskola,52.30%,LAT9
Līgatnes novads,Līgatnes novada vidusskola,51.37%,LAT9
Līvānu novads,Līvānu 1. vidusskola,73.60%,LAT9
Līvānu novads,Līvānu novada Vakara (maiņu) vidusskola,59.00%,LAT9
Līvānu novads,Jaunsilavas pamatskola,72.71%,LAT9
Līvānu novads,Jersikas pamatskola,56.17%,LAT9
Līvānu novads,Rožupes pamatskola,63.93%,LAT9
Līvānu novads,Sutru pamatskola,78.00%,LAT9
Līvānu novads,Rudzātu vidusskola,76.30%,LAT9
Lubānas novads,Lubānas vidusskola,68.86%,LAT9
Lubānas novads,Meirānu Kalpaka pamatskola,51.89%,LAT9
Ludzas novads,Ludzas novada vakara vidusskola,44.00%,LAT9
Ludzas novads,Ludzas pilsētas ģimnāzija,66.34%,LAT9
Ludzas novads,Nirzas pamatskola,58.33%,LAT9
Ludzas novads,Ņukšu pamatskola,59.00%,LAT9
Ludzas novads,Pildas pamatskola,66.83%,LAT9
Madonas novads,Madonas pilsētas 1. vidusskola,63.44%,LAT9
Madonas novads,Madonas pilsētas 2. vidusskola,65.83%,LAT9
Madonas novads,Madonas Vakara un neklātienes vidusskola,56.17%,LAT9
Madonas novads,Madonas Valsts ģimnāzija,75.90%,LAT9
Madonas novads,Barkavas pamatskola,69.44%,LAT9
Madonas novads,Bērzaunes pamatskola,52.90%,LAT9
Madonas novads,Degumnieku pamatskola,74.27%,LAT9
Madonas novads,Dzelzavas pamatskola,70.69%,LAT9
Madonas novads,Kalsnavas pamatskola,63.68%,LAT9
Madonas novads,Kusas pamatskola,72.82%,LAT9
Madonas novads,Lazdonas pamatskola,49.67%,LAT9
Madonas novads,Liezēres pamatskola,66.31%,LAT9
Madonas novads,Mārcienas pamatskola,44.14%,LAT9
Madonas novads,Mētrienas pamatskola,68.31%,LAT9
Madonas novads,Sarkaņu pamatskola,52.75%,LAT9
Madonas novads,Vestienas pamatskola,62.50%,LAT9
Madonas novads,Barkavas arodvidusskola,65.00%,LAT9
Mazsalacas novads,Mazsalacas vidusskola,68.86%,LAT9
Mālpils novads,Mālpils vidusskola,70.39%,LAT9
Mālpils novads,Mālpils internātpamatskola,54.07%,LAT9
Mālpils novads,Sidgundas pamatskola,62.22%,LAT9
Mārupes novads,Mārupes pamatskola,68.56%,LAT9
Mārupes novads,Mārupes vidusskola,61.69%,LAT9
Naukšēnu novads,Naukšēnu novada vidusskola,58.81%,LAT9
Neretas novads,Mazzalves pamatskola,64.50%,LAT9
Neretas novads,Sproģu pamatskola,69.14%,LAT9
Neretas novads,Neretas Jāņa Jaunsudrabiņa vidusskola,68.07%,LAT9
Ogres novads,Ogres Sv. Meinarda katoļu pamatskola,61.50%,LAT9
Ogres novads,Ogres 1. vidusskola,67.96%,LAT9
Ogres novads,Ogres Vakara vidusskola,56.80%,LAT9
Ogres novads,Ogres Valsts ģimnāzija,65.09%,LAT9
Ogres novads,Krapes pamatskola,60.00%,LAT9
Ogres novads,Ķeipenes pamatskola,70.85%,LAT9
Ogres novads,Lauberes pamatskola,53.89%,LAT9
Ogres novads,Mazozolu pamatskola,64.40%,LAT9
Ogres novads,Meņģeles pamatskola,45.00%,LAT9
Ogres novads,Ogresgala pamatskola,62.60%,LAT9
Ogres novads,Madlienas vidusskola,58.21%,LAT9
Ogres novads,Suntažu vidusskola,68.29%,LAT9
Ogres novads,Taurupes vidusskola,63.25%,LAT9
Ogres novads,Suntažu internātpamatskola - rehabilitācijas centrs,55.14%,LAT9
Olaines novads,Olaines 1. vidusskola,63.66%,LAT9
Ozolnieku novads,Garozas pamatskola,59.53%,LAT9
Ozolnieku novads,Salgales pamatskola,60.78%,LAT9
Ozolnieku novads,Teteles pamatskola,65.38%,LAT9
Ozolnieku novads,Ozolnieku vidusskola,63.87%,LAT9
Pārgaujas novads,Raiskuma pamatskola,66.00%,LAT9
Pārgaujas novads,Straupes pamatskola,54.86%,LAT9
Pārgaujas novads,Stalbes vidusskola,57.60%,LAT9
Pārgaujas novads,Raiskuma speciālā internātpamatskola – rehabilitācijas centrs,80.00%,LAT9
Pāvilostas novads,Vērgales pamatskola,72.70%,LAT9
Preiļu novads,Preiļu 1. pamatskola,67.40%,LAT9
Preiļu novads,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,44.17%,LAT9
Preiļu novads,Pelēču pamatskola,41.00%,LAT9
Preiļu novads,Priekuļu pamatskola,62.33%,LAT9
Preiļu novads,Salas pamatskola,47.00%,LAT9
Priekules novads,Gramzdas pamatskola,61.40%,LAT9
Priekules novads,Kalētu pamatskola,61.86%,LAT9
Priekules novads,Krotes Kronvalda Ata pamatskola,54.47%,LAT9
Priekules novads,Virgas pamatskola,53.75%,LAT9
Priekuļu novads,Mārsnēnu pamatskola,72.69%,LAT9
Priekuļu novads,Liepas pamatskola,58.46%,LAT9
Priekuļu novads,Priekuļu vidusskola,60.47%,LAT9
Raunas novads,Drustu pamatskola,78.50%,LAT9
Raunas novads,Raunas vidusskola,65.13%,LAT9
Rēzeknes novads,Rikavas pamatskola,51.00%,LAT9
Rēzeknes novads,Gaigalavas pamatskola,57.08%,LAT9
Rēzeknes novads,Jaunstrūžānu pamatskola,62.80%,LAT9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,63.80%,LAT9
Rēzeknes novads,Rēznas pamatskola,61.06%,LAT9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,71.00%,LAT9
Rēzeknes novads,Verēmu pamatskola,72.14%,LAT9
Rēzeknes novads,Dricānu vidusskola,54.75%,LAT9
Rēzeknes novads,Makašānu Amatu vidusskola,53.07%,LAT9
Rēzeknes novads,Maltas 1. vidusskola,57.76%,LAT9
Rēzeknes novads,Nautrēnu vidusskola,66.56%,LAT9
Rēzeknes novads,Kaunatas vidusskola,72.00%,LAT9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,77.19%,LAT9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,64.77%,LAT9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,68.60%,LAT9
Rēzeknes pilsēta,Rēzeknes valsts poļu ģimnāzija,63.73%,LAT9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,56.45%,LAT9
Riebiņu novads,Dravnieku pamatskola,65.63%,LAT9
Riebiņu novads,Galēnu pamatskola,59.56%,LAT9
Riebiņu novads,Rušonas pamatskola,54.83%,LAT9
Riebiņu novads,Sīļukalna pamatskola,78.00%,LAT9
Riebiņu novads,Riebiņu vidusskola,66.88%,LAT9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",71.05%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,73.87%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas 99. vidusskola,61.93%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,71.35%,LAT9
Rīgas pilsēta (Centra raj.),Natālijas Draudziņas ģimnāzija,61.72%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,77.49%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,67.30%,LAT9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,66.85%,LAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",73.11%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,58.97%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,66.75%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Doma kora skola,78.35%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,59.16%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,74.44%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 1. vakara (maiņu) vidusskola,50.00%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 1.vakara (maiņu) vidusskola (Iļģuciema cietums),55.67%,LAT9
Rīgas pilsēta (Kurzemes raj.),Āgenskalna Valsts ģimnāzija,76.88%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,71.46%,LAT9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,64.57%,LAT9
Rīgas pilsēta (Latgales priekšp.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,66.98%,LAT9
Rīgas pilsēta (Latgales priekšp.),Kārļa Videnieka Rīgas 77. vidusskola,63.46%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,65.68%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,69.59%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 62. vidusskola,65.32%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,64.73%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,68.50%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,64.12%,LAT9
Rīgas pilsēta (Latgales priekšp.),SIA „Rīgas Tālmācības vidusskola”,73.00%,LAT9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""Laisma""",47.50%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,48.32%,LAT9
Rīgas pilsēta (Latgales priekšp.),Humanitārā privātģimnāzija,65.00%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,61.79%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 3. arodskola,58.88%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,53.13%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,65.16%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,76.56%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,73.79%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,62.63%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,53.83%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu vidusskola,54.83%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Franču licejs,76.39%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Hanzas vidusskola,68.02%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,66.48%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Biznesa un vadības privātvidusskola,57.33%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",82.25%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,43.31%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,57.54%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,57.58%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,63.39%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu vidusskola,63.75%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,49.29%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,71.37%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,69.67%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,62.91%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,55.00%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 7. pamatskola,55.31%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,61.06%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,62.20%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,66.11%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,76.76%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,57.31%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas pilsētas 2. ģimnāzija,68.89%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 66. speciālā vidusskola,74.43%,LAT9
Rojas novads,Rojas vidusskola,70.64%,LAT9
Ropažu novads,Zaķumuižas pamatskola,58.36%,LAT9
Ropažu novads,Ropažu vidusskola,57.00%,LAT9
Rucavas novads,Rucavas pamatskola,62.57%,LAT9
Rucavas novads,Sikšņu pamatskola,71.83%,LAT9
Rugāju novads,Eglaines pamatskola (Rugāju),60.44%,LAT9
Rugāju novads,Rugāju novada vidusskola,63.28%,LAT9
Rundāles novads,Pilsrundāles vidusskola,61.32%,LAT9
Rūjienas novads,Rūjienas vidusskola,60.68%,LAT9
Rūjienas novads,Jeru pamatskola,52.38%,LAT9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,66.17%,LAT9
Salacgrīvas novads,Salacgrīvas vidusskola,64.57%,LAT9
Salacgrīvas novads,Liepupes vidusskola,56.12%,LAT9
Salas novads,Biržu internātpamatskola,49.75%,LAT9
Salas novads,Biržu pamatskola,64.78%,LAT9
Salas novads,Salas vidusskola,68.23%,LAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",67.09%,LAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",67.10%,LAT9
Saldus novads,Saldus pamatskola,68.16%,LAT9
Saldus novads,Saldus 2. vidusskola,75.30%,LAT9
Saldus novads,Saldus ģimnāzija,68.38%,LAT9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,62.70%,LAT9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,65.00%,LAT9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,60.42%,LAT9
Saldus novads,Saldus novada pašvaldības Kurzemītes pamatskola,68.91%,LAT9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,62.80%,LAT9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,74.67%,LAT9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,64.27%,LAT9
Saldus novads,Saldus novada pašvaldības Sātiņu pamatskola,50.38%,LAT9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,61.00%,LAT9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,53.88%,LAT9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,65.45%,LAT9
