"Novada 
kods",Skola,"Skolas 
kods",Priekšmets,Kopvērtējums,"Kārtotāju 
skaits"
84,Rīgas 96. vidusskola,8432123,LAT12,44.27%,27
84,Rīgas Anniņmuižas vidusskola,8433125,ANG12,55.65%,30
84,Rīgas Anniņmuižas vidusskola,8433125,MAT12,45.84%,29
84,Rīgas Anniņmuižas vidusskola,8433125,LAT12,30.93%,29
84,Rīgas Daugavgrīvas vidusskola,8432126,ANG12,59.54%,19
84,Rīgas Daugavgrīvas vidusskola,8432126,MAT12,31.09%,19
84,Rīgas Daugavgrīvas vidusskola,8432126,LAT12,31.68%,21
84,Rīgas Horeogrāfijas vidusskola,8471115,ANG12,65.58%,2
84,Rīgas Horeogrāfijas vidusskola,8471115,MAT12,57.00%,5
84,Rīgas Horeogrāfijas vidusskola,8471115,LAT12,59.09%,2
84,Rīgas Imantas vidusskola,8431128,ANG12,66.17%,25
84,Rīgas Imantas vidusskola,8431128,MAT12,30.62%,31
84,Rīgas Imantas vidusskola,8431128,LAT12,58.76%,31
84,Rīgas Mākslas un mediju tehnikums,8471124,ANG12,57.37%,134
84,Rīgas Mākslas un mediju tehnikums,8471124,MAT12,21.39%,134
84,Rīgas Mākslas un mediju tehnikums,8471124,LAT12,45.73%,131
84,Rīgas Ostvalda vidusskola,8433130,ANG12,59.78%,39
84,Rīgas Ostvalda vidusskola,8433130,MAT12,45.37%,40
84,Rīgas Ostvalda vidusskola,8433130,LAT12,41.93%,40
84,Rīgas Starptautiskā skola,8434147,LAT12,67.04%,1
84,Rīgas Valsts vācu ģimnāzija,8461134,ANG12,80.08%,85
84,Rīgas Valsts vācu ģimnāzija,8461134,MAT12,40.90%,90
84,Rīgas Valsts vācu ģimnāzija,8461134,LAT12,67.81%,90
85,Eiropas Tālmācības vidusskola,8543151,ANG12,54.90%,80
85,Eiropas Tālmācības vidusskola,8543151,MAT12,18.55%,96
85,Eiropas Tālmācības vidusskola,8543151,LAT12,33.84%,96
85,Habad Ebreju privātā vidusskola,8532102,ANG12,63.00%,1
85,Habad Ebreju privātā vidusskola,8532102,MAT12,75.62%,1
85,Habad Ebreju privātā vidusskola,8532102,LAT12,39.20%,1
85,Informācijas sistēmu menedžmenta augstskolas vidusskola 'PREMJERS',8532104,ANG12,72.26%,11
85,Informācijas sistēmu menedžmenta augstskolas vidusskola 'PREMJERS',8532104,MAT12,62.69%,10
85,Informācijas sistēmu menedžmenta augstskolas vidusskola 'PREMJERS',8532104,LAT12,46.65%,9
85,J.G.Herdera Rīgas Grīziņkalna vidusskola,8532134,ANG12,54.93%,24
85,J.G.Herdera Rīgas Grīziņkalna vidusskola,8532134,MAT12,31.44%,32
85,J.G.Herdera Rīgas Grīziņkalna vidusskola,8532134,LAT12,39.41%,33
85,Rīgas 1. Tālmācības vidusskola,8543150,ANG12,56.98%,135
85,Rīgas 1. Tālmācības vidusskola,8543150,MAT12,17.51%,194
85,Rīgas 1. Tālmācības vidusskola,8543150,LAT12,42.08%,192
85,Rīgas 1. vidusskola,8533111,ANG12,56.82%,70
85,Rīgas 1. vidusskola,8533111,MAT12,19.33%,78
85,Rīgas 1. vidusskola,8533111,LAT12,40.99%,76
85,Rīgas 15. vidusskola,8533113,ANG12,40.68%,20
85,Rīgas 15. vidusskola,8533113,MAT12,39.03%,18
85,Rīgas 15. vidusskola,8533113,LAT12,29.29%,20
85,Rīgas 25. vidusskola,8531115,ANG12,63.11%,26
85,Rīgas 25. vidusskola,8531115,MAT12,41.27%,37
85,Rīgas 25. vidusskola,8531115,LAT12,52.64%,37
85,Rīgas 51. vidusskola,8532117,ANG12,66.29%,23
85,Rīgas 51. vidusskola,8532117,MAT12,50.36%,24
85,Rīgas 51. vidusskola,8532117,LAT12,42.04%,24
85,Rīgas 6. vidusskola,8531118,ANG12,76.48%,26
85,Rīgas 6. vidusskola,8531118,MAT12,35.77%,30
85,Rīgas 6. vidusskola,8531118,LAT12,65.11%,30
85,Rīgas 65. vidusskola,8532120,ANG12,62.19%,23
85,Rīgas 65. vidusskola,8532120,MAT12,33.83%,23
85,Rīgas 65. vidusskola,8532120,LAT12,39.92%,23
85,Rīgas 72. vidusskola,8532121,ANG12,72.54%,37
85,Rīgas 72. vidusskola,8532121,MAT12,56.01%,36
85,Rīgas 72. vidusskola,8532121,LAT12,48.14%,38
85,Rīgas 75. vidusskola,8532122,ANG12,58.49%,14
85,Rīgas 75. vidusskola,8532122,MAT12,39.06%,14
85,Rīgas 75. vidusskola,8532122,LAT12,33.55%,16
85,Rīgas 86. vidusskola,8532123,ANG12,49.96%,22
85,Rīgas 86. vidusskola,8532123,MAT12,38.21%,22
85,Rīgas 86. vidusskola,8532123,LAT12,31.89%,22
85,Rīgas 88. vidusskola,8532124,ANG12,61.47%,44
85,Rīgas 88. vidusskola,8532124,MAT12,49.75%,45
85,Rīgas 88. vidusskola,8532124,LAT12,42.82%,46
85,Rīgas 92. vidusskola,8533126,ANG12,48.22%,33
85,Rīgas 92. vidusskola,8533126,MAT12,30.75%,34
85,Rīgas 92. vidusskola,8533126,LAT12,31.36%,34
85,Rīgas 93. vidusskola,8531129,ANG12,68.91%,15
85,Rīgas 93. vidusskola,8531129,MAT12,30.76%,18
85,Rīgas 93. vidusskola,8531129,LAT12,62.65%,18
85,Rīgas Austrumu vidusskola,8532116,ANG12,56.12%,17
85,Rīgas Austrumu vidusskola,8532116,MAT12,48.01%,16
85,Rīgas Austrumu vidusskola,8532116,LAT12,31.88%,16
85,Rīgas Celtniecības koledža,8571128,ANG12,62.37%,2
85,Rīgas Celtniecības koledža,8571128,LAT12,45.45%,2
85,Rīgas ģimnāzija 'Maksima',8551131,ANG12,79.11%,6
85,Rīgas ģimnāzija 'Maksima',8551131,MAT12,53.59%,8
85,Rīgas ģimnāzija 'Maksima',8551131,LAT12,40.98%,8
85,Rīgas Kristīgā vidusskola,8531134,ANG12,72.99%,8
85,Rīgas Kristīgā vidusskola,8531134,MAT12,41.33%,8
85,Rīgas Kristīgā vidusskola,8531134,LAT12,56.56%,9
85,Rīgas Ķengaraga vidusskola,8532146,ANG12,52.14%,31
85,Rīgas Ķengaraga vidusskola,8532146,MAT12,36.64%,30
85,Rīgas Ķengaraga vidusskola,8532146,LAT12,35.43%,30
85,Rīgas Lietuviešu vidusskola,8531137,ANG12,74.88%,11
85,Rīgas Lietuviešu vidusskola,8531137,MAT12,46.35%,12
85,Rīgas Lietuviešu vidusskola,8531137,LAT12,63.16%,12
85,Rīgas pilsētas Pļavnieku ģimnāzija,8551138,ANG12,66.12%,25
85,Rīgas pilsētas Pļavnieku ģimnāzija,8551138,MAT12,29.87%,28
85,Rīgas pilsētas Pļavnieku ģimnāzija,8551138,LAT12,59.25%,28
85,Rīgas Sergeja Žoltoka vidusskola,8532141,ANG12,51.70%,12
85,Rīgas Sergeja Žoltoka vidusskola,8532141,MAT12,27.50%,12
85,Rīgas Sergeja Žoltoka vidusskola,8532141,LAT12,32.86%,12
85,Rīgas Tālmācības vidusskola,8541105,ANG12,64.35%,92
85,Rīgas Tālmācības vidusskola,8541105,MAT12,17.92%,111
85,Rīgas Tālmācības vidusskola,8541105,LAT12,54.13%,106
85,Rīgas Ukraiņu vidusskola,8534145,ANG12,70.14%,7
85,Rīgas Ukraiņu vidusskola,8534145,MAT12,31.38%,10
85,Rīgas Ukraiņu vidusskola,8534145,LAT12,35.11%,10
85,Rīgas vakara ģimnāzija,8543147,ANG12,50.67%,55
85,Rīgas vakara ģimnāzija,8543147,MAT12,20.84%,64
85,Rīgas vakara ģimnāzija,8543147,LAT12,38.56%,67
85,Tālmācības vidusskola 'Rīgas Komercskola',8541160,ANG12,68.45%,53
85,Tālmācības vidusskola 'Rīgas Komercskola',8541160,MAT12,26.26%,61
85,Tālmācības vidusskola 'Rīgas Komercskola',8541160,LAT12,52.08%,63
86,Jāzepa Mediņa Rīgas Mūzikas vidusskola,8671101,ANG12,73.94%,23
86,Jāzepa Mediņa Rīgas Mūzikas vidusskola,8671101,MAT12,32.24%,26
86,Jāzepa Mediņa Rīgas Mūzikas vidusskola,8671101,LAT12,62.87%,23
86,"privātā vidusskola ""Norma""",8631109,ANG12,65.27%,3
86,"privātā vidusskola ""Norma""",8631109,MAT12,47.62%,5
86,"privātā vidusskola ""Norma""",8631109,LAT12,35.45%,5
86,Privātā vidusskola 'Klasika',8633107,ANG12,76.83%,3
86,Privātā vidusskola 'Klasika',8633107,MAT12,60.37%,5
86,Privātā vidusskola 'Klasika',8633107,LAT12,46.70%,5
86,Privātā vidusskola 'Laisma',8633109,ANG12,65.92%,7
86,Privātā vidusskola 'Laisma',8633109,MAT12,39.90%,6
86,Privātā vidusskola 'Laisma',8633109,LAT12,45.17%,6
86,Profesionālās izglītības kompetences centrs 'Rīgas Dizaina un mākslas vidusskola',8671119,ANG12,63.31%,88
86,Profesionālās izglītības kompetences centrs 'Rīgas Dizaina un mākslas vidusskola',8671119,MAT12,28.56%,101
86,Profesionālās izglītības kompetences centrs 'Rīgas Dizaina un mākslas vidusskola',8671119,LAT12,59.27%,102
86,Rīgas 21. vidusskola,8633113,ANG12,62.97%,30
86,Rīgas 21. vidusskola,8633113,MAT12,52.83%,30
86,Rīgas 21. vidusskola,8633113,LAT12,37.11%,31
86,Rīgas 45. vidusskola,8631117,ANG12,71.84%,18
86,Rīgas 45. vidusskola,8631117,MAT12,24.77%,22
86,Rīgas 45. vidusskola,8631117,LAT12,45.68%,22
86,Rīgas 49. vidusskola,8631118,ANG12,74.11%,60
86,Rīgas 49. vidusskola,8631118,MAT12,50.80%,65
86,Rīgas 49. vidusskola,8631118,LAT12,64.86%,65
86,Rīgas 60. vidusskola,8632120,ANG12,58.54%,35
86,Rīgas 60. vidusskola,8632120,MAT12,34.86%,35
86,Rīgas 60. vidusskola,8632120,LAT12,35.56%,35
86,Rīgas 63. vidusskola,8632121,ANG12,48.72%,31
86,Rīgas 63. vidusskola,8632121,MAT12,25.30%,31
86,Rīgas 63. vidusskola,8632121,LAT12,27.54%,31
86,Rīgas 64. vidusskola,8631122,ANG12,80.26%,56
86,Rīgas 64. vidusskola,8631122,MAT12,58.89%,57
86,Rīgas 64. vidusskola,8631122,LAT12,67.46%,57
86,Rīgas 74. vidusskola,8632123,ANG12,49.05%,16
86,Rīgas 74. vidusskola,8632123,MAT12,45.89%,19
86,Rīgas 74. vidusskola,8632123,LAT12,39.39%,21
86,Rīgas 80. vidusskola,8633124,ANG12,59.20%,40
86,Rīgas 80. vidusskola,8633124,MAT12,44.78%,42
86,Rīgas 80. vidusskola,8633124,LAT12,35.15%,42
86,Rīgas 84. vidusskola,8631125,ANG12,72.03%,40
86,Rīgas 84. vidusskola,8631125,MAT12,48.61%,44
86,Rīgas 84. vidusskola,8631125,LAT12,61.95%,44
86,Rīgas 89. vidusskola,8633127,ANG12,62.55%,16
86,Rīgas 89. vidusskola,8633127,MAT12,49.02%,16
86,Rīgas 89. vidusskola,8633127,LAT12,36.61%,16
86,Rīgas 9. vakara (maiņu) vidusskola,8643128,ANG12,56.19%,44
86,Rīgas 9. vakara (maiņu) vidusskola,8643128,MAT12,21.03%,46
86,Rīgas 9. vakara (maiņu) vidusskola,8643128,LAT12,42.19%,45
86,Rīgas Centra krievu privātģimnāzija,8652130,ANG12,68.22%,7
86,Rīgas Centra krievu privātģimnāzija,8652130,MAT12,21.72%,8
86,Rīgas Centra krievu privātģimnāzija,8652130,LAT12,26.56%,8
86,Rīgas Franču licejs,8631132,ANG12,88.60%,43
86,Rīgas Franču licejs,8631132,MAT12,45.79%,50
86,Rīgas Franču licejs,8631132,LAT12,72.52%,51
86,Rīgas Hanzas vidusskola,8631133,ANG12,72.43%,42
86,Rīgas Hanzas vidusskola,8631133,MAT12,40.97%,42
86,Rīgas Hanzas vidusskola,8631133,LAT12,62.48%,42
86,Rīgas Itas Kozakēvičas Poļu vidusskola,8634135,ANG12,55.75%,10
86,Rīgas Itas Kozakēvičas Poļu vidusskola,8634135,MAT12,60.39%,8
86,Rīgas Itas Kozakēvičas Poļu vidusskola,8634135,LAT12,37.94%,9
86,Rīgas Juglas vidusskola,8631136,ANG12,74.35%,37
86,Rīgas Juglas vidusskola,8631136,MAT12,56.99%,39
86,Rīgas Juglas vidusskola,8631136,LAT12,69.21%,39
86,Rīgas Klasiskā ģimnāzija,8652137,ANG12,76.05%,42
86,Rīgas Klasiskā ģimnāzija,8652137,MAT12,54.40%,45
86,Rīgas Klasiskā ģimnāzija,8652137,LAT12,47.17%,45
86,Rīgas Purvciema vidusskola,8632139,ANG12,73.35%,43
86,Rīgas Purvciema vidusskola,8632139,MAT12,48.28%,44
86,Rīgas Purvciema vidusskola,8632139,LAT12,47.34%,45
86,Rīgas Stila un modes profesionālā vidusskola,8671140,ANG12,42.34%,123
86,Rīgas Stila un modes profesionālā vidusskola,8671140,MAT12,13.61%,126
86,Rīgas Stila un modes profesionālā vidusskola,8671140,LAT12,47.35%,122
86,Rīgas Tehniskā koledža,8671141,ANG12,54.67%,196
86,Rīgas Tehniskā koledža,8671141,MAT12,21.95%,221
86,Rīgas Tehniskā koledža,8671141,LAT12,45.07%,217
86,Rīgas Teikas vidusskola,8631143,ANG12,74.69%,80
86,Rīgas Teikas vidusskola,8631143,MAT12,52.57%,80
86,Rīgas Teikas vidusskola,8631143,LAT12,68.06%,81
86,Rīgas Tirdzniecības profesionālā vidusskola,8671125,ANG12,51.01%,74
86,Rīgas Tirdzniecības profesionālā vidusskola,8671125,MAT12,17.79%,83
86,Rīgas Tirdzniecības profesionālā vidusskola,8671125,LAT12,47.39%,75
86,Struktūrvienība Brasas cietumā,8643101,MAT12,24.25%,5
86,Struktūrvienība Brasas cietumā,8643101,LAT12,28.52%,5
86,Š. Dubnova Rīgas Ebreju vidusskola,8632145,ANG12,56.30%,12
86,Š. Dubnova Rīgas Ebreju vidusskola,8632145,MAT12,41.87%,14
86,Š. Dubnova Rīgas Ebreju vidusskola,8632145,LAT12,38.02%,14
86,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""",8671146,ANG12,41.06%,278
86,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""",8671146,MAT12,11.64%,283
86,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""",8671146,LAT12,40.05%,269
87,Āgenskalna Valsts ģimnāzija,8761103,ANG12,80.77%,124
87,Āgenskalna Valsts ģimnāzija,8761103,MAT12,59.18%,140
87,Āgenskalna Valsts ģimnāzija,8761103,LAT12,74.43%,140
87,Rīgas 14. vakara (maiņu) vidusskola,8743103,ANG12,46.12%,39
87,Rīgas 14. vakara (maiņu) vidusskola,8743103,MAT12,10.86%,54
87,Rīgas 14. vakara (maiņu) vidusskola,8743103,LAT12,40.05%,53
87,Rīgas 14. vakara (maiņu) vidusskola (Iļģuciema cietums),8743114,MAT12,12.50%,2
87,Rīgas 14. vakara (maiņu) vidusskola (Iļģuciema cietums),8743114,LAT12,38.06%,1
87,Rīgas 47. vidusskola,8731105,ANG12,66.61%,19
87,Rīgas 47. vidusskola,8731105,MAT12,27.27%,19
87,Rīgas 47. vidusskola,8731105,LAT12,52.96%,19
87,Rīgas 53. vidusskola,8732107,ANG12,52.02%,12
87,Rīgas 53. vidusskola,8732107,MAT12,37.76%,12
87,Rīgas 53. vidusskola,8732107,LAT12,34.09%,12
87,Rīgas 61. vidusskola,8732108,ANG12,49.40%,15
87,Rīgas 61. vidusskola,8732108,MAT12,33.08%,15
87,Rīgas 61. vidusskola,8732108,LAT12,33.82%,15
87,Rīgas 94. vidusskola,8731110,ANG12,67.75%,21
87,Rīgas 94. vidusskola,8731110,MAT12,40.44%,24
87,Rīgas 94. vidusskola,8731110,LAT12,60.13%,24
87,Rīgas 95. vidusskola,8732111,ANG12,60.05%,36
87,Rīgas 95. vidusskola,8732111,MAT12,53.19%,37
87,Rīgas 95. vidusskola,8732111,LAT12,45.46%,37
87,Rīgas ANG12ļu ģimnāzija,8751112,ANG12,82.01%,60
87,Rīgas ANG12ļu ģimnāzija,8751112,MAT12,42.90%,59
87,Rīgas ANG12ļu ģimnāzija,8751112,LAT12,62.69%,59
87,Rīgas Mūzikas internātvidusskola,8781118,ANG12,60.95%,11
87,Rīgas Mūzikas internātvidusskola,8781118,MAT12,17.42%,8
87,Rīgas Mūzikas internātvidusskola,8781118,LAT12,52.20%,8
87,Rīgas vispārizglītojošā privātā vidusskola 'Evrika',8733123,ANG12,89.46%,2
87,Rīgas vispārizglītojošā privātā vidusskola 'Evrika',8733123,MAT12,77.12%,5
87,Rīgas vispārizglītojošā privātā vidusskola 'Evrika',8733123,LAT12,40.79%,5
87,Rīgas Zolitūdes ģimnāzija,8752125,ANG12,71.03%,56
87,Rīgas Zolitūdes ģimnāzija,8752125,MAT12,55.77%,70
87,Rīgas Zolitūdes ģimnāzija,8752125,LAT12,47.22%,70
87,Ziemeļvalstu ģimnāzija,8751128,ANG12,74.08%,40
87,Ziemeļvalstu ģimnāzija,8751128,MAT12,45.26%,43
87,Ziemeļvalstu ģimnāzija,8751128,LAT12,62.23%,43
88,Banku Augstskolas Uzņēmējdarbības koledža,8871119,ANG12,61.21%,11
88,Banku Augstskolas Uzņēmējdarbības koledža,8871119,MAT12,29.26%,17
88,Banku Augstskolas Uzņēmējdarbības koledža,8871119,LAT12,52.38%,16
88,"Profesionālās izglītības kompetences centrs ""Rīgas Valsts tehnikums""",8871132,ANG12,51.81%,357
88,"Profesionālās izglītības kompetences centrs ""Rīgas Valsts tehnikums""",8871132,MAT12,23.30%,368
88,"Profesionālās izglītības kompetences centrs ""Rīgas Valsts tehnikums""",8871132,LAT12,43.75%,354
88,Puškina licejs,8832103,ANG12,60.06%,33
88,Puškina licejs,8832103,MAT12,48.51%,34
88,Puškina licejs,8832103,LAT12,32.64%,37
88,Rīgas 10. vidusskola,8832104,ANG12,64.48%,40
88,Rīgas 10. vidusskola,8832104,MAT12,59.72%,42
88,Rīgas 10. vidusskola,8832104,LAT12,54.37%,41
88,Rīgas 13. vidusskola,8833105,ANG12,69.54%,15
88,Rīgas 13. vidusskola,8833105,MAT12,59.28%,21
88,Rīgas 13. vidusskola,8833105,LAT12,49.62%,21
88,Rīgas 18. vakara (maiņu) vidusskola,8843106,ANG12,40.26%,32
88,Rīgas 18. vakara (maiņu) vidusskola,8843106,MAT12,11.05%,35
88,Rīgas 18. vakara (maiņu) vidusskola,8843106,LAT12,27.21%,36
88,Rīgas 29. vidusskola,8832108,ANG12,24.88%,8
88,Rīgas 29. vidusskola,8832108,MAT12,8.89%,9
88,Rīgas 29. vidusskola,8832108,LAT12,23.42%,9
88,Rīgas 31. vidusskola,8831109,ANG12,64.94%,12
88,Rīgas 31. vidusskola,8831109,MAT12,37.28%,14
88,Rīgas 31. vidusskola,8831109,LAT12,49.59%,14
88,Rīgas 46. vidusskola,8832111,ANG12,49.65%,23
88,Rīgas 46. vidusskola,8832111,MAT12,14.54%,23
88,Rīgas 46. vidusskola,8832111,LAT12,31.00%,25
88,Rīgas 66. speciālā vidusskola,8883112,ANG12,49.52%,17
88,Rīgas 66. speciālā vidusskola,8883112,MAT12,27.19%,16
88,Rīgas 66. speciālā vidusskola,8883112,LAT12,40.50%,17
88,Rīgas Jāņa Poruka vidusskola,8831113,ANG12,59.23%,18
88,Rīgas Jāņa Poruka vidusskola,8831113,MAT12,18.44%,22
88,Rīgas Jāņa Poruka vidusskola,8831113,LAT12,51.65%,22
88,Rīgas Kultūru vidusskola,8831114,ANG12,72.77%,42
88,Rīgas Kultūru vidusskola,8831114,MAT12,36.98%,43
88,Rīgas Kultūru vidusskola,8831114,LAT12,69.01%,45
88,Rīgas Rīnūžu vidusskola,8832117,ANG12,55.52%,17
88,Rīgas Rīnūžu vidusskola,8832117,MAT12,33.60%,17
88,Rīgas Rīnūžu vidusskola,8832117,LAT12,38.47%,18
88,Rīgas Uzņēmējdarbības tehniskā vidusskola,8871128,ANG12,51.92%,3
88,Rīgas Uzņēmējdarbības tehniskā vidusskola,8871128,MAT12,37.50%,3
88,Rīgas Uzņēmējdarbības tehniskā vidusskola,8871128,LAT12,26.36%,5
88,Rīgas Valsts 2. ģimnāzija,8861121,ANG12,85.20%,138
88,Rīgas Valsts 2. ģimnāzija,8861121,MAT12,61.00%,149
88,Rīgas Valsts 2. ģimnāzija,8861121,LAT12,74.47%,149
89,Rojas vidusskola,8931402,ANG12,54.70%,29
89,Rojas vidusskola,8931402,MAT12,30.52%,29
89,Rojas vidusskola,8931402,LAT12,62.55%,29
90,Ropažu vidusskola,9031301,ANG12,56.35%,4
90,Ropažu vidusskola,9031301,MAT12,18.25%,5
90,Ropažu vidusskola,9031301,LAT12,49.65%,5
92,Rugāju novada vidusskola,9231402,ANG12,67.36%,12
92,Rugāju novada vidusskola,9231402,MAT12,33.91%,12
92,Rugāju novada vidusskola,9231402,LAT12,60.41%,12
93,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība,9371402,ANG12,39.72%,22
93,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība,9371402,MAT12,11.06%,46
93,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība,9371402,LAT12,41.75%,41
93,Pilsrundāles vidusskola,9331401,ANG12,81.68%,5
93,Pilsrundāles vidusskola,9331401,MAT12,59.69%,6
93,Pilsrundāles vidusskola,9331401,LAT12,60.51%,6
94,Rūjienas vidusskola,9431304,ANG12,68.95%,20
94,Rūjienas vidusskola,9431304,MAT12,36.40%,21
94,Rūjienas vidusskola,9431304,LAT12,70.80%,21
95,Liepupes vidusskola,9531402,ANG12,51.69%,4
95,Liepupes vidusskola,9531402,MAT12,15.31%,4
95,Liepupes vidusskola,9531402,LAT12,63.07%,4
95,Salacgrīvas vidusskola,9531303,ANG12,64.65%,25
95,Salacgrīvas vidusskola,9531303,MAT12,36.92%,25
95,Salacgrīvas vidusskola,9531303,LAT12,60.13%,25
96,Salas vidusskola,9631404,ANG12,65.35%,12
96,Salas vidusskola,9631404,MAT12,46.15%,13
96,Salas vidusskola,9631404,LAT12,61.14%,13
97,Salaspils novada pašvaldības iestāde 'Salaspils 1. vidusskola',9731301,ANG12,59.25%,17
97,Salaspils novada pašvaldības iestāde 'Salaspils 1. vidusskola',9731301,MAT12,35.18%,17
97,Salaspils novada pašvaldības iestāde 'Salaspils 1. vidusskola',9731301,LAT12,64.10%,17
97,Salaspils novada pašvaldības iestāde 'Salaspils 2. vidusskola',9733302,ANG12,63.05%,18
97,Salaspils novada pašvaldības iestāde 'Salaspils 2. vidusskola',9733302,MAT12,31.49%,18
97,Salaspils novada pašvaldības iestāde 'Salaspils 2. vidusskola',9733302,LAT12,37.21%,20
98,Nīgrandes pagasta Kalnu vidusskola,9831408,ANG12,46.12%,10
98,Nīgrandes pagasta Kalnu vidusskola,9831408,MAT12,23.80%,13
98,Nīgrandes pagasta Kalnu vidusskola,9831408,LAT12,52.31%,13
98,Saldus novada pašvaldības Druvas vidusskola,9831405,ANG12,76.23%,27
98,Saldus novada pašvaldības Druvas vidusskola,9831405,MAT12,57.52%,27
98,Saldus novada pašvaldības Druvas vidusskola,9831405,LAT12,78.68%,27
98,Saldus tehnikums,9871320,ANG12,44.28%,91
98,Saldus tehnikums,9871320,MAT12,17.08%,94
98,Saldus tehnikums,9871320,LAT12,38.75%,91
98,Saldus Vakara vidusskola,9841322,ANG12,43.01%,12
98,Saldus Vakara vidusskola,9841322,MAT12,19.03%,18
98,Saldus Vakara vidusskola,9841322,LAT12,48.67%,18
98,Saldus vidusskola,9831302,ANG12,71.00%,18
98,Saldus vidusskola,9831302,MAT12,40.52%,18
98,Saldus vidusskola,9831302,LAT12,60.54%,18
99,Saulkrastu vidusskola,9931301,ANG12,69.89%,6
99,Saulkrastu vidusskola,9931301,MAT12,50.31%,8
99,Saulkrastu vidusskola,9931301,LAT12,62.00%,8
99,Zvejniekciema vidusskola,9931302,ANG12,74.31%,7
99,Zvejniekciema vidusskola,9931302,MAT12,44.06%,8
99,Zvejniekciema vidusskola,9931302,LAT12,68.82%,8
100,Murjāņu sporta ģimnāzija,10051301,ANG12,65.16%,18
100,Murjāņu sporta ģimnāzija,10051301,MAT12,38.78%,21
100,Murjāņu sporta ģimnāzija,10051301,LAT12,54.76%,21
101,Siguldas pilsētas vidusskola,10133311,ANG12,63.59%,22
101,Siguldas pilsētas vidusskola,10133311,MAT12,30.42%,24
101,Siguldas pilsētas vidusskola,10133311,LAT12,60.34%,24
101,Siguldas Valsts ģimnāzija,10161310,ANG12,76.85%,71
101,Siguldas Valsts ģimnāzija,10161310,MAT12,56.56%,71
101,Siguldas Valsts ģimnāzija,10161310,LAT12,68.46%,71
102,Andreja Upīša Skrīveru vidusskola,10231401,ANG12,71.34%,15
102,Andreja Upīša Skrīveru vidusskola,10231401,MAT12,53.92%,15
102,Andreja Upīša Skrīveru vidusskola,10231401,LAT12,66.17%,15
103,Skrundas vidusskola,10331307,ANG12,64.89%,8
103,Skrundas vidusskola,10331307,MAT12,38.12%,8
103,Skrundas vidusskola,10331307,LAT12,55.46%,8
104,Smiltenes tehnikums,10471412,ANG12,39.14%,81
104,Smiltenes tehnikums,10471412,MAT12,12.96%,91
104,Smiltenes tehnikums,10471412,LAT12,40.59%,89
104,Smiltenes vidusskola,10431310,ANG12,65.29%,49
104,Smiltenes vidusskola,10431310,MAT12,36.52%,51
104,Smiltenes vidusskola,10431310,LAT12,67.32%,51
105,Ulbrokas vidusskola,10531303,ANG12,74.44%,7
105,Ulbrokas vidusskola,10531303,MAT12,38.04%,7
105,Ulbrokas vidusskola,10531303,LAT12,50.64%,7
107,Profesionālās izglītības kompetences centrs Rīgas Valsts tehnikums Laidzes teritoriālā struktūrvienība,10771403,ANG12,40.51%,15
107,Profesionālās izglītības kompetences centrs Rīgas Valsts tehnikums Laidzes teritoriālā struktūrvienība,10771403,MAT12,14.58%,15
107,Profesionālās izglītības kompetences centrs Rīgas Valsts tehnikums Laidzes teritoriālā struktūrvienība,10771403,LAT12,43.82%,15
107,Talsu 2. vidusskola,10731316,ANG12,63.16%,26
107,Talsu 2. vidusskola,10731316,MAT12,37.68%,28
107,Talsu 2. vidusskola,10731316,LAT12,55.68%,28
107,Talsu Kristīgā vidusskola,10731317,ANG12,76.66%,18
107,Talsu Kristīgā vidusskola,10731317,MAT12,41.80%,18
107,Talsu Kristīgā vidusskola,10731317,LAT12,67.77%,18
107,Talsu novada Vakara un neklātienes vidusskola,10741318,ANG12,45.43%,26
107,Talsu novada Vakara un neklātienes vidusskola,10741318,MAT12,12.85%,34
107,Talsu novada Vakara un neklātienes vidusskola,10741318,LAT12,44.65%,34
107,Talsu Valsts ģimnāzija,10761321,ANG12,74.46%,54
107,Talsu Valsts ģimnāzija,10761321,MAT12,42.20%,55
107,Talsu Valsts ģimnāzija,10761321,LAT12,74.87%,55
107,Valdemārpils vidusskola,10731324,ANG12,59.18%,12
107,Valdemārpils vidusskola,10731324,MAT12,29.08%,15
107,Valdemārpils vidusskola,10731324,LAT12,57.04%,15
108,Augstkalnes vidusskola,10831402,ANG12,51.85%,10
108,Augstkalnes vidusskola,10831402,MAT12,56.31%,10
108,Augstkalnes vidusskola,10831402,LAT12,63.24%,10
109,Irlavas vidusskola,10931404,ANG12,43.26%,6
109,Irlavas vidusskola,10931404,MAT12,37.59%,7
109,Irlavas vidusskola,10931404,LAT12,49.51%,7
109,Tukuma 2. vidusskola,10931313,ANG12,63.36%,36
109,Tukuma 2. vidusskola,10931313,MAT12,27.55%,36
109,Tukuma 2. vidusskola,10931313,LAT12,57.15%,36
109,Tukuma Raiņa ģimnāzija,10951317,ANG12,70.30%,55
