Novads,Skola,Kopvērtējums,Priekšmets
Cēsu novads,Cēsu 2. vakara (maiņu) vidusskola,62.42%,LAT9
Cēsu novads,Cēsu Valsts ģimnāzija,79.79%,LAT9
Cēsu novads,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,74.17%,LAT9
Cēsu novads,Cēsu internātpamatskola - rehabilitācijas centrs,54.09%,LAT9
Ciblas novads,Pušmucovas pamatskola,59.82%,LAT9
Ciblas novads,Ciblas vidusskola,57.60%,LAT9
Dagdas novads,Andrupenes pamatskola,65.12%,LAT9
Dagdas novads,Andzeļu pamatskola,56.82%,LAT9
Dagdas novads,Asūnes pamatskola,72.73%,LAT9
Dagdas novads,Dagdas vidusskola,67.30%,LAT9
Dagdas novads,Ezernieku vidusskola,66.36%,LAT9
Daugavpils novads,Kalupes pamatskola,61.11%,LAT9
Daugavpils novads,Medumu pamatskola,62.73%,LAT9
Daugavpils novads,Naujenes pamatskola,70.45%,LAT9
Daugavpils novads,Nīcgales pamatskola,62.60%,LAT9
Daugavpils novads,Skrudalienas pamatskola,63.03%,LAT9
Daugavpils novads,Lāču pamatskola,60.34%,LAT9
Daugavpils novads,Sventes vidusskola,57.07%,LAT9
Daugavpils novads,Vaboles vidusskola,57.65%,LAT9
Daugavpils novads,Špoģu vidusskola,77.82%,LAT9
Daugavpils pilsēta,Daugavpils Vienības pamatskola,59.91%,LAT9
Daugavpils pilsēta,Daugavpils Saskaņas pamatskola,70.95%,LAT9
Daugavpils pilsēta,Daugavpils 12. vidusskola,67.24%,LAT9
Daugavpils pilsēta,Daugavpils 3. vidusskola,57.27%,LAT9
Daugavpils pilsēta,Daugavpils Valsts ģimnāzija,72.96%,LAT9
Daugavpils pilsēta,Daugavpils Mūzikas vidusskola,63.64%,LAT9
Daugavpils pilsēta,Daugavpils logopēdiskā internātpamatskola - attīstības centrs,57.73%,LAT9
Dobeles novads,Dobeles Kristīgā pamatskola,54.18%,LAT9
Dobeles novads,Annenieku pamatskola,48.48%,LAT9
Dobeles novads,Bikstu pamatskola,69.24%,LAT9
Dobeles novads,Gardenes pamatskola,44.18%,LAT9
Dobeles novads,Krimūnu pamatskola,56.36%,LAT9
Dobeles novads,Lejasstrazdu pamatskola,51.69%,LAT9
Dobeles novads,Mežinieku pamatskola,60.17%,LAT9
Dobeles novads,Naudītes pamatskola,53.18%,LAT9
Dobeles novads,Penkules pamatskola,64.91%,LAT9
Dobeles novads,Dobeles 1. vidusskola,54.46%,LAT9
Dobeles novads,Dobeles Valsts ģimnāzija,67.58%,LAT9
Dobeles novads,Dobeles Amatniecības un vispārizglītojošā vidusskola,52.12%,LAT9
Dundagas novads,Kolkas pamatskola,64.00%,LAT9
Dundagas novads,Dundagas vidusskola,62.42%,LAT9
Durbes novads,A. Spāģa Dunalkas pamatskola,61.82%,LAT9
Durbes novads,Ata Kronvalda Durbes vidusskola,70.74%,LAT9
Engures novads,Lapmežciema pamatskola,76.22%,LAT9
Engures novads,Smārdes pamatskola,61.27%,LAT9
Engures novads,Engures vidusskola,61.52%,LAT9
Ērgļu novads,Jāņa Zālīša Sausnējas pamatskola,71.59%,LAT9
Ērgļu novads,Ērgļu vidusskola,56.68%,LAT9
Ērgļu novads,Ērgļu Profesionālā vidusskola,56.14%,LAT9
Garkalnes novads,Garkalnes Mākslu un vispārizglītojošā vidusskola,50.26%,LAT9
Garkalnes novads,Berģu Mūzikas un mākslas pamatskola,63.23%,LAT9
Grobiņas novads,Bārtas pamatskola,61.30%,LAT9
Grobiņas novads,Gaviezes pamatskola,70.23%,LAT9
Grobiņas novads,Kapsēdes pamatskola,75.04%,LAT9
Grobiņas novads,Grobiņas pamatskola,60.70%,LAT9
Grobiņas novads,Grobiņas ģimnāzija,71.82%,LAT9
Gulbenes novads,Daukstes pamatskola,60.91%,LAT9
Gulbenes novads,Druvienas pamatskola,67.58%,LAT9
Gulbenes novads,K. Valdemāra pamatskola,54.73%,LAT9
Gulbenes novads,Litenes pamatskola,60.30%,LAT9
Gulbenes novads,Rankas pamatskola,60.55%,LAT9
Gulbenes novads,Stāķu pamatskola,63.29%,LAT9
Gulbenes novads,Stāmerienas pamatskola,56.73%,LAT9
Gulbenes novads,Tirzas pamatskola,57.36%,LAT9
Gulbenes novads,Gulbenes 2. vidusskola,53.61%,LAT9
Gulbenes novads,Gulbenes vidusskola,58.09%,LAT9
Gulbenes novads,Gulbīša vidusskola,51.82%,LAT9
Gulbenes novads,Lejasciema vidusskola,64.32%,LAT9
Gulbenes novads,Lizuma vidusskola,65.21%,LAT9
Gulbenes novads,Gulbenes Vakara (maiņu) vidusskola,42.42%,LAT9
Gulbenes novads,Gulbenes novada valsts ģimnāzija,72.33%,LAT9
Gulbenes novads,Rankas Profesionālā vidusskola,48.41%,LAT9
Iecavas novads,Dzimtmisas pamatskola,66.87%,LAT9
Iecavas novads,Iecavas vidusskola,63.73%,LAT9
Iecavas novads,Iecavas internātpamatskola,60.00%,LAT9
Ikšķiles novads,Ikšķiles vidusskola,56.85%,LAT9
Ilūkstes novads,Subates pamatskola,60.73%,LAT9
Ilūkstes novads,Eglaines pamatskola (Ilūkstes novads),55.36%,LAT9
Ilūkstes novads,Ilūkstes 1. vidusskola,67.93%,LAT9
Ilūkstes novads,Bebrenes vidusskola,68.56%,LAT9
Inčukalna novads,Inčukalna pamatskola,74.55%,LAT9
Inčukalna novads,Vangažu vidusskola,66.25%,LAT9
Jaunjelgavas novads,Daudzeses pamatskola,62.88%,LAT9
Jaunjelgavas novads,Seces pagasta pamatskola,60.91%,LAT9
Jaunjelgavas novads,Sunākstes pamatskola,57.45%,LAT9
Jaunjelgavas novads,Jaunjelgavas vidusskola,67.05%,LAT9
Jaunpiebalgas novads,Jaunpiebalgas vidusskola,62.61%,LAT9
Jaunpils novads,Jaunpils vidusskola,60.21%,LAT9
Jelgavas novads,Platones pamatskola,60.40%,LAT9
Jelgavas novads,Aizupes pamatskola,57.79%,LAT9
Jelgavas novads,Sesavas pamatskola,63.50%,LAT9
Jelgavas novads,Svētes pamatskola,55.97%,LAT9
Jelgavas novads,Šķibes pamatskola,55.82%,LAT9
Jelgavas novads,Vilces pamatskola,63.64%,LAT9
Jelgavas novads,Zaļenieku pamatskola,65.25%,LAT9
Jelgavas novads,Kalnciema pagasta vidusskola,67.27%,LAT9
Jelgavas novads,Elejas vidusskola,53.45%,LAT9
Jelgavas novads,Kalnciema vidusskola,58.95%,LAT9
Jelgavas novads,Līvbērzes vidusskola,70.61%,LAT9
Jelgavas novads,Staļģenes vidusskola,69.29%,LAT9
Jelgavas novads,Vircavas vidusskola,64.32%,LAT9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Svētes konsult. punkts,42.65%,LAT9
Jelgavas novads,Zaļenieku komerciālā un amatniecības vidusskola,45.45%,LAT9
Jelgavas pilsēta,Jelgavas Tehnoloģiju vidusskola,59.41%,LAT9
Jelgavas pilsēta,Jelgavas 4. vidusskola,59.34%,LAT9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola,58.56%,LAT9
Jelgavas pilsēta,Jelgavas Spīdolas ģimnāzija,67.54%,LAT9
Jelgavas pilsēta,Jelgavas Valsts ģimnāzija,62.99%,LAT9
Jelgavas pilsēta,Jelgavas Amatu vidusskola,46.85%,LAT9
Jelgavas pilsēta,Jelgavas 1. internātpamatskola,57.42%,LAT9
Jēkabpils novads,Ābeļu pamatskola,67.73%,LAT9
Jēkabpils novads,Bērzgala pamatskola,68.18%,LAT9
Jēkabpils novads,Dignājas pamatskola,66.75%,LAT9
Jēkabpils novads,Dunavas pamatskola,55.76%,LAT9
Jēkabpils novads,Rubeņu pamatskola,65.12%,LAT9
Jēkabpils novads,Zasas vidusskola,54.09%,LAT9
Jēkabpils pilsēta,Jēkabpils 3. vidusskola,66.43%,LAT9
Jēkabpils pilsēta,Jēkabpils Valsts ģimnāzija,70.64%,LAT9
Jūrmalas pilsēta,Jūrmalas Alternatīvā skola,74.44%,LAT9
Jūrmalas pilsēta,Slokas pamatskola,57.46%,LAT9
Jūrmalas pilsēta,Vaivaru pamatskola,67.98%,LAT9
Jūrmalas pilsēta,Jūrmalas pilsētas Lielupes vidusskola,74.05%,LAT9
Jūrmalas pilsēta,Ķemeru vidusskola,60.00%,LAT9
Jūrmalas pilsēta,Pumpuru vidusskola,62.37%,LAT9
Jūrmalas pilsēta,Majoru vidusskola,63.27%,LAT9
Jūrmalas pilsēta,Jūrmalas vakara vidusskola,57.91%,LAT9
Jūrmalas pilsēta,Murjāņu sporta ģimnāzija Jūrmalas filiāle,50.63%,LAT9
Jūrmalas pilsēta,Jūrmalas Valsts ģimnāzija,67.78%,LAT9
Kandavas novads,Cēres pamatskola,65.36%,LAT9
Kandavas novads,Kandavas novada Zantes pamatskola,59.82%,LAT9
Kandavas novads,Vānes pamatskola,65.06%,LAT9
Kandavas novads,Zemītes pamatskola,60.82%,LAT9
Kandavas novads,Kandavas Kārļa Mīlenbaha vidusskola,60.16%,LAT9
Kandavas novads,Kandavas internātvidusskola,62.99%,LAT9
Kārsavas novads,Mērdzenes pamatskola,63.55%,LAT9
Kārsavas novads,Mežvidu pamatskola (Kārsavas novads),65.76%,LAT9
Kārsavas novads,Salnavas pamatskola,59.09%,LAT9
Kārsavas novads,Kārsavas vidusskola,71.03%,LAT9
Kokneses novads,Bebru pamatskola,73.94%,LAT9
Kokneses novads,Pērses pamatskola,48.36%,LAT9
Kokneses novads,Ilmāra Gaiša Kokneses vidusskola,63.07%,LAT9
Kokneses novads,Vecbebru Profesionālā un vispārizglītojošā internātvidusskola,50.81%,LAT9
Krāslavas novads,Aulejas pamatskola,69.24%,LAT9
Krāslavas novads,Izvaltas pamatskola,54.68%,LAT9
Krāslavas novads,Robežnieku pamatskola,46.14%,LAT9
Krāslavas novads,Skaistas pamatskola,51.82%,LAT9
Krāslavas novads,Indras vidusskola,45.91%,LAT9
Krāslavas novads,Krāslavas Valsts ģimnāzija,64.55%,LAT9
Krimuldas novads,Garlība Merķeļa Lēdurgas pamatskola,57.92%,LAT9
Krimuldas novads,Krimuldas vidusskola,60.04%,LAT9
Krustpils novads,Krustpils pamatskola,58.28%,LAT9
Krustpils novads,Mežāres pamatskola,48.86%,LAT9
Krustpils novads,Sūnu pamatskola,66.67%,LAT9
Krustpils novads,Vīpes pamatskola,52.16%,LAT9
Krustpils novads,Brāļu Skrindu Atašienes vidusskola,80.11%,LAT9
Kuldīgas novads,Kuldīgas pamatskola,66.20%,LAT9
Kuldīgas novads,Ēdoles pamatskola,54.95%,LAT9
Kuldīgas novads,Laidu pamatskola,53.47%,LAT9
Kuldīgas novads,Turlavas pamatskola,63.82%,LAT9
Kuldīgas novads,Vārmes pamatskola,66.03%,LAT9
Kuldīgas novads,Vilgāles pamatskola,57.14%,LAT9
Kuldīgas novads,Z.A. Meierovica Kabiles pamatskola,60.76%,LAT9
Kuldīgas novads,Kuldīgas 2. vidusskola,57.04%,LAT9
Kuldīgas novads,Kuldīgas Centra vidusskola,61.10%,LAT9
Kuldīgas novads,Kuldīgas Mākslas un humanitāro zinību vidusskola,65.45%,LAT9
Kuldīgas novads,V. Plūdoņa Kuldīgas ģimnāzija,70.52%,LAT9
Ķeguma novads,Birzgales pamatskola,66.21%,LAT9
Ķeguma novads,Ķeguma komercnovirziena vidusskola,64.77%,LAT9
Ķekavas novads,"Privātā pamatskola ""Gaismas tilts 97""",71.59%,LAT9
Ķekavas novads,Ķekavas vidusskola,67.99%,LAT9
Ķekavas novads,Baložu vidusskola,60.83%,LAT9
Lielvārdes novads,Lēdmanes pamatskola,62.00%,LAT9
Lielvārdes novads,Lielvārdes pamatskola,64.27%,LAT9
Lielvārdes novads,Edgara Kauliņa Lielvārdes vidusskola,68.86%,LAT9
Lielvārdes novads,Jumpravas vidusskola,67.64%,LAT9
Liepājas pilsēta,Liepājas Katoļu pamatskola,67.73%,LAT9
Liepājas pilsēta,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,66.89%,LAT9
Liepājas pilsēta,J. Čakstes Liepājas pilsētas 10. vidusskola,64.56%,LAT9
Liepājas pilsēta,Liepājas 15. vidusskola,61.89%,LAT9
Liepājas pilsēta,Liepājas Raiņa 6. vidusskola,61.57%,LAT9
Liepājas pilsēta,Liepājas 8. vidusskola,61.72%,LAT9
Liepājas pilsēta,Liepājas Valsts 1. ģimnāzija,67.65%,LAT9
Liepājas pilsēta,"Profesionālās izglītības kompetences centrs ""Liepājas Valsts tehnikums""",49.39%,LAT9
Liepājas pilsēta,Liepājas internātpamatskola,54.43%,LAT9
Limbažu novads,Limbažu 3. vidusskola,64.64%,LAT9
Līgatnes novads,Līgatnes novada vidusskola,66.36%,LAT9
Līvānu novads,Jaunsilavas pamatskola,75.34%,LAT9
Līvānu novads,Jersikas pamatskola,62.00%,LAT9
Līvānu novads,Rožupes pamatskola,65.26%,LAT9
Līvānu novads,Sutru pamatskola,58.18%,LAT9
Līvānu novads,Līvānu 1. vidusskola,71.36%,LAT9
Līvānu novads,Rudzātu vidusskola,74.30%,LAT9
Līvānu novads,Līvānu novada Vakara (maiņu) vidusskola,44.36%,LAT9
Lubānas novads,Meirānu Kalpaka pamatskola,63.86%,LAT9
Lubānas novads,Lubānas vidusskola,70.53%,LAT9
Ludzas novads,Pildas pamatskola,57.01%,LAT9
Ludzas novads,Ludzas 2. vidusskola,57.78%,LAT9
Ludzas novads,Ludzas novada vakara vidusskola,39.70%,LAT9
Ludzas novads,Ludzas pilsētas ģimnāzija,67.44%,LAT9
Madonas novads,Barkavas pamatskola,71.43%,LAT9
Madonas novads,Bērzaunes pamatskola,47.88%,LAT9
Madonas novads,Degumnieku pamatskola,55.57%,LAT9
Madonas novads,Dzelzavas pamatskola,58.64%,LAT9
Madonas novads,Kalsnavas pamatskola,58.95%,LAT9
Madonas novads,Kristiāna Dāvida pamatskola,54.55%,LAT9
Madonas novads,Kusas pamatskola,73.23%,LAT9
Madonas novads,Lazdonas pamatskola,59.64%,LAT9
Madonas novads,Liezēres pamatskola,62.58%,LAT9
Madonas novads,Mārcienas pamatskola,59.55%,LAT9
Madonas novads,Mētrienas pamatskola,67.27%,LAT9
Madonas novads,Praulienas pamatskola,65.56%,LAT9
Madonas novads,Sarkaņu pamatskola,60.76%,LAT9
Madonas novads,Vestienas pamatskola,64.77%,LAT9
Madonas novads,Madonas pilsētas 1. vidusskola,64.92%,LAT9
Madonas novads,Madonas pilsētas 2. vidusskola,67.59%,LAT9
Madonas novads,Andreja Eglīša Ļaudonas vidusskola,70.74%,LAT9
Madonas novads,Madonas Vakara un neklātienes vidusskola,45.64%,LAT9
Madonas novads,Madonas Valsts ģimnāzija,75.81%,LAT9
Mazsalacas novads,Mazsalacas vidusskola,67.19%,LAT9
Mālpils novads,Sidgundas pamatskola,73.64%,LAT9
Mālpils novads,Mālpils novada vidusskola,66.16%,LAT9
Mālpils novads,Mālpils internātpamatskola,56.18%,LAT9
Mārupes novads,Mārupes pamatskola,59.24%,LAT9
Mārupes novads,Mārupes vidusskola,62.02%,LAT9
Naukšēnu novads,Naukšēnu novada vidusskola,60.04%,LAT9
Naukšēnu novads,"Sociālās korekcijas izglītības iestāde ""Naukšēni""",53.07%,LAT9
Neretas novads,Sproģu pamatskola,77.12%,LAT9
Neretas novads,Neretas Jāņa Jaunsudrabiņa vidusskola,72.94%,LAT9
Nīcas novads,Rudes pamatskola,77.88%,LAT9
Nīcas novads,Nīcas vidusskola,55.84%,LAT9
Ogres novads,Ķeipenes pamatskola,60.65%,LAT9
Ogres novads,Ogresgala pamatskola,56.00%,LAT9
Ogres novads,Taurupes pamatskola,69.09%,LAT9
Ogres novads,Ogres 1. vidusskola,68.90%,LAT9
Ogres novads,Madlienas vidusskola,62.58%,LAT9
Ogres novads,Mazozolu filiāle,56.14%,LAT9
Ogres novads,Meņģeles filiāle,66.48%,LAT9
Ogres novads,Suntažu vidusskola,61.91%,LAT9
Ogres novads,OGRES 1.VIDUSSKOLAS VAKARA UN NEKLĀTIENES NODAĻA,49.39%,LAT9
Ogres novads,Ogres Valsts ģimnāzija,67.69%,LAT9
Ogres novads,Suntažu internātpamatskola - rehabilitācijas centrs,51.09%,LAT9
Olaines novads,Olaines 1. vidusskola,60.09%,LAT9
Ozolnieku novads,Garozas pamatskola,61.59%,LAT9
Ozolnieku novads,Salgales pamatskola,60.76%,LAT9
Ozolnieku novads,Teteles pamatskola,74.44%,LAT9
Ozolnieku novads,Ozolnieku vidusskola,64.85%,LAT9
Pārgaujas novads,Straupes pamatskola,71.97%,LAT9
Pārgaujas novads,Stalbes vidusskola,56.01%,LAT9
Pāvilostas novads,Vērgales pamatskola,84.55%,LAT9
Pāvilostas novads,Pāvilostas vidusskola,75.57%,LAT9
Pļaviņu novads,Pļaviņu novada ģimnāzija,67.65%,LAT9
Preiļu novads,Preiļu 1. pamatskola,64.08%,LAT9
Preiļu novads,Pelēču pamatskola,55.04%,LAT9
Preiļu novads,Priekuļu pamatskola,75.15%,LAT9
Preiļu novads,Salas pamatskola,74.55%,LAT9
Preiļu novads,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,52.05%,LAT9
Priekules novads,Gramzdas pamatskola,54.00%,LAT9
Priekules novads,Kalētu pamatskola,56.27%,LAT9
Priekules novads,Virgas pamatskola,55.19%,LAT9
Priekules novads,Priekules vidusskola,57.73%,LAT9
Priekuļu novads,Liepas pamatskola,57.82%,LAT9
Priekuļu novads,Mārsnēnu pamatskola,72.73%,LAT9
Priekuļu novads,Priekuļu vidusskola,66.45%,LAT9
Raunas novads,"Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola",86.36%,LAT9
Raunas novads,Drustu pamatskola,73.94%,LAT9
Raunas novads,Raunas vidusskola,63.48%,LAT9
Rēzeknes novads,Rikavas pamatskola,55.00%,LAT9
Rēzeknes novads,Bērzgales pamatskola,68.86%,LAT9
Rēzeknes novads,Feimaņu pamatskola,57.47%,LAT9
Rēzeknes novads,Gaigalavas pamatskola,61.45%,LAT9
Rēzeknes novads,Jaunstrūžānu pamatskola,40.00%,LAT9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,66.97%,LAT9
Rēzeknes novads,Rēznas pamatskola,47.16%,LAT9
Rēzeknes novads,Verēmu pamatskola,57.58%,LAT9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,66.46%,LAT9
Rēzeknes novads,Dricānu vidusskola,58.90%,LAT9
Rēzeknes novads,Lūcijas Rancānes Makašānu Amatu vidusskola,41.30%,LAT9
Rēzeknes novads,Maltas 1. vidusskola,63.04%,LAT9
Rēzeknes novads,Nautrēnu vidusskola,62.61%,LAT9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,73.25%,LAT9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,63.99%,LAT9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,70.63%,LAT9
Rēzeknes pilsēta,Rēzeknes vakara vidusskola,59.70%,LAT9
Rēzeknes pilsēta,Rēzeknes valsts poļu ģimnāzija,62.38%,LAT9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,55.68%,LAT9
Riebiņu novads,Dravnieku pamatskola,62.12%,LAT9
Riebiņu novads,Galēnu pamatskola,67.01%,LAT9
Riebiņu novads,Rušonas pamatskola,59.19%,LAT9
Riebiņu novads,Sīļukalna pamatskola,78.36%,LAT9
Riebiņu novads,Silajāņu pamatskola,49.09%,LAT9
Riebiņu novads,Riebiņu vidusskola,58.35%,LAT9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",68.27%,LAT9
Rīgas pilsēta (Centra raj.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,67.78%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,76.19%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,71.26%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Natālijas Draudziņas vidusskola ,52.60%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,62.95%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,79.18%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,69.23%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,66.10%,LAT9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,67.89%,LAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",67.17%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,69.25%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,52.27%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,66.92%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,57.67%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,70.86%,LAT9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,74.11%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Doma kora skola,78.57%,LAT9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,64.22%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Avotu pamatskola,55.80%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Pļavnieku pamatskola,63.54%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,59.98%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,66.73%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,62.70%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,67.27%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,68.10%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 1. vidusskola,59.39%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Tālmācības vidusskola,61.99%,LAT9
Rīgas pilsēta (Latgales priekšp.),"Tālmācības vidusskola ""Rīgas Komercskola""",64.77%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,51.02%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,60.61%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,51.82%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,75.72%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu pamatskola,50.80%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 45. vidusskola,66.46%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,67.61%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,66.66%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,70.60%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,61.18%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,70.67%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,78.17%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Biznesa un vadības privātvidusskola,74.55%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",69.39%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,59.95%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Franču licejs,74.32%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,67.14%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu pamatskola,71.30%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,55.75%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,62.58%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,50.48%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,66.06%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,71.36%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,61.92%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Āgenskalna Valsts ģimnāzija,70.44%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,58.18%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 7. pamatskola,60.08%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,64.68%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,60.47%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,66.76%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,74.17%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,53.25%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Valsts 2. ģimnāzija,71.16%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 66. speciālā vidusskola,64.55%,LAT9
Rojas novads,Mērsraga vidusskola,69.09%,LAT9
Rojas novads,Rojas vidusskola,70.49%,LAT9
Ropažu novads,Zaķumuižas pamatskola,51.55%,LAT9
Ropažu novads,Ropažu vidusskola,58.93%,LAT9
Rucavas novads,Rucavas pamatskola,63.45%,LAT9
Rucavas novads,Sikšņu pamatskola (Rucavas novads),64.77%,LAT9
Rugāju novads,Rugāju novada Eglaines pamatskola,71.82%,LAT9
Rugāju novads,Rugāju novada vidusskola,59.33%,LAT9
Rundāles novads,Pilsrundāles vidusskola,65.12%,LAT9
Rūjienas novads,Jeru pamatskola,69.87%,LAT9
Rūjienas novads,Rūjienas vidusskola,68.15%,LAT9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,72.88%,LAT9
Salacgrīvas novads,Salacgrīvas vidusskola,58.76%,LAT9
Salacgrīvas novads,Liepupes vidusskola,68.69%,LAT9
Salas novads,Biržu pamatskola,68.96%,LAT9
Salas novads,Salas vidusskola,70.48%,LAT9
Salas novads,Biržu internātpamatskola,52.35%,LAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",67.92%,LAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",72.00%,LAT9
Saldus novads,Saldus pamatskola,62.91%,LAT9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,63.86%,LAT9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,57.92%,LAT9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,67.02%,LAT9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,58.51%,LAT9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,73.51%,LAT9
Saldus novads,Saldus novada pašvaldības Rubas pamatskola,65.06%,LAT9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,67.45%,LAT9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,61.73%,LAT9
Saldus novads,Saldus 2. vidusskola,66.94%,LAT9
Saldus novads,Saldus 1.vidusskola,69.83%,LAT9
