Novads,Skola,Kopvērtējums,Priekšmets
Rēzeknes novads,Kaunatas vidusskola,45.28%,MAT9
Rēzeknes novads,Kruķu pamatskola,44.67%,MAT9
Rēzeknes novads,Maltas 2. vidusskola,45.90%,MAT9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,59.05%,MAT9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,50.16%,MAT9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,50.33%,MAT9
Rēzeknes pilsēta,Rēzeknes 2. vidusskola,62.11%,MAT9
Rēzeknes pilsēta,Rēzeknes 4. vidusskola,55.51%,MAT9
Rēzeknes pilsēta,Rēzeknes 6. vidusskola,58.26%,MAT9
Rēzeknes pilsēta,Rēzeknes 3. vidusskola,62.67%,MAT9
Rēzeknes pilsēta,Rēzeknes vakara vidusskola,48.00%,MAT9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,60.83%,MAT9
Riebiņu novads,Dravnieku pamatskola,54.67%,MAT9
Riebiņu novads,Galēnu pamatskola,65.83%,MAT9
Riebiņu novads,Rušonas pamatskola,53.78%,MAT9
Riebiņu novads,Sīļukalna pamatskola,62.44%,MAT9
Riebiņu novads,Silajāņu pamatskola,52.00%,MAT9
Riebiņu novads,Riebiņu vidusskola,59.93%,MAT9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",54.67%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,61.10%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 24. pamatskola,56.42%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,68.48%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Natālijas Draudziņas vidusskola ,57.11%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 22. vidusskola,66.03%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 40. vidusskola,64.77%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,25.52%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,92.27%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,71.19%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,51.75%,MAT9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,42.85%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",52.59%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,38.84%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,40.71%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,44.07%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,49.74%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātskola ""Latreia""",74.07%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 33. vidusskola,43.28%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 34. vidusskola,70.10%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 54. vidusskola,43.83%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 68. vidusskola,52.68%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 96. vidusskola,54.75%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Daugavgrīvas vidusskola,57.53%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Templum""",54.67%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 71. vidusskola,52.10%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Anniņmuižas vidusskola,55.35%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Ostvalda vidusskola,61.21%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,62.60%,MAT9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,69.89%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Doma kora skola,63.29%,MAT9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,60.86%,MAT9
Rīgas pilsēta (Latgales priekšp.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,59.78%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Pļavnieku pamatskola,36.50%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Privātā pamatskola ""Maksima""",76.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),Jankas Kupalas Rīgas Baltkrievu pamatskola,39.17%,MAT9
Rīgas pilsēta (Latgales priekšp.),Humanitārā privātģimnāzija,61.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),Kārļa Videnieka Rīgas 77. vidusskola,42.33%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,54.09%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,58.24%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,43.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,47.33%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,49.46%,MAT9
Rīgas pilsēta (Latgales priekšp.),Habad Ebreju privātā vidusskola,75.78%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",66.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""INNOVA""",62.22%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 32. vidusskola,53.59%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 51. vidusskola,62.42%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 65. vidusskola,57.48%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 72. vidusskola,55.26%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 75. vidusskola,50.74%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 86. vidusskola,50.43%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 88. vidusskola,53.71%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola,59.41%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ķengaraga vidusskola,67.25%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 15. vidusskola,46.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 92. vidusskola,44.71%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Krievu vidusskola,39.02%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ukraiņu vidusskola,51.11%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Tālmācības vidusskola,64.15%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,31.09%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Tālmācības vidusskola ""Rīgas Komercskola""",26.93%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,59.81%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola (š.cietums),44.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,33.33%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,54.22%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 45. vidusskola,50.91%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,78.13%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,73.50%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,59.86%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,47.59%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu vidusskola,51.33%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Franču licejs,69.58%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Hanzas vidusskola,52.55%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,62.81%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,57.83%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Norma""",56.67%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 60. vidusskola,55.73%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 63. vidusskola,54.01%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 74. vidusskola,62.90%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Herdera vidusskola,54.14%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Purvciema vidusskola,60.18%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Š. Dubnova Rīgas Ebreju vidusskola,71.11%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Biznesa un vadības privātvidusskola,41.00%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",68.98%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Laisma""",25.33%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 21. vidusskola,45.21%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 80. vidusskola,48.29%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 89. vidusskola,44.36%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Itas Kozakēvičas Poļu vidusskola,64.00%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,22.36%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Klasiskā ģimnāzija,66.42%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,39.41%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Pārdaugavas pamatskola,52.98%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu pamatskola,63.69%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,45.67%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,63.26%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 53. vidusskola,38.67%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 61. vidusskola,45.76%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 95. vidusskola,55.16%,MAT9
Rīgas pilsēta (Zemgales priekšp.),"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",69.42%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,21.39%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,54.48%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,52.00%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,55.79%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Zolitūdes ģimnāzija,65.70%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Āgenskalna Valsts ģimnāzija,69.16%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,36.50%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,53.33%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,37.93%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,57.13%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Puškina licejs,52.37%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 10. vidusskola,70.34%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 29. vidusskola,28.16%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 46. vidusskola,52.40%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Rīnūžu vidusskola,63.08%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 13. vidusskola,65.00%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,37.06%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 37. vidusskola,49.39%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,19.27%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Valsts 2. ģimnāzija,75.92%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 66. speciālā vidusskola,54.49%,MAT9
Rojas novads,Mērsraga vidusskola,40.17%,MAT9
Rojas novads,Rojas vidusskola,52.08%,MAT9
Ropažu novads,Zaķumuižas pamatskola,68.95%,MAT9
Ropažu novads,Ropažu vidusskola,42.03%,MAT9
Rucavas novads,Rucavas pamatskola,63.85%,MAT9
Rucavas novads,Sikšņu pamatskola,51.85%,MAT9
Rugāju novads,Eglaines pamatskola,65.33%,MAT9
Rugāju novads,Rugāju novada vidusskola,66.19%,MAT9
Rundāles novads,Pilsrundāles vidusskola,58.42%,MAT9
Rundāles novads,Saulaines Profesionālā vidusskola,29.33%,MAT9
Rūjienas novads,Jeru pamatskola,54.84%,MAT9
Rūjienas novads,Rūjienas vidusskola,48.13%,MAT9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,48.33%,MAT9
Salacgrīvas novads,Salacgrīvas vidusskola,56.53%,MAT9
Salacgrīvas novads,Liepupes vidusskola,52.92%,MAT9
Salas novads,Biržu pamatskola,57.56%,MAT9
Salas novads,Salas vidusskola,48.44%,MAT9
Salas novads,Biržu internātpamatskola,45.40%,MAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",49.27%,MAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",53.50%,MAT9
Saldus novads,Saldus pamatskola,62.14%,MAT9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,47.64%,MAT9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,60.19%,MAT9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,39.83%,MAT9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,34.00%,MAT9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,30.89%,MAT9
Saldus novads,Saldus novada pašvaldības Rubas pamatskola,58.22%,MAT9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,47.33%,MAT9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,50.93%,MAT9
Saldus novads,Saldus 2. vidusskola,63.78%,MAT9
Saldus novads,Saldus 1.vidusskola,42.81%,MAT9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,70.41%,MAT9
Saldus novads,Saldus novada pašvaldības Ezeres vidusskola,44.29%,MAT9
Saldus novads,Saldus novada pašvaldības Kalnu vidusskola,53.67%,MAT9
Saldus novads,Saldus Vakara vidusskola,34.52%,MAT9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,44.30%,MAT9
Saulkrastu novads,Saulkrastu vidusskola,64.53%,MAT9
Saulkrastu novads,Zvejniekciema vidusskola,64.87%,MAT9
Sējas novads,Sējas pamatskola,48.59%,MAT9
Sējas novads,Murjāņu sporta ģimnāzija,63.56%,MAT9
Siguldas novads,Siguldas 1. pamatskola,57.00%,MAT9
Siguldas novads,Allažu pamatskola,75.47%,MAT9
Siguldas novads,Mores pamatskola,52.67%,MAT9
Siguldas novads,Siguldas pilsētas vidusskola,38.00%,MAT9
Siguldas novads,Siguldas Valsts ģimnāzija,72.44%,MAT9
Skrīveru novads,Andreja Upīša Skrīveru vidusskola,57.49%,MAT9
Skrundas novads,Nīkrāces pamatskola,59.78%,MAT9
Skrundas novads,Oskara Kalpaka Rudbāržu pamatskola,59.33%,MAT9
Skrundas novads,Skrundas vidusskola,53.95%,MAT9
Skrundas novads,Skrundas Profesionālā vidusskola,39.50%,MAT9
Smiltenes novads,Bilskas pamatskola,46.13%,MAT9
Smiltenes novads,Blomes pamatskola,41.87%,MAT9
Smiltenes novads,Grundzāles pamatskola,50.00%,MAT9
Smiltenes novads,Palsmanes pamatskola,55.73%,MAT9
Smiltenes novads,Variņu pamatskola,49.58%,MAT9
Smiltenes novads,Smiltenes Centra vidusskola,51.50%,MAT9
Smiltenes novads,Smiltenes ģimnāzija,53.19%,MAT9
Stopiņu novads,Stopiņu pamatskola,45.62%,MAT9
Stopiņu novads,Ulbrokas vidusskola,49.89%,MAT9
Stopiņu novads,Upesleju internātpamatskola – rehabilitācijas centrs,34.86%,MAT9
Strenču novads,Strenču novada vidusskola,42.94%,MAT9
Talsu novads,Stendes pamatskola,57.78%,MAT9
Talsu novads,Talsu pamatskola,65.64%,MAT9
Talsu novads,Laidzes pamatskola,60.00%,MAT9
Talsu novads,Laucienes pamatskola,55.52%,MAT9
Talsu novads,Laucienes pamatskolas filiāle,62.00%,MAT9
Talsu novads,Pastendes pamatskola,48.21%,MAT9
Talsu novads,Pūņu pamatskola,60.42%,MAT9
Talsu novads,Virbu pamatskola,62.06%,MAT9
Talsu novads,Vandzenes pamatskola,49.21%,MAT9
Talsu novads,Sabiles vidusskola,47.91%,MAT9
Talsu novads,Talsu 2. vidusskola,53.35%,MAT9
Talsu novads,Talsu Kristīgā vidusskola,58.73%,MAT9
Talsu novads,Valdemārpils vidusskola,54.81%,MAT9
Talsu novads,Talsu novada Vakara un neklātienes vidusskola,28.67%,MAT9
Talsu novads,Talsu Valsts ģimnāzija,61.20%,MAT9
Tērvetes novads,Bukaišu pamatskola,63.56%,MAT9
Tērvetes novads,Tērvetes pamatskola,48.67%,MAT9
Tērvetes novads,Annas Brigaderes pamatskola,51.50%,MAT9
Tērvetes novads,Augstkalnes vidusskola,62.27%,MAT9
Tukuma novads,Tukuma 2. pamatskola,59.29%,MAT9
Tukuma novads,Tukuma E. Birznieka-Upīša 1. pamatskola,57.80%,MAT9
Tukuma novads,Džūkstes pamatskola,51.76%,MAT9
Tukuma novads,Pūres pamatskola,50.97%,MAT9
Tukuma novads,Tukuma 2. vidusskola,56.90%,MAT9
Tukuma novads,Irlavas vidusskola,48.33%,MAT9
Tukuma novads,Tumes vidusskola,48.06%,MAT9
Tukuma novads,Zemgales vidusskola (Tukuma nov.),48.32%,MAT9
Tukuma novads,Tukuma Vakara un neklātienes vidusskola,31.02%,MAT9
Tukuma novads,Tukuma Raiņa ģimnāzija,55.12%,MAT9
Vaiņodes novads,Vaiņodes vidusskola,41.24%,MAT9
Vaiņodes novads,Vaiņodes internātpamatskola,35.70%,MAT9
Valkas novads,Ērģemes pamatskola,63.47%,MAT9
Valkas novads,Kārķu pamatskola,59.67%,MAT9
Valkas novads,Ozolu pamatskola,60.00%,MAT9
Valkas novads,Vijciema pamatskola,43.73%,MAT9
Valkas novads,Valkas pamatskola,49.87%,MAT9
Valkas novads,Valkas ģimnāzija,55.46%,MAT9
Kocēnu novads,Jaunburtnieku pamatskola,47.88%,MAT9
Kocēnu novads,Jura Neikena Dikļu pamatskola,38.10%,MAT9
Kocēnu novads,Kocēnu pamatskola,59.63%,MAT9
Kocēnu novads,Rubenes pamatskola,58.92%,MAT9
Valmieras pilsēta,Valmieras 5. vidusskola,51.36%,MAT9
Valmieras pilsēta,Valmieras Viestura vidusskola,52.93%,MAT9
Valmieras pilsēta,Valmieras 2. vidusskola,62.90%,MAT9
Valmieras pilsēta,Valmieras 2.vidusskolas filiāle,32.50%,MAT9
Valmieras pilsēta,Valmieras Pārgaujas ģimnāzija,60.32%,MAT9
Valmieras pilsēta,Valmieras Valsts ģimnāzija,61.33%,MAT9
Valmieras pilsēta,Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs,40.89%,MAT9
Varakļānu novads,Murmastienes pamatskola,47.26%,MAT9
Varakļānu novads,Varakļānu novada pašvaldības Stirnienes pamatskola,54.67%,MAT9
Varakļānu novads,Varakļānu vidusskola,52.18%,MAT9
Vārkavas novads,Vārkavas pamatskola,30.67%,MAT9
Vārkavas novads,Vārkavas vidusskola,60.15%,MAT9
Vecpiebalgas novads,Taurenes pamatskola,57.56%,MAT9
Vecpiebalgas novads,Dzērbenes vidusskola,33.67%,MAT9
Vecpiebalgas novads,Vecpiebalgas vidusskola,57.58%,MAT9
Vecumnieku novads,Stelpes pamatskola,61.11%,MAT9
Vecumnieku novads,Misas vidusskola,51.78%,MAT9
Vecumnieku novads,Skaistkalnes vidusskola,47.89%,MAT9
Vecumnieku novads,Vecumnieku novada Domes Valles vidusskola,49.22%,MAT9
Vecumnieku novads,Vecumnieku vidusskola,54.04%,MAT9
Ventspils novads,Ances pamatskola,41.00%,MAT9
Ventspils novads,Popes pamatskola,51.07%,MAT9
Ventspils novads,Puzes pamatskola,44.44%,MAT9
Ventspils novads,Užavas pamatskola,68.89%,MAT9
Ventspils novads,Zlēku pamatskola,51.33%,MAT9
Ventspils novads,Zūru pamatskola,68.74%,MAT9
Ventspils novads,Piltenes vidusskola,56.21%,MAT9
Ventspils novads,Ugāles vidusskola,53.76%,MAT9
Ventspils pilsēta,Ventspils 1. pamatskola,51.60%,MAT9
Ventspils pilsēta,Ventspils 4. vidusskola,68.59%,MAT9
Ventspils pilsēta,Ventspils 5. vidusskola,57.98%,MAT9
Ventspils pilsēta,Ventspils 2. vidusskola,67.76%,MAT9
Ventspils pilsēta,Ventspils 3. vidusskola,58.34%,MAT9
Ventspils pilsēta,Ventspils 6. vidusskola,57.94%,MAT9
Ventspils pilsēta,Ventspils vakara vidusskola,30.44%,MAT9
Ventspils pilsēta,Ventspils 1. ģimnāzija,64.97%,MAT9
Viesītes novads,Viesītes vidusskola,58.13%,MAT9
Viļakas novads,Mežvidu pamatskola,46.67%,MAT9
Viļakas novads,Upītes pamatskola,25.67%,MAT9
Viļakas novads,Viduču pamatskola,59.56%,MAT9
Viļakas novads,Žīguru pamatskola,48.89%,MAT9
Viļakas novads,Kupravas pamatskola,57.33%,MAT9
Viļakas novads,Rekavas vidusskola,77.17%,MAT9
Viļakas novads,Viļakas Valsts ģimnāzija,51.54%,MAT9
Viļānu novads,Dekšāru pamatskola,59.39%,MAT9
Viļānu novads,Viļānu vidusskola,69.09%,MAT9
Zilupes novads,Zilupes vidusskola,59.68%,MAT9
Aglonas novads,Aglonas vidusskola,86.00%,ANG9
Aglonas novads,Aglonas internātvidusskola,59.00%,ANG9
Aizkraukles novads,Aizkraukles 1. vidusskola,55.11%,ANG9
Aizkraukles novads,Aizkraukles Vakara (maiņu) vidusskola,54.33%,ANG9
Aizkraukles novads,Aizkraukles novada ģimnāzija,70.34%,ANG9
Aizputes novads,Aizputes pagasta pamatskola,60.00%,ANG9
Aizputes novads,Apriķu pamatskola,51.25%,ANG9
Aizputes novads,Dzērves pamatskola,69.08%,ANG9
Aizputes novads,Kalvenes pamatskola,71.10%,ANG9
Aizputes novads,Māteru Jura Kazdangas pamatskola,67.33%,ANG9
Aizputes novads,Aizputes vidusskola,72.79%,ANG9
Aizputes novads,Aizputes novada Neklātienes vidusskolas Aizputes konsult. punkts,49.00%,ANG9
Aizputes novads,Cīravas Profesionālā vidusskola,51.50%,ANG9
Aknīstes novads,Gārsenes pamatskola,50.00%,ANG9
Aknīstes novads,Aknīstes vidusskola,73.67%,ANG9
Alojas novads,Ozolmuižas pamatskola,56.00%,ANG9
Alojas novads,Puikules pamatskola,71.67%,ANG9
Alojas novads,Alojas Ausekļa vidusskola,71.13%,ANG9
Alojas novads,Staiceles vidusskola,65.25%,ANG9
Alsungas novads,Alsungas vidusskola,57.88%,ANG9
Alūksnes novads,Bejas pamatskola,48.25%,ANG9
Alūksnes novads,Ilzenes pamatskola,62.00%,ANG9
Alūksnes novads,Jaunlaicenes pamatskola,75.50%,ANG9
Alūksnes novads,Malienas pamatskola,55.00%,ANG9
Alūksnes novads,Mālupes pamatskola,56.00%,ANG9
Alūksnes novads,Mārkalnes pamatskola,66.50%,ANG9
Alūksnes novads,Strautiņu pamatskola,58.14%,ANG9
Alūksnes novads,Ziemeru pamatskola,47.00%,ANG9
Alūksnes novads,Jaunannas Mūzikas un mākslas pamatskola,63.33%,ANG9
Alūksnes novads,Pededzes pamatskola,66.20%,ANG9
Alūksnes novads,Liepnas vidusskola,57.20%,ANG9
Alūksnes novads,Alūksnes novada vidusskola,60.50%,ANG9
Alūksnes novads,Ernsta Glika Alūksnes Valsts ģimnāzija,71.36%,ANG9
Alūksnes novads,Alsviķu Profesionālā skola,47.00%,ANG9
Alūksnes novads,Liepnas internātpamatskola,49.00%,ANG9
Amatas novads,Amatas pamatskola,72.00%,ANG9
Amatas novads,Sērmūkšu pamatskola,63.33%,ANG9
Amatas novads,Skujenes pamatskola,64.33%,ANG9
Amatas novads,Zaubes pamatskola,53.67%,ANG9
Amatas novads,Nītaures vidusskola,76.00%,ANG9
Amatas novads,Drabešu internātpamatskola,52.80%,ANG9
Apes novads,Sikšņu pamatskola,71.67%,ANG9
Apes novads,Trapenes pamatskola,60.00%,ANG9
Apes novads,Dāvja Ozoliņa Apes vidusskola,62.89%,ANG9
Apes novads,Ojāra Vācieša Gaujienas vidusskola,54.50%,ANG9
Apes novads,Gaujienas speciālā internātpamatskola,49.50%,ANG9
Auces novads,Auces vidusskola,63.16%,ANG9
Auces novads,Bēnes vidusskola,56.79%,ANG9
Ādažu novads,Privātā vidusskola Ādažu Brīvā Valdorfa skola,73.25%,ANG9
Ādažu novads,Ādažu vidusskola,69.63%,ANG9
Babītes novads,Babītes vidusskola,76.84%,ANG9
Baldones novads,Baldones Mūzikas pamatskola,82.55%,ANG9
Baldones novads,Baldones vidusskola,69.26%,ANG9
Baltinavas novads,Baltinavas vidusskola,88.25%,ANG9
Balvu novads,Briežuciema pamatskola,68.33%,ANG9
Balvu novads,Stacijas pamatskola,40.00%,ANG9
Balvu novads,Balvu pamatskola,56.25%,ANG9
Balvu novads,Bērzpils vidusskola,64.29%,ANG9
Balvu novads,Tilžas vidusskola,52.47%,ANG9
Balvu novads,Balvu Valsts ģimnāzija,68.54%,ANG9
Balvu novads,Tilžas internātpamatskola,55.67%,ANG9
Bauskas novads,Bauskas pilsētas pamatskola,67.63%,ANG9
Bauskas novads,Codes pamatskola,54.88%,ANG9
Bauskas novads,Griķu pamatskola,52.20%,ANG9
Bauskas novads,Jaunsaules pamatskola,66.50%,ANG9
Bauskas novads,Mežgaļu pamatskola,71.71%,ANG9
Bauskas novads,Mežotnes pamatskola,63.33%,ANG9
Bauskas novads,Ozolaines pamatskola,61.50%,ANG9
Bauskas novads,Vecsaules pamatskola,70.83%,ANG9
Bauskas novads,Īslīces vidusskola,61.44%,ANG9
Bauskas novads,Uzvaras vidusskola,80.32%,ANG9
Bauskas novads,Bauskas 2. vidusskola,64.77%,ANG9
Bauskas novads,Bauskas Valsts ģimnāzija,77.25%,ANG9
Bauskas novads,Mežotnes internātvidusskola,41.67%,ANG9
Beverīnas novads,J. Endzelīna Kauguru pamatskola,58.11%,ANG9
Beverīnas novads,Trikātas pamatskola,57.00%,ANG9
Brocēnu novads,Blīdenes pamatskola,66.00%,ANG9
Brocēnu novads,Gaiķu pamatskola,70.50%,ANG9
