Novads,Skola,Priekšmets,Kopvērtējums,"Kārtotāju 
skaits"
186,Rīgas 63. vidusskola,ANG12,59.33,16
186,Rīgas 63. vidusskola,LAT12,35.01,16
186,Rīgas 63. vidusskola,MAT12,36.13,16
186,Rīgas 64. vidusskola,ANG12,81.29,59
186,Rīgas 64. vidusskola,LAT12,73.69,61
186,Rīgas 64. vidusskola,MAT12,57.79,61
186,Rīgas 74. vidusskola,ANG12,59.9,21
186,Rīgas 74. vidusskola,LAT12,42.85,24
186,Rīgas 74. vidusskola,MAT12,42.79,24
186,Rīgas 80. vidusskola,ANG12,60.29,31
186,Rīgas 80. vidusskola,LAT12,36.49,31
186,Rīgas 80. vidusskola,MAT12,35.6,31
186,Rīgas 84. vidusskola,ANG12,75.32,48
186,Rīgas 84. vidusskola,LAT12,63.05,52
186,Rīgas 84. vidusskola,MAT12,47.38,52
186,Rīgas 85. vidusskola,ANG12,76.95,14
186,Rīgas 85. vidusskola,LAT12,56.77,13
186,Rīgas 85. vidusskola,MAT12,45.82,13
186,Rīgas 89. vidusskola,ANG12,60.38,21
186,Rīgas 89. vidusskola,LAT12,37.72,21
186,Rīgas 89. vidusskola,MAT12,37.65,21
186,Rīgas 9. vakara (maiņu) vidusskola,ANG12,41.87,35
186,Rīgas 9. vakara (maiņu) vidusskola,LAT12,34.61,49
186,Rīgas 9. vakara (maiņu) vidusskola,MAT12,16.23,52
186,Rīgas Centra krievu privātģimnāzija,ANG12,65.49,8
186,Rīgas Franču licejs,ANG12,87.63,47
186,Rīgas Franču licejs,LAT12,75.41,50
186,Rīgas Franču licejs,MAT12,44.96,50
186,Rīgas Hanzas vidusskola,ANG12,77.72,43
186,Rīgas Hanzas vidusskola,LAT12,63.57,44
186,Rīgas Hanzas vidusskola,MAT12,32.26,44
186,Rīgas Itas Kozakēvičas Poļu vidusskola,ANG12,59.07,15
186,Rīgas Itas Kozakēvičas Poļu vidusskola,LAT12,49.61,13
186,Rīgas Itas Kozakēvičas Poļu vidusskola,MAT12,44.73,14
186,Rīgas Juglas vidusskola,ANG12,76.64,38
186,Rīgas Juglas vidusskola,LAT12,66.99,41
186,Rīgas Juglas vidusskola,MAT12,46.7,40
186,Rīgas Klasiskā ģimnāzija,ANG12,74.64,56
186,Rīgas Klasiskā ģimnāzija,LAT12,53.19,64
186,Rīgas Klasiskā ģimnāzija,MAT12,50.92,64
186,Rīgas Purvciema vidusskola,ANG12,71.23,43
186,Rīgas Purvciema vidusskola,LAT12,49.19,45
186,Rīgas Purvciema vidusskola,MAT12,54.5,44
186,Rīgas Stila un modes tehnikums (prof.),ANG12,42.77,118
186,Rīgas Stila un modes tehnikums (prof.),LAT12,42.52,117
186,Rīgas Stila un modes tehnikums (prof.),MAT12,12.89,120
186,Rīgas Teikas vidusskola,ANG12,75.72,80
186,Rīgas Teikas vidusskola,LAT12,63.77,82
186,Rīgas Teikas vidusskola,MAT12,41.65,79
186,Rīgas Tirdzniecības profesionālā vidusskola (prof.),ANG12,54.27,59
186,Rīgas Tirdzniecības profesionālā vidusskola (prof.),LAT12,45.09,56
186,Rīgas Tirdzniecības profesionālā vidusskola (prof.),MAT12,16.92,53
186,Struktūrvienība Brasas cietumā (strukt.),LAT12,26.3,7
186,Struktūrvienība Brasas cietumā (strukt.),MAT12,20.27,7
186,Š. Dubnova Rīgas Ebreju vidusskola,ANG12,73.7,8
186,Š. Dubnova Rīgas Ebreju vidusskola,LAT12,39.29,7
186,Š. Dubnova Rīgas Ebreju vidusskola,MAT12,42.97,8
186,"Tālmācības vidusskola ""Rīgas Komercskola""",ANG12,78.81,5
186,"Tālmācības vidusskola ""Rīgas Komercskola""",LAT12,51.09,63
186,"Tālmācības vidusskola ""Rīgas Komercskola""",MAT12,29.03,62
186,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums"" (prof.)",ANG12,43.41,304
186,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums"" (prof.)",LAT12,40.81,297
186,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums"" (prof.)",MAT12,13.19,315
187,Āgenskalna Valsts ģimnāzija,ANG12,83.16,149
187,Āgenskalna Valsts ģimnāzija,LAT12,79.05,154
187,Āgenskalna Valsts ģimnāzija,MAT12,63.02,154
187,Rīgas 14. vakara (maiņu) vidusskola,ANG12,51.57,24
187,Rīgas 14. vakara (maiņu) vidusskola,LAT12,34.91,29
187,Rīgas 14. vakara (maiņu) vidusskola,MAT12,13.17,29
187,Rīgas 47. vidusskola,ANG12,63.7,13
187,Rīgas 47. vidusskola,LAT12,63.77,13
187,Rīgas 47. vidusskola,MAT12,33.12,13
187,Rīgas 53. vidusskola,ANG12,53.58,21
187,Rīgas 53. vidusskola,LAT12,38.04,21
187,Rīgas 53. vidusskola,MAT12,28.66,21
187,Rīgas 61. vidusskola,ANG12,53.97,16
187,Rīgas 61. vidusskola,LAT12,32.67,16
187,Rīgas 61. vidusskola,MAT12,24.02,16
187,Rīgas 94. vidusskola,ANG12,69.5,16
187,Rīgas 94. vidusskola,LAT12,62.09,18
187,Rīgas 94. vidusskola,MAT12,39.97,18
187,Rīgas 95. vidusskola,ANG12,58.87,40
187,Rīgas 95. vidusskola,LAT12,40.53,40
187,Rīgas 95. vidusskola,MAT12,43.11,40
187,Rīgas Angļu ģimnāzija,ANG12,82.14,57
187,Rīgas Angļu ģimnāzija,LAT12,62.34,57
187,Rīgas Angļu ģimnāzija,MAT12,45.23,57
187,Rīgas Katoļu ģimnāzija,ANG12,75.67,2
187,Rīgas Katoļu ģimnāzija,LAT12,59.94,2
187,Rīgas Katoļu ģimnāzija,MAT12,25.31,2
187,Rīgas Mūzikas internātvidusskola,ANG12,48.68,8
187,Rīgas Mūzikas internātvidusskola,LAT12,54.55,10
187,Rīgas Mūzikas internātvidusskola,MAT12,20.88,10
187,Rīgas Zolitūdes ģimnāzija,ANG12,71.28,54
187,Rīgas Zolitūdes ģimnāzija,LAT12,45.65,60
187,Rīgas Zolitūdes ģimnāzija,MAT12,51.93,59
187,Ziemeļvalstu ģimnāzija,ANG12,75.87,48
187,Ziemeļvalstu ģimnāzija,LAT12,61.31,53
187,Ziemeļvalstu ģimnāzija,MAT12,36.76,53
188,"Profesionālās izglītības kompetences centrs ""Rīgas Valsts tehnikums"" (prof.)",ANG12,52.01,354
188,"Profesionālās izglītības kompetences centrs ""Rīgas Valsts tehnikums"" (prof.)",LAT12,39.63,355
188,"Profesionālās izglītības kompetences centrs ""Rīgas Valsts tehnikums"" (prof.)",MAT12,22.56,369
188,Puškina licejs,ANG12,58.29,34
188,Puškina licejs,LAT12,41.04,35
188,Puškina licejs,MAT12,45.57,35
188,Rīgas 10. vidusskola,ANG12,73.34,41
188,Rīgas 10. vidusskola,LAT12,54.15,48
188,Rīgas 10. vidusskola,MAT12,51.99,48
188,Rīgas 13. vidusskola,ANG12,65.42,29
188,Rīgas 13. vidusskola,LAT12,49.79,33
188,Rīgas 13. vidusskola,MAT12,55.7,33
188,Rīgas 18. vakara (maiņu) vidusskola,ANG12,41.4,32
188,Rīgas 18. vakara (maiņu) vidusskola,LAT12,31.82,34
188,Rīgas 18. vakara (maiņu) vidusskola,MAT12,13.87,37
188,Rīgas 28. vidusskola,ANG12,58.87,10
188,Rīgas 28. vidusskola,LAT12,55.48,14
188,Rīgas 28. vidusskola,MAT12,20,14
188,Rīgas 29. vidusskola,ANG12,32.83,10
188,Rīgas 29. vidusskola,LAT12,21.31,10
188,Rīgas 29. vidusskola,MAT12,14.6,11
188,Rīgas 31. vidusskola,ANG12,78.39,13
188,Rīgas 31. vidusskola,LAT12,63.84,17
188,Rīgas 31. vidusskola,MAT12,39.78,17
188,Rīgas 46. vidusskola,ANG12,64.21,15
188,Rīgas 46. vidusskola,LAT12,45.38,15
188,Rīgas 46. vidusskola,MAT12,30.54,15
188,Rīgas 66. speciālā vidusskola,ANG12,71.84,15
188,Rīgas 66. speciālā vidusskola,LAT12,56.64,16
188,Rīgas 66. speciālā vidusskola,MAT12,41.6,16
188,Rīgas Jāņa Poruka vidusskola,ANG12,53.96,11
188,Rīgas Jāņa Poruka vidusskola,LAT12,43.78,18
188,Rīgas Jāņa Poruka vidusskola,MAT12,14.17,18
188,Rīgas Kultūru vidusskola,ANG12,76.93,39
188,Rīgas Kultūru vidusskola,LAT12,69.54,46
188,Rīgas Kultūru vidusskola,MAT12,32.28,46
188,Rīgas Rīnūžu vidusskola,ANG12,46.66,13
188,Rīgas Rīnūžu vidusskola,LAT12,37.46,13
188,Rīgas Rīnūžu vidusskola,MAT12,44.86,13
188,Rīgas Valsts 2. ģimnāzija,ANG12,84.04,132
188,Rīgas Valsts 2. ģimnāzija,LAT12,78.97,141
188,Rīgas Valsts 2. ģimnāzija,MAT12,65.53,141
188,RTU inženierzinātņu vidusskola,ANG12,87.79,23
188,RTU inženierzinātņu vidusskola,LAT12,79.79,23
188,RTU inženierzinātņu vidusskola,MAT12,85.82,23
189,Rojas vidusskola,ANG12,66.69,10
189,Rojas vidusskola,LAT12,73.86,12
189,Rojas vidusskola,MAT12,45.78,12
190,Ropažu vidusskola,ANG12,72.61,6
190,Ropažu vidusskola,LAT12,60.31,7
190,Ropažu vidusskola,MAT12,33.66,7
192,Rugāju novada vidusskola,ANG12,44.01,11
192,Rugāju novada vidusskola,LAT12,57.91,12
192,Rugāju novada vidusskola,MAT12,39.01,12
193,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),ANG12,55.8,23
193,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),LAT12,38.14,40
193,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),MAT12,10.64,41
193,Pilsrundāles vidusskola,ANG12,81.73,7
193,Pilsrundāles vidusskola,LAT12,69.74,12
193,Pilsrundāles vidusskola,MAT12,54.53,12
194,Rūjienas vidusskola,ANG12,69.13,15
194,Rūjienas vidusskola,LAT12,64.39,15
194,Rūjienas vidusskola,MAT12,29.21,15
195,Liepupes vidusskola,ANG12,59.09,7
195,Liepupes vidusskola,LAT12,47.89,7
195,Liepupes vidusskola,MAT12,22.59,7
195,Salacgrīvas vidusskola,ANG12,72.08,16
195,Salacgrīvas vidusskola,LAT12,64.17,17
195,Salacgrīvas vidusskola,MAT12,44.6,17
196,Salas vidusskola,ANG12,75.96,8
196,Salas vidusskola,LAT12,66.14,10
196,Salas vidusskola,MAT12,46.56,10
197,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",ANG12,73.99,19
197,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",LAT12,65.54,20
197,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",MAT12,37.38,20
197,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",ANG12,76.27,14
197,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",LAT12,47.28,14
197,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",MAT12,55.4,14
198,Nīgrandes pagasta Kalnu vidusskola,ANG12,57.43,16
198,Nīgrandes pagasta Kalnu vidusskola,LAT12,49.25,16
198,Nīgrandes pagasta Kalnu vidusskola,MAT12,17.54,16
198,Saldus novada pašvaldības Druvas vidusskola,ANG12,73.07,35
198,Saldus novada pašvaldības Druvas vidusskola,LAT12,76.92,34
198,Saldus novada pašvaldības Druvas vidusskola,MAT12,48.11,34
198,Saldus tehnikums (prof.),ANG12,47.27,111
198,Saldus tehnikums (prof.),LAT12,40.23,107
198,Saldus tehnikums (prof.),MAT12,20.07,108
198,Saldus Vakara vidusskola,ANG12,49.76,3
198,Saldus Vakara vidusskola,LAT12,43.18,4
198,Saldus Vakara vidusskola,MAT12,16.25,4
198,Saldus vidusskola,ANG12,71.95,50
198,Saldus vidusskola,LAT12,63.84,51
198,Saldus vidusskola,MAT12,43.73,51
199,Saulkrastu vidusskola,ANG12,61.5,14
199,Saulkrastu vidusskola,LAT12,64.89,15
199,Saulkrastu vidusskola,MAT12,28.5,15
199,Zvejniekciema vidusskola,ANG12,71.42,17
199,Zvejniekciema vidusskola,LAT12,64.81,17
199,Zvejniekciema vidusskola,MAT12,41.32,17
200,Murjāņu sporta ģimnāzija,ANG12,65.01,28
200,Murjāņu sporta ģimnāzija,LAT12,55.66,32
200,Murjāņu sporta ģimnāzija,MAT12,31.04,32
201,Siguldas pilsētas vidusskola,ANG12,71.54,24
201,Siguldas pilsētas vidusskola,LAT12,61.1,24
201,Siguldas pilsētas vidusskola,MAT12,41.88,24
201,Siguldas Valsts ģimnāzija,ANG12,79.67,72
201,Siguldas Valsts ģimnāzija,LAT12,77.36,73
201,Siguldas Valsts ģimnāzija,MAT12,51.99,73
202,Andreja Upīša Skrīveru vidusskola,ANG12,73.93,30
202,Andreja Upīša Skrīveru vidusskola,LAT12,70.2,31
202,Andreja Upīša Skrīveru vidusskola,MAT12,47.66,31
203,Skrundas vidusskola,ANG12,64.49,14
203,Skrundas vidusskola,LAT12,62.54,14
203,Skrundas vidusskola,MAT12,46.25,14
204,Smiltenes tehnikums (prof.),ANG12,44.01,79
204,Smiltenes tehnikums (prof.),LAT12,45.76,94
204,Smiltenes tehnikums (prof.),MAT12,15.95,101
204,Smiltenes vidusskola,ANG12,73.28,49
204,Smiltenes vidusskola,LAT12,67.58,50
204,Smiltenes vidusskola,MAT12,39.09,50
205,Ulbrokas vidusskola,ANG12,67.87,17
205,Ulbrokas vidusskola,LAT12,54.45,17
205,Ulbrokas vidusskola,MAT12,27.24,17
206,Strenču novada vidusskola,ANG12,62.32,7
206,Strenču novada vidusskola,LAT12,67.69,7
206,Strenču novada vidusskola,MAT12,42.32,7
207,Profesionālās izglītības kompetences centrs Rīgas Valsts tehnikums Laidzes teritoriālā struktūrvienība (prof.) (strukt.),ANG12,30.34,13
207,Profesionālās izglītības kompetences centrs Rīgas Valsts tehnikums Laidzes teritoriālā struktūrvienība (prof.) (strukt.),LAT12,37.5,13
207,Profesionālās izglītības kompetences centrs Rīgas Valsts tehnikums Laidzes teritoriālā struktūrvienība (prof.) (strukt.),MAT12,11.88,14
207,Talsu 2. vidusskola,ANG12,72.26,33
207,Talsu 2. vidusskola,LAT12,62.33,36
207,Talsu 2. vidusskola,MAT12,39.27,36
207,Talsu Kristīgā vidusskola,ANG12,67.97,9
207,Talsu Kristīgā vidusskola,LAT12,63.89,9
207,Talsu Kristīgā vidusskola,MAT12,38.75,9
207,Talsu novada Vakara un neklātienes vidusskola,ANG12,54.79,21
207,Talsu novada Vakara un neklātienes vidusskola,LAT12,45.49,29
207,Talsu novada Vakara un neklātienes vidusskola,MAT12,17.57,28
207,Talsu Valsts ģimnāzija,ANG12,78.64,47
207,Talsu Valsts ģimnāzija,LAT12,71.65,48
207,Talsu Valsts ģimnāzija,MAT12,42.01,48
207,Valdemārpils vidusskola,ANG12,63.18,13
207,Valdemārpils vidusskola,LAT12,51.2,17
207,Valdemārpils vidusskola,MAT12,41.03,17
208,Augstkalnes vidusskola,ANG12,57.96,8
208,Augstkalnes vidusskola,LAT12,54.66,10
208,Augstkalnes vidusskola,MAT12,34.88,10
209,Irlavas vidusskola,ANG12,54.47,4
209,Irlavas vidusskola,LAT12,47.97,7
209,Irlavas vidusskola,MAT12,18.3,7
209,Tukuma 2. vidusskola,ANG12,59.64,48
209,Tukuma 2. vidusskola,LAT12,59.11,48
209,Tukuma 2. vidusskola,MAT12,30.94,49
209,Tukuma Raiņa ģimnāzija,ANG12,72.71,50
209,Tukuma Raiņa ģimnāzija,LAT12,70.02,50
209,Tukuma Raiņa ģimnāzija,MAT12,35.89,49
209,Tukuma Vakara un neklātienes vidusskola,ANG12,53.21,18
209,Tukuma Vakara un neklātienes vidusskola,LAT12,42.05,24
209,Tukuma Vakara un neklātienes vidusskola,MAT12,13.12,24
209,Tumes vidusskola,ANG12,33.75,5
209,Tumes vidusskola,LAT12,62.61,5
209,Tumes vidusskola,MAT12,24.25,5
209,Zemgales vidusskola,ANG12,44.73,17
209,Zemgales vidusskola,LAT12,42.93,20
209,Zemgales vidusskola,MAT12,26.59,20
210,Vaiņodes vidusskola,ANG12,60.98,13
210,Vaiņodes vidusskola,LAT12,54.98,13
210,Vaiņodes vidusskola,MAT12,44.95,13
211,Valkas Jāņa Cimzes ģimnāzija,ANG12,72,22
211,Valkas Jāņa Cimzes ģimnāzija,LAT12,58.14,27
211,Valkas Jāņa Cimzes ģimnāzija,MAT12,47.82,27
213,Valmieras 2. vidusskola,ANG12,51.52,35
213,Valmieras 2. vidusskola,LAT12,47.87,45
213,Valmieras 2. vidusskola,MAT12,32.68,44
213,Valmieras 5. vidusskola,ANG12,53.26,41
213,Valmieras 5. vidusskola,LAT12,51.37,46
213,Valmieras 5. vidusskola,MAT12,23.06,46
213,Valmieras Mākslas vidusskola (prof.),ANG12,57.97,12
213,Valmieras Mākslas vidusskola (prof.),LAT12,55.55,13
213,Valmieras Mākslas vidusskola (prof.),MAT12,26.25,13
213,Valmieras Pārgaujas ģimnāzija,ANG12,74.75,70
213,Valmieras Pārgaujas ģimnāzija,LAT12,71.11,79
213,Valmieras Pārgaujas ģimnāzija,MAT12,42.33,79
213,Valmieras tehnikums (prof.),ANG12,45.93,84
213,Valmieras tehnikums (prof.),LAT12,44.79,80
213,Valmieras tehnikums (prof.),MAT12,15.83,82
213,Valmieras Valsts ģimnāzija,ANG12,77.13,83
213,Valmieras Valsts ģimnāzija,LAT12,68.37,86
213,Valmieras Valsts ģimnāzija,MAT12,48.33,86
213,Valmieras Viestura vidusskola,ANG12,70.12,63
213,Valmieras Viestura vidusskola,LAT12,67.41,66
213,Valmieras Viestura vidusskola,MAT12,32.78,66
213,Vidzemes Augstskola,LAT12,39.2,1
214,Varakļānu vidusskola,ANG12,55.36,14
214,Varakļānu vidusskola,LAT12,67.65,14
214,Varakļānu vidusskola,MAT12,41.25,14
215,Vārkavas vidusskola,ANG12,53.21,6
215,Vārkavas vidusskola,LAT12,52.7,8
215,Vārkavas vidusskola,MAT12,32.27,8
216,Vecpiebalgas konsultpunkts (strukt.),ANG12,73.75,1
216,Vecpiebalgas konsultpunkts (strukt.),LAT12,31.25,2
216,Vecpiebalgas konsultpunkts (strukt.),MAT12,11.25,2
216,Vecpiebalgas vidusskola,ANG12,64.72,10
216,Vecpiebalgas vidusskola,LAT12,57.56,10
216,Vecpiebalgas vidusskola,MAT12,28.5,10
217,Misas vidusskola,ANG12,63.39,6
217,Misas vidusskola,LAT12,59.19,6
217,Misas vidusskola,MAT12,36.77,6
217,Skaistkalnes vidusskola,ANG12,58.17,10
217,Skaistkalnes vidusskola,LAT12,56.93,10
217,Skaistkalnes vidusskola,MAT12,38.19,10
217,Vecumnieku novada Domes Valles vidusskola,ANG12,52.48,8
217,Vecumnieku novada Domes Valles vidusskola,LAT12,62.78,8
217,Vecumnieku novada Domes Valles vidusskola,MAT12,15.23,8
217,Vecumnieku vidusskola,ANG12,47.12,8
217,Vecumnieku vidusskola,LAT12,48.67,9
217,Vecumnieku vidusskola,MAT12,27.29,9
218,Piltenes vidusskola,ANG12,58.98,8
218,Piltenes vidusskola,LAT12,53.62,8
218,Piltenes vidusskola,MAT12,31.48,8
218,Ugāles vidusskola,ANG12,68.86,13
218,Ugāles vidusskola,LAT12,59.13,16
218,Ugāles vidusskola,MAT12,32.3,16
219,"Profesionālās izglītības kompetences centrs ""Ventspils Mūzikas vidusskola"" (prof.)",ANG12,78.13,12
219,"Profesionālās izglītības kompetences centrs ""Ventspils Mūzikas vidusskola"" (prof.)",LAT12,78.65,12
219,"Profesionālās izglītības kompetences centrs ""Ventspils Mūzikas vidusskola"" (prof.)",MAT12,32.45,12
219,Ventspils 2. vidusskola,ANG12,62.76,37
219,Ventspils 2. vidusskola,LAT12,48.02,41
219,Ventspils 2. vidusskola,MAT12,53.92,41
219,Ventspils 3. vidusskola,ANG12,60.13,20
219,Ventspils 3. vidusskola,LAT12,38.31,21
219,Ventspils 3. vidusskola,MAT12,38.99,21
219,Ventspils 4. vidusskola,ANG12,72.22,47
219,Ventspils 4. vidusskola,LAT12,64.81,49
219,Ventspils 4. vidusskola,MAT12,37,49
219,Ventspils 6. vidusskola,ANG12,61.41,30
219,Ventspils 6. vidusskola,LAT12,51.2,36
219,Ventspils 6. vidusskola,MAT12,30,37
219,Ventspils Tehnikums (prof.),ANG12,55.03,110
219,Ventspils Tehnikums (prof.),LAT12,42.63,133
219,Ventspils Tehnikums (prof.),MAT12,17.48,134
219,Ventspils Valsts 1. ģimnāzija,ANG12,77.28,77
219,Ventspils Valsts 1. ģimnāzija,LAT12,68.95,81
219,Ventspils Valsts 1. ģimnāzija,MAT12,50.7,81
220,Viesītes vidusskola,ANG12,68.22,19
220,Viesītes vidusskola,LAT12,56.9,22
220,Viesītes vidusskola,MAT12,42.73,22
221,Rekavas vidusskola,ANG12,43.34,9
221,Rekavas vidusskola,LAT12,47.12,13
221,Rekavas vidusskola,MAT12,37.79,13
221,Viļakas Valsts ģimnāzija,ANG12,56.68,14
221,Viļakas Valsts ģimnāzija,LAT12,62.44,20
221,Viļakas Valsts ģimnāzija,MAT12,47.03,20
222,Viļānu vidusskola,ANG12,68.1,13
222,Viļānu vidusskola,LAT12,50.95,28
222,Viļānu vidusskola,MAT12,35.22,28
223,Zilupes vidusskola,ANG12,44.21,24
223,Zilupes vidusskola,LAT12,37.59,24
223,Zilupes vidusskola,MAT12,34.87,24
226,Mērsraga vidusskola,ANG12,47.08,7
226,Mērsraga vidusskola,LAT12,46.51,7
226,Mērsraga vidusskola,MAT12,9.29,7
