Priekšmets,Skola,Kopvērtējums
LAT12,Liepājas Jūrniecības koledža,32.36%
ANG12,Liepājas mākslas vidusskola,46.43%
MAT12,Liepājas mākslas vidusskola,25.80%
LAT12,Liepājas mākslas vidusskola,46.40%
ANG12,Liepājas pilsētas 12. vidusskola,49.40%
MAT12,Liepājas pilsētas 12. vidusskola,44.65%
ANG12,Liepājas Raiņa 6. vidusskola,54.80%
MAT12,Liepājas Raiņa 6. vidusskola,35.37%
LAT12,Liepājas Raiņa 6. vidusskola,56.18%
ANG12,Liepājas Tūrisma un tekstila skola,27.71%
MAT12,Liepājas Tūrisma un tekstila skola,16.33%
LAT12,Liepājas Tūrisma un tekstila skola,36.15%
ANG12,Liepājas Universitāte,53.55%
MAT12,Liepājas Universitāte,50.94%
LAT12,Liepājas Universitāte,41.09%
ANG12,Liepājas vakara (maiņu) vidusskola,33.79%
MAT12,Liepājas vakara (maiņu) vidusskola,20.28%
LAT12,Liepājas vakara (maiņu) vidusskola,44.12%
ANG12,Liepājas Valsts 1. ģimnāzija,60.83%
MAT12,Liepājas Valsts 1. ģimnāzija,41.56%
LAT12,Liepājas Valsts 1. ģimnāzija,63.93%
ANG12,Liepnas vidusskola,34.05%
MAT12,Liepnas vidusskola,29.37%
LAT12,Liepnas vidusskola,48.73%
ANG12,Liepupes vidusskola,49.87%
MAT12,Liepupes vidusskola,43.75%
LAT12,Liepupes vidusskola,55.54%
ANG12,Līgatnes novada vidusskola,49.94%
MAT12,Līgatnes novada vidusskola,36.51%
LAT12,Līgatnes novada vidusskola,54.27%
ANG12,Limbažu 1. vidusskola,58.56%
MAT12,Limbažu 1. vidusskola,50.23%
LAT12,Limbažu 1. vidusskola,63.21%
ANG12,Limbažu 2. vidusskola,43.83%
MAT12,Limbažu 2. vidusskola,24.37%
LAT12,Limbažu 2. vidusskola,43.37%
ANG12,Limbažu 3. vidusskola,59.85%
MAT12,Limbažu 3. vidusskola,46.86%
LAT12,Limbažu 3. vidusskola,59.43%
ANG12,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,34.82%
MAT12,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,19.82%
LAT12,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,42.48%
ANG12,Limbažu Profesionālā vidusskola,26.43%
MAT12,Limbažu Profesionālā vidusskola,16.20%
LAT12,Limbažu Profesionālā vidusskola,30.80%
ANG12,Līvānu 1. vidusskola,57.00%
MAT12,Līvānu 1. vidusskola,40.49%
LAT12,Līvānu 1. vidusskola,63.37%
ANG12,Līvānu 2. vidusskola,46.04%
MAT12,Līvānu 2. vidusskola,51.28%
ANG12,Līvānu novada Vakara (maiņu) vidusskola,38.69%
MAT12,Līvānu novada Vakara (maiņu) vidusskola,22.06%
LAT12,Līvānu novada Vakara (maiņu) vidusskola,45.33%
ANG12,Līvbērzes vidusskola,44.26%
MAT12,Līvbērzes vidusskola,36.31%
LAT12,Līvbērzes vidusskola,56.01%
ANG12,Lizuma vidusskola,53.32%
MAT12,Lizuma vidusskola,37.75%
LAT12,Lizuma vidusskola,56.29%
ANG12,Lubānas vidusskola,49.50%
MAT12,Lubānas vidusskola,36.80%
LAT12,Lubānas vidusskola,62.95%
ANG12,Ludzas 2. vidusskola,56.74%
MAT12,Ludzas 2. vidusskola,47.00%
LAT12,Ludzas 2. vidusskola,51.43%
ANG12,Ludzas novada vakara vidusskola,25.84%
MAT12,Ludzas novada vakara vidusskola,19.93%
LAT12,Ludzas novada vakara vidusskola,39.78%
ANG12,Ludzas pilsētas ģimnāzija,57.36%
MAT12,Ludzas pilsētas ģimnāzija,45.01%
LAT12,Ludzas pilsētas ģimnāzija,60.06%
ANG12,Lūznavas profesionālā vidusskola,25.80%
MAT12,Lūznavas profesionālā vidusskola,12.82%
LAT12,Lūznavas profesionālā vidusskola,37.50%
ANG12,"Mācību centrs ""RIMAN""",35.87%
MAT12,"Mācību centrs ""RIMAN""",10.05%
ANG12,Madlienas vidusskola,52.02%
MAT12,Madlienas vidusskola,31.50%
LAT12,Madlienas vidusskola,55.78%
ANG12,Madonas pilsētas 1. vidusskola,59.02%
MAT12,Madonas pilsētas 1. vidusskola,37.77%
LAT12,Madonas pilsētas 1. vidusskola,60.61%
ANG12,Madonas pilsētas 2. vidusskola,46.91%
MAT12,Madonas pilsētas 2. vidusskola,29.51%
LAT12,Madonas pilsētas 2. vidusskola,47.27%
ANG12,Madonas Vakara un neklātienes vidusskola,34.08%
MAT12,Madonas Vakara un neklātienes vidusskola,16.10%
LAT12,Madonas Vakara un neklātienes vidusskola,41.05%
ANG12,Madonas Valsts ģimnāzija,65.61%
MAT12,Madonas Valsts ģimnāzija,52.68%
LAT12,Madonas Valsts ģimnāzija,62.55%
ANG12,Makašānu AMAT12u vidusskola,44.21%
MAT12,Makašānu AMAT12u vidusskola,30.47%
LAT12,Makašānu AMAT12u vidusskola,35.81%
ANG12,Malnavas koledža,30.53%
MAT12,Malnavas koledža,28.41%
LAT12,Malnavas koledža,32.89%
ANG12,Mālpils Profesionālā vidusskola,30.99%
MAT12,Mālpils Profesionālā vidusskola,15.61%
LAT12,Mālpils Profesionālā vidusskola,34.01%
ANG12,Mālpils vidusskola,49.28%
MAT12,Mālpils vidusskola,32.02%
LAT12,Mālpils vidusskola,55.04%
ANG12,Maltas 1. vidusskola,53.00%
MAT12,Maltas 1. vidusskola,46.98%
LAT12,Maltas 1. vidusskola,60.68%
ANG12,Maltas 2. vidusskola,39.68%
MAT12,Maltas 2. vidusskola,42.26%
ANG12,Mārupes vidusskola,63.22%
MAT12,Mārupes vidusskola,43.52%
LAT12,Mārupes vidusskola,51.81%
ANG12,Mazsalacas vidusskola,58.96%
MAT12,Mazsalacas vidusskola,44.89%
LAT12,Mazsalacas vidusskola,65.70%
ANG12,Medumu vidusskola,42.50%
MAT12,Medumu vidusskola,36.76%
LAT12,Medumu vidusskola,32.76%
ANG12,Mērsraga vidusskola,32.89%
MAT12,Mērsraga vidusskola,13.55%
LAT12,Mērsraga vidusskola,40.95%
ANG12,Mežotnes internātvidusskola,62.11%
MAT12,Mežotnes internātvidusskola,35.25%
LAT12,Mežotnes internātvidusskola,48.03%
ANG12,Misas vidusskola,44.59%
MAT12,Misas vidusskola,25.54%
LAT12,Misas vidusskola,51.84%
ANG12,Murjāņu sporta ģimnāzija,53.36%
MAT12,Murjāņu sporta ģimnāzija,43.75%
LAT12,Murjāņu sporta ģimnāzija,51.41%
ANG12,Murjāņu sporta ģimnāzija Jūrmalas filiāle,43.24%
MAT12,Murjāņu sporta ģimnāzija Jūrmalas filiāle,32.05%
LAT12,Murjāņu sporta ģimnāzija Jūrmalas filiāle,41.18%
ANG12,Natālijas Draudziņas ģimnāzija,65.57%
MAT12,Natālijas Draudziņas ģimnāzija,48.27%
LAT12,Natālijas Draudziņas ģimnāzija,65.13%
ANG12,Naukšēnu vidusskola,53.86%
MAT12,Naukšēnu vidusskola,40.76%
LAT12,Naukšēnu vidusskola,52.33%
ANG12,Nautrēnu vidusskola,47.61%
MAT12,Nautrēnu vidusskola,61.48%
LAT12,Nautrēnu vidusskola,60.67%
ANG12,Neretas Jāņa Jaunsudrabiņa vidusskola,52.99%
MAT12,Neretas Jāņa Jaunsudrabiņa vidusskola,44.77%
LAT12,Neretas Jāņa Jaunsudrabiņa vidusskola,47.15%
ANG12,Nīcas vidusskola,54.20%
MAT12,Nīcas vidusskola,40.37%
LAT12,Nīcas vidusskola,56.21%
ANG12,Nītaures vidusskola,49.23%
MAT12,Nītaures vidusskola,28.27%
LAT12,Nītaures vidusskola,58.37%
ANG12,Ogres 1. vidusskola,65.41%
MAT12,Ogres 1. vidusskola,51.39%
LAT12,Ogres 1. vidusskola,59.69%
ANG12,Ogres AMAT12niecības vidusskola,30.89%
MAT12,Ogres AMAT12niecības vidusskola,17.48%
LAT12,Ogres AMAT12niecības vidusskola,36.78%
ANG12,Ogres ģimnāzija,63.34%
MAT12,Ogres ģimnāzija,53.48%
LAT12,Ogres ģimnāzija,58.82%
ANG12,Ogres Meža tehnikums,31.87%
MAT12,Ogres Meža tehnikums,15.99%
LAT12,Ogres Meža tehnikums,34.67%
ANG12,Ogres Profesionālā vidusskola,41.69%
MAT12,Ogres Profesionālā vidusskola,21.16%
LAT12,Ogres Profesionālā vidusskola,37.73%
ANG12,Ogres Vakara vidusskola,37.46%
MAT12,Ogres Vakara vidusskola,35.04%
LAT12,Ogres Vakara vidusskola,41.51%
ANG12,Ojāra Vācieša Gaujienas vidusskola,47.71%
MAT12,Ojāra Vācieša Gaujienas vidusskola,38.27%
LAT12,Ojāra Vācieša Gaujienas vidusskola,53.15%
ANG12,Olaines 1. vidusskola,60.79%
MAT12,Olaines 1. vidusskola,46.22%
LAT12,Olaines 1. vidusskola,63.30%
ANG12,Olaines 2. vidusskola,54.58%
MAT12,Olaines 2. vidusskola,48.03%
ANG12,Olaines Mehānikas un tehnoloģijas koledža,38.30%
MAT12,Olaines Mehānikas un tehnoloģijas koledža,20.97%
LAT12,Olaines Mehānikas un tehnoloģijas koledža,33.77%
ANG12,Ozolnieku vidusskola,53.88%
MAT12,Ozolnieku vidusskola,36.52%
LAT12,Ozolnieku vidusskola,55.84%
ANG12,Pāvilostas vidusskola,56.47%
MAT12,Pāvilostas vidusskola,55.09%
LAT12,Pāvilostas vidusskola,61.59%
ANG12,Pilsrundāles vidusskola,61.61%
MAT12,Pilsrundāles vidusskola,61.71%
LAT12,Pilsrundāles vidusskola,61.40%
ANG12,Piltenes vidusskola,48.99%
MAT12,Piltenes vidusskola,33.35%
LAT12,Piltenes vidusskola,47.50%
ANG12,Pļaviņu novada ģimnāzija,56.22%
MAT12,Pļaviņu novada ģimnāzija,39.20%
LAT12,Pļaviņu novada ģimnāzija,56.90%
ANG12,Preiļu 2. vidusskola,45.25%
MAT12,Preiļu 2. vidusskola,33.56%
LAT12,Preiļu 2. vidusskola,49.54%
ANG12,Preiļu arodvidusskola,22.10%
MAT12,Preiļu arodvidusskola,14.15%
LAT12,Preiļu arodvidusskola,31.28%
ANG12,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,28.29%
MAT12,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,30.45%
LAT12,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,37.24%
ANG12,Preiļu Valsts ģimnāzija,57.37%
MAT12,Preiļu Valsts ģimnāzija,60.56%
LAT12,Preiļu Valsts ģimnāzija,68.88%
ANG12,Priekules vidusskola,47.36%
MAT12,Priekules vidusskola,25.90%
LAT12,Priekules vidusskola,53.85%
ANG12,Priekuļu vidusskola,54.93%
MAT12,Priekuļu vidusskola,31.25%
LAT12,Priekuļu vidusskola,56.83%
ANG12,"Privātā Profesionālā vidusskola ""SIGMA""",43.16%
MAT12,"Privātā Profesionālā vidusskola ""SIGMA""",16.48%
LAT12,"Privātā Profesionālā vidusskola ""SIGMA""",39.71%
ANG12,Privātā Rīgas Tehnolingvistiskā ģimnāzija,69.30%
MAT12,Privātā Rīgas Tehnolingvistiskā ģimnāzija,63.29%
ANG12,"Privātā vidusskola ""Klasika""",73.02%
MAT12,"Privātā vidusskola ""Klasika""",45.31%
LAT12,"Privātā vidusskola ""Klasika""",59.75%
ANG12,"Privātā vidusskola ""Laisma""",73.70%
MAT12,"Privātā vidusskola ""Laisma""",35.00%
LAT12,"Privātā vidusskola ""Laisma""",49.39%
ANG12,"Privātā vidusskola ""Norma""",52.47%
MAT12,"Privātā vidusskola ""Norma""",36.46%
ANG12,"Privātā vidusskola ""Patnis""",62.50%
MAT12,"Privātā vidusskola ""Patnis""",45.33%
LAT12,"Privātā vidusskola ""Patnis""",54.90%
ANG12,"Privātā vidusskola ""Templum""",47.77%
MAT12,"Privātā vidusskola ""Templum""",12.36%
ANG12,Privātā vidusskola Ādažu Brīvā Valdofa skola,56.54%
MAT12,Privātā vidusskola Ādažu Brīvā Valdofa skola,31.56%
LAT12,Privātā vidusskola Ādažu Brīvā Valdofa skola,57.42%
ANG12,"Privātskola ""Latreia""",66.69%
MAT12,"Privātskola ""Latreia""",45.23%
LAT12,"Privātskola ""Latreia""",53.98%
ANG12,Pumpuru vidusskola,58.03%
MAT12,Pumpuru vidusskola,29.25%
LAT12,Pumpuru vidusskola,48.95%
ANG12,Puškina licejs,63.76%
MAT12,Puškina licejs,49.76%
ANG12,Rankas arodvidusskola,29.57%
MAT12,Rankas arodvidusskola,14.06%
LAT12,Rankas arodvidusskola,28.74%
ANG12,Raunas vidusskola,41.57%
MAT12,Raunas vidusskola,30.21%
LAT12,Raunas vidusskola,42.74%
ANG12,Rekavas vidusskola,50.51%
MAT12,Rekavas vidusskola,60.94%
LAT12,Rekavas vidusskola,46.25%
ANG12,Rēzeknes 1. vidusskola,66.68%
MAT12,Rēzeknes 1. vidusskola,68.68%
LAT12,Rēzeknes 1. vidusskola,69.76%
ANG12,Rēzeknes 14. arodvidusskola,27.08%
MAT12,Rēzeknes 14. arodvidusskola,13.47%
LAT12,Rēzeknes 14. arodvidusskola,29.02%
ANG12,Rēzeknes 2. vidusskola,46.56%
MAT12,Rēzeknes 2. vidusskola,50.87%
ANG12,Rēzeknes 3. vidusskola,41.46%
MAT12,Rēzeknes 3. vidusskola,52.09%
ANG12,Rēzeknes 4. vidusskola,27.90%
MAT12,Rēzeknes 4. vidusskola,28.69%
ANG12,Rēzeknes 5. vidusskola,63.07%
MAT12,Rēzeknes 5. vidusskola,62.02%
LAT12,Rēzeknes 5. vidusskola,67.52%
ANG12,Rēzeknes 6. vidusskola,49.23%
MAT12,Rēzeknes 6. vidusskola,40.74%
ANG12,Rēzeknes Mākslas un dizaina vidusskola,32.03%
MAT12,Rēzeknes Mākslas un dizaina vidusskola,30.14%
LAT12,Rēzeknes Mākslas un dizaina vidusskola,47.35%
ANG12,Rēzeknes poļu vidusskola,58.74%
MAT12,Rēzeknes poļu vidusskola,60.17%
LAT12,Rēzeknes poļu vidusskola,61.21%
ANG12,Rēzeknes Profesionālā vidusskola,33.51%
MAT12,Rēzeknes Profesionālā vidusskola,18.77%
LAT12,Rēzeknes Profesionālā vidusskola,40.24%
ANG12,Rēzeknes vakara vidusskola,29.06%
MAT12,Rēzeknes vakara vidusskola,15.42%
LAT12,Rēzeknes vakara vidusskola,38.51%
ANG12,Rēzeknes Valsts ģimnāzija,59.14%
MAT12,Rēzeknes Valsts ģimnāzija,56.29%
LAT12,Rēzeknes Valsts ģimnāzija,66.07%
ANG12,Riebiņu vidusskola,44.67%
MAT12,Riebiņu vidusskola,49.88%
LAT12,Riebiņu vidusskola,56.79%
ANG12,Rīgas 1. vakara (maiņu) vidusskola,37.58%
MAT12,Rīgas 1. vakara (maiņu) vidusskola,18.46%
LAT12,Rīgas 1. vakara (maiņu) vidusskola,39.07%
ANG12,Rīgas 10. vidusskola,68.98%
MAT12,Rīgas 10. vidusskola,60.06%
ANG12,Rīgas 100. vidusskola,50.67%
MAT12,Rīgas 100. vidusskola,28.11%
LAT12,Rīgas 100. vidusskola,58.59%
ANG12,Rīgas 13. vidusskola,57.27%
MAT12,Rīgas 13. vidusskola,46.08%
ANG12,Rīgas 14. vakara (maiņu) vidusskola,50.56%
MAT12,Rīgas 14. vakara (maiņu) vidusskola,18.31%
LAT12,Rīgas 14. vakara (maiņu) vidusskola,37.70%
ANG12,Rīgas 15. vidusskola,49.38%
MAT12,Rīgas 15. vidusskola,47.29%
ANG12,Rīgas 16. vidusskola,47.50%
MAT12,Rīgas 16. vidusskola,50.56%
ANG12,Rīgas 18. vakara (maiņu) vidusskola,37.14%
MAT12,Rīgas 18. vakara (maiņu) vidusskola,16.91%
LAT12,Rīgas 18. vakara (maiņu) vidusskola,42.13%
ANG12,Rīgas 19. vidusskola,57.33%
MAT12,Rīgas 19. vidusskola,26.48%
LAT12,Rīgas 19. vidusskola,48.67%
ANG12,Rīgas 21. vidusskola,58.05%
MAT12,Rīgas 21. vidusskola,46.26%
ANG12,Rīgas 22. vidusskola,68.02%
MAT12,Rīgas 22. vidusskola,57.09%
ANG12,Rīgas 25. vidusskola,58.64%
MAT12,Rīgas 25. vidusskola,37.67%
LAT12,Rīgas 25. vidusskola,55.34%
ANG12,Rīgas 28. vidusskola,52.51%
MAT12,Rīgas 28. vidusskola,43.48%
LAT12,Rīgas 28. vidusskola,52.68%
ANG12,Rīgas 29. vidusskola,29.17%
MAT12,Rīgas 29. vidusskola,19.45%
ANG12,Rīgas 31. vidusskola,53.34%
MAT12,Rīgas 31. vidusskola,28.20%
LAT12,Rīgas 31. vidusskola,44.11%
ANG12,Rīgas 32. vidusskola,52.80%
MAT12,Rīgas 32. vidusskola,45.91%
ANG12,Rīgas 33. vidusskola,61.14%
MAT12,Rīgas 33. vidusskola,48.26%
ANG12,Rīgas 34. vidusskola,73.63%
MAT12,Rīgas 34. vidusskola,60.00%
ANG12,Rīgas 37. vidusskola,41.25%
MAT12,Rīgas 37. vidusskola,49.05%
ANG12,Rīgas 40. vidusskola,79.26%
MAT12,Rīgas 40. vidusskola,63.02%
ANG12,Rīgas 41. vidusskola,57.11%
MAT12,Rīgas 41. vidusskola,32.14%
LAT12,Rīgas 41. vidusskola,46.38%
ANG12,Rīgas 45. vidusskola,56.66%
MAT12,Rīgas 45. vidusskola,36.88%
LAT12,Rīgas 45. vidusskola,52.12%
ANG12,Rīgas 46. vidusskola,51.60%
MAT12,Rīgas 46. vidusskola,41.04%
ANG12,Rīgas 47. vidusskola,55.81%
MAT12,Rīgas 47. vidusskola,37.66%
LAT12,Rīgas 47. vidusskola,57.04%
ANG12,Rīgas 49. vidusskola,70.63%
MAT12,Rīgas 49. vidusskola,64.16%
LAT12,Rīgas 49. vidusskola,70.19%
ANG12,Rīgas 51. vidusskola,47.10%
MAT12,Rīgas 51. vidusskola,38.60%
ANG12,Rīgas 53. vidusskola,49.28%
MAT12,Rīgas 53. vidusskola,38.19%
ANG12,Rīgas 54. vidusskola,48.18%
MAT12,Rīgas 54. vidusskola,40.49%
ANG12,Rīgas 6. vidusskola,62.61%
MAT12,Rīgas 6. vidusskola,38.11%
LAT12,Rīgas 6. vidusskola,60.50%
ANG12,Rīgas 60. vidusskola,63.64%
MAT12,Rīgas 60. vidusskola,48.98%
ANG12,Rīgas 61. vidusskola,45.08%
MAT12,Rīgas 61. vidusskola,38.20%
ANG12,Rīgas 62. vidusskola,55.06%
MAT12,Rīgas 62. vidusskola,40.90%
LAT12,Rīgas 62. vidusskola,47.06%
ANG12,Rīgas 63. vidusskola,54.16%
MAT12,Rīgas 63. vidusskola,37.84%
ANG12,Rīgas 64. vidusskola,74.36%
MAT12,Rīgas 64. vidusskola,64.15%
LAT12,Rīgas 64. vidusskola,67.15%
ANG12,Rīgas 65. vidusskola,57.84%
MAT12,Rīgas 65. vidusskola,53.75%
ANG12,Rīgas 66. speciālā vidusskola,50.59%
MAT12,Rīgas 66. speciālā vidusskola,42.52%
LAT12,Rīgas 66. speciālā vidusskola,54.55%
ANG12,Rīgas 68. vidusskola,50.52%
MAT12,Rīgas 68. vidusskola,39.15%
ANG12,Rīgas 69. vidusskola,63.29%
MAT12,Rīgas 69. vidusskola,47.00%
LAT12,Rīgas 69. vidusskola,53.42%
ANG12,Rīgas 71. vidusskola,53.64%
MAT12,Rīgas 71. vidusskola,37.72%
ANG12,Rīgas 72. vidusskola,59.09%
MAT12,Rīgas 72. vidusskola,55.16%
ANG12,Rīgas 74. vidusskola,54.89%
MAT12,Rīgas 74. vidusskola,48.28%
ANG12,Rīgas 75. vidusskola,52.04%
MAT12,Rīgas 75. vidusskola,40.96%
ANG12,Rīgas 80. vidusskola,53.46%
MAT12,Rīgas 80. vidusskola,48.68%
ANG12,Rīgas 84. vidusskola,68.90%
MAT12,Rīgas 84. vidusskola,53.45%
LAT12,Rīgas 84. vidusskola,61.58%
ANG12,Rīgas 85. vidusskola,63.46%
MAT12,Rīgas 85. vidusskola,35.42%
LAT12,Rīgas 85. vidusskola,61.89%
ANG12,Rīgas 86. vidusskola,49.88%
MAT12,Rīgas 86. vidusskola,37.01%
ANG12,Rīgas 88. vidusskola,58.31%
MAT12,Rīgas 88. vidusskola,43.32%
ANG12,Rīgas 89. vidusskola,57.58%
MAT12,Rīgas 89. vidusskola,39.18%
ANG12,Rīgas 9. vakara (maiņu) vidusskola,37.90%
MAT12,Rīgas 9. vakara (maiņu) vidusskola,18.11%
LAT12,Rīgas 9. vakara (maiņu) vidusskola,44.82%
ANG12,Rīgas 90. vidusskola,49.66%
MAT12,Rīgas 90. vidusskola,26.30%
LAT12,Rīgas 90. vidusskola,57.88%
ANG12,Rīgas 92. vidusskola,37.88%
MAT12,Rīgas 92. vidusskola,35.16%
ANG12,Rīgas 93. vidusskola,52.83%
MAT12,Rīgas 93. vidusskola,32.06%
LAT12,Rīgas 93. vidusskola,49.23%
ANG12,Rīgas 94. vidusskola,56.32%
MAT12,Rīgas 94. vidusskola,42.51%
LAT12,Rīgas 94. vidusskola,53.99%
ANG12,Rīgas 95. vidusskola,49.68%
MAT12,Rīgas 95. vidusskola,49.11%
ANG12,Rīgas 96. vidusskola,57.33%
MAT12,Rīgas 96. vidusskola,40.66%
ANG12,Rīgas 99. vidusskola,60.25%
MAT12,Rīgas 99. vidusskola,31.87%
LAT12,Rīgas 99. vidusskola,55.59%
ANG12,Rīgas AMAT12niecības vidusskola,46.19%
MAT12,Rīgas AMAT12niecības vidusskola,25.41%
LAT12,Rīgas AMAT12niecības vidusskola,44.60%
ANG12,Rīgas ANG12ļu ģimnāzija,76.00%
MAT12,Rīgas ANG12ļu ģimnāzija,56.50%
LAT12,Rīgas ANG12ļu ģimnāzija,61.40%
ANG12,Rīgas Anniņmuižas vidusskola,56.47%
MAT12,Rīgas Anniņmuižas vidusskola,49.24%
ANG12,Rīgas Būvniecības vidusskola,37.80%
MAT12,Rīgas Būvniecības vidusskola,19.71%
LAT12,Rīgas Būvniecības vidusskola,32.35%
ANG12,Rīgas Celtniecības koledža,53.27%
MAT12,Rīgas Celtniecības koledža,45.60%
LAT12,Rīgas Celtniecības koledža,46.49%
ANG12,Rīgas Centra humanitārā vidusskola,86.08%
MAT12,Rīgas Centra humanitārā vidusskola,58.33%
LAT12,Rīgas Centra humanitārā vidusskola,73.33%
ANG12,Rīgas Centra krievu privātģimnāzija,44.36%
MAT12,Rīgas Centra krievu privātģimnāzija,21.25%
ANG12,Rīgas Daugavgrīvas vidusskola,66.24%
MAT12,Rīgas Daugavgrīvas vidusskola,62.02%
ANG12,Rīgas Dizaina un mākslas vidusskola,58.74%
MAT12,Rīgas Dizaina un mākslas vidusskola,32.47%
LAT12,Rīgas Dizaina un mākslas vidusskola,53.77%
ANG12,Rīgas Doma kora skola,65.16%
MAT12,Rīgas Doma kora skola,38.68%
LAT12,Rīgas Doma kora skola,71.88%
ANG12,Rīgas Ezerkrastu vidusskola,53.49%
MAT12,Rīgas Ezerkrastu vidusskola,22.40%
LAT12,Rīgas Ezerkrastu vidusskola,45.20%
ANG12,Rīgas Franču licejs,80.76%
MAT12,Rīgas Franču licejs,58.53%
LAT12,Rīgas Franču licejs,75.10%
ANG12,"Rīgas ģimnāzija ""Maksima""",70.89%
MAT12,"Rīgas ģimnāzija ""Maksima""",68.59%
ANG12,Rīgas Hanzas vidusskola,66.04%
MAT12,Rīgas Hanzas vidusskola,42.43%
LAT12,Rīgas Hanzas vidusskola,58.74%
ANG12,Rīgas Herdera vidusskola,64.48%
MAT12,Rīgas Herdera vidusskola,45.17%
ANG12,Rīgas Imantas vidusskola,62.55%
MAT12,Rīgas Imantas vidusskola,31.62%
LAT12,Rīgas Imantas vidusskola,64.41%
ANG12,Rīgas Itas Kozakēvičas Poļu vidusskola,52.60%
MAT12,Rīgas Itas Kozakēvičas Poļu vidusskola,45.29%
ANG12,Rīgas Jāņa Poruka vidusskola,56.63%
MAT12,Rīgas Jāņa Poruka vidusskola,24.79%
LAT12,Rīgas Jāņa Poruka vidusskola,46.89%
ANG12,Rīgas Juglas vidusskola,65.07%
MAT12,Rīgas Juglas vidusskola,53.08%
LAT12,Rīgas Juglas vidusskola,62.19%
ANG12,Rīgas Katoļu ģimnāzija,51.85%
MAT12,Rīgas Katoļu ģimnāzija,39.74%
LAT12,Rīgas Katoļu ģimnāzija,56.49%
ANG12,Rīgas Klasiskā ģimnāzija,66.91%
MAT12,Rīgas Klasiskā ģimnāzija,49.92%
ANG12,Rīgas komercģimnāzija,66.29%
MAT12,Rīgas komercģimnāzija,46.30%
LAT12,Rīgas komercģimnāzija,59.08%
ANG12,Rīgas Krievu vidusskola,52.74%
MAT12,Rīgas Krievu vidusskola,36.77%
ANG12,Rīgas Kristīgā vidusskola,62.11%
MAT12,Rīgas Kristīgā vidusskola,35.99%
LAT12,Rīgas Kristīgā vidusskola,48.16%
ANG12,Rīgas Kultūru vidusskola,70.60%
MAT12,Rīgas Kultūru vidusskola,43.06%
LAT12,Rīgas Kultūru vidusskola,67.95%
ANG12,Rīgas Lastādijas internātvidusskola,31.87%
MAT12,Rīgas Lastādijas internātvidusskola,24.73%
ANG12,Rīgas Lietuviešu vidusskola,57.31%
MAT12,Rīgas Lietuviešu vidusskola,34.47%
LAT12,Rīgas Lietuviešu vidusskola,46.82%
ANG12,Rīgas M. Lomonosova krievu vidusskola,55.42%
MAT12,Rīgas M. Lomonosova krievu vidusskola,40.85%
ANG12,Rīgas Mūzikas internātvidusskola,46.67%
MAT12,Rīgas Mūzikas internātvidusskola,30.29%
LAT12,Rīgas Mūzikas internātvidusskola,44.07%
ANG12,Rīgas Ostvalda vidusskola,54.14%
MAT12,Rīgas Ostvalda vidusskola,42.05%
ANG12,Rīgas Pārdaugavas profesionālā vidusskola,36.79%
MAT12,Rīgas Pārdaugavas profesionālā vidusskola,22.07%
LAT12,Rīgas Pārdaugavas profesionālā vidusskola,38.56%
ANG12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),31.61%
MAT12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),14.50%
LAT12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),31.31%
ANG12,Rīgas pilsētas 2. ģimnāzija,74.97%
MAT12,Rīgas pilsētas 2. ģimnāzija,60.69%
LAT12,Rīgas pilsētas 2. ģimnāzija,67.60%
ANG12,Rīgas pilsētas 3. ģimnāzija,69.90%
MAT12,Rīgas pilsētas 3. ģimnāzija,61.39%
LAT12,Rīgas pilsētas 3. ģimnāzija,64.29%
ANG12,Rīgas pilsētas Pļavnieku ģimnāzija,64.73%
MAT12,Rīgas pilsētas Pļavnieku ģimnāzija,44.57%
LAT12,Rīgas pilsētas Pļavnieku ģimnāzija,62.59%
ANG12,Rīgas Purvciema aMAT12u skola,39.89%
MAT12,Rīgas Purvciema aMAT12u skola,22.30%
LAT12,Rīgas Purvciema aMAT12u skola,43.05%
ANG12,Rīgas Purvciema vidusskola,65.91%
MAT12,Rīgas Purvciema vidusskola,55.52%
ANG12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,51.59%
MAT12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,20.51%
LAT12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,46.46%
ANG12,Rīgas Rīnūžu vidusskola,57.73%
MAT12,Rīgas Rīnūžu vidusskola,51.86%
ANG12,Rīgas Šampētera vidusskola,42.34%
MAT12,Rīgas Šampētera vidusskola,38.72%
LAT12,Rīgas Šampētera vidusskola,34.19%
ANG12,Rīgas Sergeja Žoltoka vidusskola,56.88%
MAT12,Rīgas Sergeja Žoltoka vidusskola,39.59%
ANG12,Rīgas Stila un modes profesionālā vidusskola,32.53%
MAT12,Rīgas Stila un modes profesionālā vidusskola,19.36%
