Novads,Skola,Kopvērtējums,Priekšmets
Madonas novads,Kalsnavas pamatskola,50.75%,MAT9
Madonas novads,Kristiāna Dāvida pamatskola,44.27%,MAT9
Madonas novads,Kusas pamatskola,69.04%,MAT9
Madonas novads,Lazdonas pamatskola,44.76%,MAT9
Madonas novads,Liezēres pamatskola,57.33%,MAT9
Madonas novads,Mārcienas pamatskola,48.59%,MAT9
Madonas novads,Mētrienas pamatskola,78.67%,MAT9
Madonas novads,Praulienas pamatskola,66.57%,MAT9
Madonas novads,Sarkaņu pamatskola,40.00%,MAT9
Madonas novads,Vestienas pamatskola,58.67%,MAT9
Madonas novads,Madonas pilsētas 1. vidusskola,43.26%,MAT9
Madonas novads,Ļaudonas vidusskola,66.40%,MAT9
Madonas novads,Madonas Vakara un neklātienes vidusskola,26.13%,MAT9
Madonas novads,Madonas Valsts ģimnāzija,72.74%,MAT9
Madonas novads,Barkavas arodvidusskola,40.00%,MAT9
Mazsalacas novads,Mazsalacas vidusskola,51.81%,MAT9
Mālpils novads,Sidgundas pamatskola,71.20%,MAT9
Mālpils novads,Mālpils vidusskola,58.42%,MAT9
Mālpils novads,Mālpils internātpamatskola,40.38%,MAT9
Mārupes novads,Mārupes pamatskola,67.90%,MAT9
Mārupes novads,Mārupes vidusskola,70.78%,MAT9
Naukšēnu novads,Naukšēnu novada vidusskola,57.94%,MAT9
Naukšēnu novads,"Sociālās korekcijas izglītības iestāde ""Naukšēni""",46.93%,MAT9
Neretas novads,Mazzalves pamatskola,53.96%,MAT9
Neretas novads,Sproģu pamatskola,50.40%,MAT9
Neretas novads,Neretas Jāņa Jaunsudrabiņa vidusskola,61.96%,MAT9
Nīcas novads,Rudes pamatskola,58.44%,MAT9
Nīcas novads,Nīcas vidusskola,64.62%,MAT9
Ogres novads,Ķeipenes pamatskola,66.83%,MAT9
Ogres novads,Lauberes pamatskola,54.86%,MAT9
Ogres novads,Meņģeles pamatskola,65.78%,MAT9
Ogres novads,Ogresgala pamatskola,43.44%,MAT9
Ogres novads,Ogres 1. vidusskola,58.76%,MAT9
Ogres novads,Madlienas vidusskola,49.88%,MAT9
Ogres novads,Suntažu vidusskola,57.26%,MAT9
Ogres novads,Taurupes vidusskola,52.30%,MAT9
Ogres novads,Jaunogres vidusskola,63.48%,MAT9
Ogres novads,Ogres Valsts ģimnāzija,70.35%,MAT9
Ogres novads,Suntažu internātpamatskola - rehabilitācijas centrs,47.33%,MAT9
Olaines novads,Olaines 2. vidusskola,59.81%,MAT9
Ozolnieku novads,Garozas pamatskola,48.89%,MAT9
Ozolnieku novads,Salgales pamatskola,46.67%,MAT9
Ozolnieku novads,Teteles pamatskola,39.62%,MAT9
Ozolnieku novads,Ozolnieku vidusskola,55.87%,MAT9
Pārgaujas novads,Raiskuma pamatskola,49.71%,MAT9
Pārgaujas novads,Straupes pamatskola,75.82%,MAT9
Pārgaujas novads,Raiskuma speciālā internātpamatskola – rehabilitācijas centrs,52.00%,MAT9
Pāvilostas novads,Vērgales pamatskola,63.20%,MAT9
Pāvilostas novads,Pāvilostas vidusskola,63.25%,MAT9
Pļaviņu novads,Pļaviņu novada ģimnāzija,49.29%,MAT9
Preiļu novads,Pelēču pamatskola,62.67%,MAT9
Preiļu novads,Priekuļu pamatskola,75.85%,MAT9
Preiļu novads,Salas pamatskola (Preiļi),52.44%,MAT9
Preiļu novads,Preiļu 1. pamatskola,61.23%,MAT9
Preiļu novads,Preiļu 2. vidusskola,67.11%,MAT9
Preiļu novads,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,36.89%,MAT9
Priekules novads,Gramzdas pamatskola,39.00%,MAT9
Priekules novads,Kalētu pamatskola,56.73%,MAT9
Priekules novads,Krotes Kronvalda Ata pamatskola,41.21%,MAT9
Priekules novads,Virgas pamatskola,44.67%,MAT9
Priekules novads,Priekules vidusskola,40.35%,MAT9
Priekuļu novads,Mārsnēnu pamatskola,30.67%,MAT9
Priekuļu novads,Liepas pamatskola,54.46%,MAT9
Priekuļu novads,Priekuļu vidusskola,51.09%,MAT9
Raunas novads,Drustu pamatskola,68.17%,MAT9
Raunas novads,Raunas vidusskola,39.67%,MAT9
Rēzeknes novads,Bērzgales pamatskola,52.89%,MAT9
Rēzeknes novads,Gaigalavas pamatskola,58.15%,MAT9
Rēzeknes novads,Jaunstrūžānu pamatskola,59.26%,MAT9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,55.20%,MAT9
Rēzeknes novads,Verēmu pamatskola,70.96%,MAT9
Rēzeknes novads,Liepu pamatskola,63.20%,MAT9
Rēzeknes novads,Audriņu pamatskola,66.42%,MAT9
Rēzeknes novads,Kruķu pamatskola,60.00%,MAT9
Rēzeknes novads,Rikavas pamatskola,52.30%,MAT9
Rēzeknes novads,Zarečnajas pamatskola,66.67%,MAT9
Rēzeknes novads,Feimaņu pamatskola,48.83%,MAT9
Rēzeknes novads,Rēznas pamatskola,66.00%,MAT9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,47.27%,MAT9
Rēzeknes novads,Dricānu vidusskola,45.08%,MAT9
Rēzeknes novads,Lūcijas Rancānes Makašānu Amatu vidusskola,47.33%,MAT9
Rēzeknes novads,Maltas 1. vidusskola,40.76%,MAT9
Rēzeknes novads,Nautrēnu vidusskola,63.24%,MAT9
Rēzeknes novads,Tiskādu vidusskola,60.56%,MAT9
Rēzeknes novads,Kaunatas vidusskola,56.44%,MAT9
Rēzeknes novads,Maltas 2. vidusskola,53.16%,MAT9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,71.43%,MAT9
Rēzeknes pilsēta,Rēzeknes 2. vidusskola,60.04%,MAT9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,58.97%,MAT9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,64.13%,MAT9
Rēzeknes pilsēta,Rēzeknes 4. vidusskola,37.25%,MAT9
Rēzeknes pilsēta,Rēzeknes 6. vidusskola,67.07%,MAT9
Rēzeknes pilsēta,Rēzeknes 3. vidusskola,68.63%,MAT9
Rēzeknes pilsēta,Rēzeknes vakara vidusskola,49.78%,MAT9
Rēzeknes pilsēta,Rēzeknes valsts poļu ģimnāzija,68.00%,MAT9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,66.22%,MAT9
Riebiņu novads,Dravnieku pamatskola,66.13%,MAT9
Riebiņu novads,Galēnu pamatskola,70.37%,MAT9
Riebiņu novads,Rušonas pamatskola,50.00%,MAT9
Riebiņu novads,Sīļukalna pamatskola,46.86%,MAT9
Riebiņu novads,Silajāņu pamatskola,32.67%,MAT9
Riebiņu novads,Riebiņu vidusskola,64.67%,MAT9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",67.87%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,65.29%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 24. pamatskola,56.00%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,72.78%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 22. vidusskola,64.94%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 40. vidusskola,66.19%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,28.83%,MAT9
Rīgas pilsēta (Centra raj.),Natālijas Draudziņas ģimnāzija,56.33%,MAT9
Rīgas pilsēta (Centra raj.),Privātā Rīgas Tehnolingvistiskā ģimnāzija,62.22%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,92.15%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,78.63%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 66. speciālā vidusskola,68.38%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,57.82%,MAT9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,63.33%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",59.89%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,37.94%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,36.99%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,65.10%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,47.66%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātskola ""Latreia""",79.87%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 33. vidusskola,59.33%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 34. vidusskola,73.88%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 54. vidusskola,50.88%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 68. vidusskola,56.64%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 96. vidusskola,63.10%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Daugavgrīvas vidusskola,69.42%,MAT9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,73.22%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Templum""",54.67%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 71. vidusskola,60.53%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Anniņmuižas vidusskola,56.53%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Ostvalda vidusskola,66.42%,MAT9
Rīgas pilsēta (Kurzemes raj.),Āgenskalna Valsts ģimnāzija,76.43%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,72.59%,MAT9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,70.13%,MAT9
Rīgas pilsēta (Latgales priekšp.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,53.37%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Pļavnieku pamatskola,40.33%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Privātā pamatskola ""Maksima""",64.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),Jankas Kupalas Rīgas Baltkrievu pamatskola,55.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),Kārļa Videnieka Rīgas 77. vidusskola,50.17%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,56.30%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,49.33%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 62. vidusskola,41.61%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,59.88%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,72.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",57.07%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 32. vidusskola,60.42%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 51. vidusskola,63.75%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 65. vidusskola,63.48%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 72. vidusskola,47.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 75. vidusskola,56.90%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 86. vidusskola,47.52%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 88. vidusskola,63.98%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola,63.44%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Universālā vidusskola,58.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""Laisma""",58.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 15. vidusskola,43.18%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 92. vidusskola,53.84%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Krievu vidusskola,30.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Privātskola ""Innova""",79.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ukraiņu vidusskola,61.14%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,35.03%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,56.80%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 3.arodskola,65.33%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,33.40%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Tālmācības vidusskola ""Rīgas Komercskola""",36.00%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,53.08%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 45. vidusskola,43.85%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,81.10%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,72.82%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,68.24%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,62.97%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 93. vidusskola,54.34%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu vidusskola,44.83%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Franču licejs,77.82%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Hanzas vidusskola,68.50%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,67.86%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,71.77%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 60. vidusskola,62.18%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 63. vidusskola,57.86%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 74. vidusskola,64.23%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Herdera vidusskola,62.15%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Purvciema vidusskola,72.51%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Š. Dubnova Rīgas Ebreju vidusskola,83.11%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Biznesa un vadības privātvidusskola,34.67%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",75.47%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 21. vidusskola,58.00%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 80. vidusskola,59.62%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 89. vidusskola,70.06%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Itas Kozakēvičas Poļu vidusskola,45.41%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,27.06%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Klasiskā ģimnāzija,63.88%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,49.27%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Pārdaugavas pamatskola,36.44%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu pamatskola,69.82%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,50.32%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,61.73%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 53. vidusskola,59.23%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 61. vidusskola,55.02%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 95. vidusskola,62.95%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Šampētera vidusskola,37.39%,MAT9
Rīgas pilsēta (Zemgales priekšp.),"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",65.24%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,28.63%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,63.28%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,48.44%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,63.38%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Zolitūdes ģimnāzija,74.07%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Doma kora skola,73.75%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,34.40%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 7. pamatskola,46.00%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,56.00%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,47.54%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,40.62%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,58.52%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Puškina licejs,58.87%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 10. vidusskola,76.32%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 29. vidusskola,55.37%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 46. vidusskola,55.83%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Rīnūžu vidusskola,62.57%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 13. vidusskola,64.46%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 37. vidusskola,63.30%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,26.38%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Valsts 2.ģimnāzija,79.58%,MAT9
Rojas novads,Mērsraga vidusskola,35.45%,MAT9
Rojas novads,Rojas vidusskola,49.39%,MAT9
Ropažu novads,Zaķumuižas pamatskola,59.73%,MAT9
Ropažu novads,Ropažu vidusskola,41.24%,MAT9
Rucavas novads,Rucavas pamatskola,78.81%,MAT9
Rucavas novads,Sikšņu pamatskola (Rucava),43.33%,MAT9
Rugāju novads,Eglaines pamatskola (Rugāji),65.14%,MAT9
Rugāju novads,Rugāju novada vidusskola,66.96%,MAT9
Rundāles novads,Pilsrundāles vidusskola,67.31%,MAT9
Rūjienas novads,Jeru pamatskola,59.78%,MAT9
Rūjienas novads,Rūjienas vidusskola,56.37%,MAT9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,59.50%,MAT9
Salacgrīvas novads,Salacgrīvas vidusskola,61.16%,MAT9
Salacgrīvas novads,Liepupes vidusskola,54.96%,MAT9
Salas novads,Biržu internātpamatskola,49.58%,MAT9
Salas novads,Biržu pamatskola,51.43%,MAT9
Salas novads,Salas vidusskola,70.22%,MAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",54.85%,MAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",40.93%,MAT9
Saldus novads,Saldus pamatskola,65.03%,MAT9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,54.31%,MAT9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,54.67%,MAT9
Saldus novads,Saldus novada pašvaldības Kurzemītes pamatskola,43.56%,MAT9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,43.43%,MAT9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,47.73%,MAT9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,42.79%,MAT9
Saldus novads,Saldus novada pašvaldības Rubas pamatskola,38.86%,MAT9
Saldus novads,Saldus novada pašvaldības Sātiņu pamatskola,54.36%,MAT9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,59.67%,MAT9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,65.00%,MAT9
Saldus novads,Saldus 2. vidusskola,59.38%,MAT9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,76.86%,MAT9
Saldus novads,Saldus novada pašvaldības Ezeres vidusskola,46.67%,MAT9
Saldus novads,Saldus novada pašvaldības Kalnu vidusskola,55.89%,MAT9
Saldus novads,Saldus Vakara vidusskola,35.11%,MAT9
Saldus novads,Saldus ģimnāzija,70.20%,MAT9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,50.80%,MAT9
Saulkrastu novads,Saulkrastu vidusskola,64.00%,MAT9
Saulkrastu novads,Zvejniekciema vidusskola,67.56%,MAT9
Sējas novads,Sējas pamatskola,50.67%,MAT9
Sējas novads,Murjāņu sporta ģimnāzija,58.78%,MAT9
Siguldas novads,Siguldas 1. pamatskola,49.50%,MAT9
Siguldas novads,Allažu pamatskola,52.22%,MAT9
Siguldas novads,Siguldas novada vidusskola,28.67%,MAT9
Siguldas novads,Siguldas pilsētas vidusskola,57.71%,MAT9
Siguldas novads,Siguldas Valsts ģimnāzija,71.81%,MAT9
Skrīveru novads,Andreja Upīša Skrīveru vidusskola,64.51%,MAT9
Skrundas novads,Nīkrāces pamatskola,53.56%,MAT9
Skrundas novads,Oskara Kalpaka Rudbāržu pamatskola,50.22%,MAT9
Skrundas novads,Skrundas vidusskola,64.56%,MAT9
Skrundas novads,Skrundas arodvidusskola,42.56%,MAT9
Skrundas novads,Rudbāržu internātpamatskola - rehabilitācijas centrs,61.33%,MAT9
Smiltenes novads,Bilskas pamatskola,45.52%,MAT9
Smiltenes novads,Blomes pamatskola,45.87%,MAT9
Smiltenes novads,Grundzāles pamatskola,63.33%,MAT9
Smiltenes novads,Palsmanes pamatskola,53.60%,MAT9
Smiltenes novads,Variņu pamatskola,63.33%,MAT9
Smiltenes novads,Smiltenes Centra vidusskola,58.99%,MAT9
Smiltenes novads,Smiltenes ģimnāzija,61.91%,MAT9
Stopiņu novads,Stopiņu pamatskola,54.37%,MAT9
Stopiņu novads,Ulbrokas vidusskola,59.51%,MAT9
Stopiņu novads,Upesleju internātpamatskola – rehabilitācijas centrs,46.67%,MAT9
Talsu novads,Stendes pamatskola,54.42%,MAT9
Talsu novads,Talsu pamatskola,50.16%,MAT9
Talsu novads,Laucienes pamatskola,50.46%,MAT9
Talsu novads,Laucienes pamatskolas filiāle,80.50%,MAT9
Talsu novads,Pastendes pamatskola,44.62%,MAT9
Talsu novads,Pūņu pamatskola,68.74%,MAT9
Talsu novads,Virbu pamatskola,47.67%,MAT9
Talsu novads,Vandzenes pamatskola,41.60%,MAT9
Talsu novads,Sabiles vidusskola,57.62%,MAT9
Talsu novads,Talsu 2. vidusskola,63.31%,MAT9
Talsu novads,Talsu Kristīgā vidusskola,68.29%,MAT9
Talsu novads,Valdemārpils vidusskola,52.29%,MAT9
Talsu novads,Talsu novada Vakara un neklātienes vidusskola,29.02%,MAT9
Talsu novads,Talsu Valsts ģimnāzija,60.00%,MAT9
Tērvetes novads,Bukaišu pamatskola,65.78%,MAT9
Tērvetes novads,Tērvetes pamatskola,46.89%,MAT9
Tērvetes novads,Annas Brigaderes pamatskola,46.55%,MAT9
Tērvetes novads,Augstkalnes vidusskola,57.44%,MAT9
Tukuma novads,Tukuma 2. pamatskola,56.90%,MAT9
Tukuma novads,Tukuma E. Birznieka-Upīša 1. pamatskola,58.76%,MAT9
Tukuma novads,"Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola, ""Dzīvā skola""",41.50%,MAT9
Tukuma novads,Pūres pamatskola,48.33%,MAT9
Tukuma novads,Tukuma 3. pamatskola,63.27%,MAT9
Tukuma novads,Tukuma 2. vidusskola,61.77%,MAT9
Tukuma novads,Džūkstes pamatskola,50.60%,MAT9
Tukuma novads,Irlavas vidusskola,54.27%,MAT9
Tukuma novads,Tumes vidusskola,46.07%,MAT9
Tukuma novads,Zemgales vidusskola (Tukums),65.00%,MAT9
Tukuma novads,Tukuma Vakara un neklātienes vidusskola,24.53%,MAT9
Tukuma novads,Tukuma Raiņa ģimnāzija,69.47%,MAT9
Vaiņodes novads,Vaiņodes vidusskola,45.41%,MAT9
Vaiņodes novads,Vaiņodes internātpamatskola,37.89%,MAT9
Valkas novads,Ērģemes pamatskola,59.56%,MAT9
Valkas novads,Kārķu pamatskola,55.78%,MAT9
Valkas novads,Ozolu pamatskola,43.33%,MAT9
Valkas novads,Vijciema pamatskola,58.93%,MAT9
Valkas novads,Valkas pamatskola,58.67%,MAT9
Valkas novads,Valkas ģimnāzija,63.80%,MAT9
Valmieras novads,Jaunburtnieku pamatskola,38.13%,MAT9
Valmieras novads,Jura Neikena Dikļu pamatskola,37.90%,MAT9
Valmieras novads,Kocēnu pamatskola,71.43%,MAT9
Valmieras novads,Rubenes pamatskola (Kocēnu),58.06%,MAT9
Valmieras pilsēta,Valmieras 5. vidusskola,53.64%,MAT9
Valmieras pilsēta,Valmieras Viestura vidusskola,59.78%,MAT9
Valmieras pilsēta,Valmieras 2. vidusskola,54.33%,MAT9
Valmieras pilsēta,Valmieras 2.vidusskolas filiāle,33.83%,MAT9
Valmieras pilsēta,Valmieras Pārgaujas ģimnāzija,57.12%,MAT9
Valmieras pilsēta,Valmieras Valsts ģimnāzija,65.41%,MAT9
Valmieras pilsēta,Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs,35.73%,MAT9
Varakļānu novads,Murmastienes pamatskola,74.22%,MAT9
Varakļānu novads,Varakļānu novada pašvaldības Stirnienes pamatskola,52.17%,MAT9
Varakļānu novads,Varakļānu vidusskola,42.53%,MAT9
Vārkavas novads,Vanagu pamatskola,75.62%,MAT9
Vārkavas novads,Vārkavas pamatskola,44.17%,MAT9
Vārkavas novads,Vārkavas vidusskola,70.67%,MAT9
Vecpiebalgas novads,Inešu pamatskola,62.67%,MAT9
Vecpiebalgas novads,Taurenes pamatskola,68.00%,MAT9
Vecpiebalgas novads,Vecpiebalgas vidusskola,49.71%,MAT9
Vecpiebalgas novads,Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts,32.00%,MAT9
Vecumnieku novads,Vecumnieku novada Domes Bārbeles pamatskola,62.00%,MAT9
Vecumnieku novads,Misas vidusskola,51.20%,MAT9
Vecumnieku novads,Skaistkalnes vidusskola,65.93%,MAT9
Vecumnieku novads,Vecumnieku novada Domes Valles vidusskola,40.36%,MAT9
Vecumnieku novads,Vecumnieku vidusskola,65.75%,MAT9
Ventspils novads,Ances pamatskola,40.00%,MAT9
Ventspils novads,Jūrkalnes pamatskola,41.33%,MAT9
Ventspils novads,Popes pamatskola,58.10%,MAT9
Ventspils novads,Puzes pamatskola,49.67%,MAT9
Ventspils novads,Tārgales pamatskola,64.00%,MAT9
Ventspils novads,Užavas pamatskola,69.50%,MAT9
Ventspils novads,Zlēku pamatskola,70.96%,MAT9
Ventspils novads,Zūru pamatskola,75.90%,MAT9
Ventspils novads,Piltenes vidusskola,42.33%,MAT9
Ventspils novads,Ugāles vidusskola,56.00%,MAT9
Ventspils pilsēta,Ventspils 1. pamatskola,52.65%,MAT9
Ventspils pilsēta,Ventspils 2. pamatskola,60.72%,MAT9
Ventspils pilsēta,Ventspils 4. vidusskola,73.95%,MAT9
