Novads,Skola,Kopvērtējums,Priekšmets
Dobeles novads,Penkules pamatskola,70.70%,LAT9
Dobeles novads,Lejasstrazdu pamatskola,35.45%,LAT9
Dobeles novads,Dobeles 1. vidusskola,50.36%,LAT9
Dobeles novads,Dobeles Valsts ģimnāzija,75.76%,LAT9
Dobeles novads,Dobeles Amatniecības un vispārizglītojošā vidusskola,42.08%,LAT9
Dundagas novads,Kolkas pamatskola,59.70%,LAT9
Dundagas novads,Dundagas vidusskola,69.97%,LAT9
Durbes novads,A. Spāģa Dunalkas pamatskola,55.00%,LAT9
Durbes novads,Rāvas pamatskola,69.55%,LAT9
Durbes novads,Ata Kronvalda Durbes vidusskola,74.40%,LAT9
Engures novads,Lapmežciema pamatskola,79.32%,LAT9
Engures novads,Smārdes pamatskola,49.09%,LAT9
Engures novads,Engures vidusskola,65.61%,LAT9
Ērgļu novads,Jāņa Zālīša Sausnējas pamatskola,63.82%,LAT9
Ērgļu novads,Ērgļu vidusskola,67.47%,LAT9
Garkalnes novads,Garkalnes vidusskola,65.31%,LAT9
Garkalnes novads,Berģu Mūzikas un mākslas pamatskola,62.21%,LAT9
Grobiņas novads,Bārtas pamatskola,59.09%,LAT9
Grobiņas novads,Gaviezes pamatskola,65.32%,LAT9
Grobiņas novads,Kapsēdes pamatskola,76.88%,LAT9
Grobiņas novads,Grobiņas pamatskola,58.37%,LAT9
Gulbenes novads,Daukstes pamatskola,60.14%,LAT9
Gulbenes novads,Druvienas pamatskola,67.40%,LAT9
Gulbenes novads,Galgauskas pamatskola,69.01%,LAT9
Gulbenes novads,K. Valdemāra pamatskola,54.00%,LAT9
Gulbenes novads,Litenes pamatskola,51.92%,LAT9
Gulbenes novads,Ozolkalna pamatskola,54.92%,LAT9
Gulbenes novads,Rankas pamatskola,67.73%,LAT9
Gulbenes novads,Stāķu pamatskola,67.91%,LAT9
Gulbenes novads,Stāmerienas pamatskola,61.65%,LAT9
Gulbenes novads,Tirzas pamatskola,56.59%,LAT9
Gulbenes novads,Gulbenes 2. vidusskola,66.43%,LAT9
Gulbenes novads,Gulbenes vidusskola,56.19%,LAT9
Gulbenes novads,Gulbīša vidusskola,62.60%,LAT9
Gulbenes novads,Lejasciema vidusskola,67.97%,LAT9
Gulbenes novads,Lizuma vidusskola,56.57%,LAT9
Gulbenes novads,Gulbenes Vakara (maiņu) vidusskola,48.55%,LAT9
Gulbenes novads,Gulbenes novada valsts ģimnāzija,69.44%,LAT9
Gulbenes novads,Rankas arodvidusskola,39.59%,LAT9
Iecavas novads,Dzimtmisas pamatskola,60.74%,LAT9
Iecavas novads,Iecavas vidusskola,60.51%,LAT9
Iecavas novads,Rīgas Tālmācības vidusskola,70.91%,LAT9
Iecavas novads,Iecavas internātpamatskola,63.33%,LAT9
Ilūkstes novads,Subates pamatskola,64.13%,LAT9
Ilūkstes novads,Eglaines pamatskola,68.35%,LAT9
Ilūkstes novads,Ilūkstes 1. vidusskola,74.41%,LAT9
Ilūkstes novads,Bebrenes vidusskola,72.10%,LAT9
Inčukalna novads,Inčukalna pamatskola,71.89%,LAT9
Inčukalna novads,Vangažu vidusskola,61.06%,LAT9
Jaunjelgavas novads,Daudzeses pamatskola,71.09%,LAT9
Jaunjelgavas novads,Seces pagasta pamatskola,67.58%,LAT9
Jaunjelgavas novads,Sunākstes pamatskola,51.57%,LAT9
Jaunjelgavas novads,Jaunjelgavas vidusskola,71.40%,LAT9
Jaunpiebalgas novads,Jaunpiebalgas vidusskola,57.61%,LAT9
Jaunpils novads,Jaunpils vidusskola,58.38%,LAT9
Jelgavas novads,Platones pamatskola,52.84%,LAT9
Jelgavas novads,Aizupes pamatskola,69.55%,LAT9
Jelgavas novads,Sesavas pamatskola,63.80%,LAT9
Jelgavas novads,Svētes pamatskola,60.91%,LAT9
Jelgavas novads,Vilces pamatskola,50.08%,LAT9
Jelgavas novads,Zaļenieku pamatskola,64.16%,LAT9
Jelgavas novads,Šķibes pamatskola,53.48%,LAT9
Jelgavas novads,Elejas vidusskola,57.56%,LAT9
Jelgavas novads,Kalnciema vidusskola,59.09%,LAT9
Jelgavas novads,Līvbērzes vidusskola,66.42%,LAT9
Jelgavas novads,Staļģenes vidusskola,59.83%,LAT9
Jelgavas novads,Vircavas vidusskola,61.21%,LAT9
Jelgavas novads,Kalnciema pagasta vidusskola,52.81%,LAT9
Jelgavas novads,Jelgavas novada Neklātienes vidusskolas Elejas konsult. punkts,35.06%,LAT9
Jelgavas pilsēta,Jelgavas 4. vidusskola,57.51%,LAT9
Jelgavas pilsēta,Jelgavas Vakara (maiņu) vidusskola,47.77%,LAT9
Jelgavas pilsēta,Jelgavas novada Neklātienes vidusskola,46.52%,LAT9
Jelgavas pilsēta,Jelgavas 1. ģimnāzija,58.68%,LAT9
Jelgavas pilsēta,Jelgavas Spīdolas ģimnāzija,62.48%,LAT9
Jelgavas pilsēta,Jelgavas Valsts ģimnāzija,67.22%,LAT9
Jelgavas pilsēta,Jelgavas Amatu vidusskola,49.86%,LAT9
Jelgavas pilsēta,Jelgavas 1.speciālā internātpamatskola,54.62%,LAT9
Jēkabpils novads,Ābeļu pamatskola,61.21%,LAT9
Jēkabpils novads,Bērzgala pamatskola,70.57%,LAT9
Jēkabpils novads,Dignājas pamatskola,66.67%,LAT9
Jēkabpils novads,Dunavas pamatskola,60.15%,LAT9
Jēkabpils novads,Rubenes pamatskola,61.70%,LAT9
Jēkabpils novads,Zasas vidusskola,56.45%,LAT9
Jēkabpils pilsēta,Krustpils pamatskola,64.97%,LAT9
Jēkabpils pilsēta,Jēkabpils 3. vidusskola,68.88%,LAT9
Jēkabpils pilsēta,Jēkabpils vakara vidusskola,50.64%,LAT9
Jēkabpils pilsēta,Jēkabpils Valsts ģimnāzija,69.26%,LAT9
Jūrmalas pilsēta,Jūrmalas Alternatīvā skola,79.30%,LAT9
Jūrmalas pilsēta,Slokas pamatskola,56.96%,LAT9
Jūrmalas pilsēta,Vaivaru pamatskola,63.57%,LAT9
Jūrmalas pilsēta,Ķemeru vidusskola,68.73%,LAT9
Jūrmalas pilsēta,Pumpuru vidusskola,59.73%,LAT9
Jūrmalas pilsēta,Majoru vidusskola,60.66%,LAT9
Jūrmalas pilsēta,Jūrmalas pilsētas Lielupes vidusskola,78.60%,LAT9
Jūrmalas pilsēta,Jūrmalas vakara vidusskola,46.79%,LAT9
Jūrmalas pilsēta,Murjāņu sporta ģimnāzija Jūrmalas filiāle,52.31%,LAT9
Jūrmalas pilsēta,Jūrmalas Valsts ģimnāzija,71.56%,LAT9
Kandavas novads,Cēres pamatskola,67.86%,LAT9
Kandavas novads,Kandavas novada Zantes pamatskola,70.45%,LAT9
Kandavas novads,Vānes pamatskola,68.03%,LAT9
Kandavas novads,Zemītes pamatskola,54.03%,LAT9
Kandavas novads,Kandavas Kārļa Mīlenbaha vidusskola,61.60%,LAT9
Kandavas novads,Kandavas internātvidusskola,69.49%,LAT9
Kokneses novads,Bebru pamatskola,64.04%,LAT9
Kokneses novads,Pērses pamatskola,57.73%,LAT9
Kokneses novads,Ilmāra Gaiša Kokneses vidusskola,71.68%,LAT9
Kokneses novads,Bebru internātvidusskola,46.09%,LAT9
Krāslavas novads,Krāslavas pamatskola,68.15%,LAT9
Krāslavas novads,Izvaltas pamatskola,58.79%,LAT9
Krāslavas novads,Robežnieku pamatskola,50.10%,LAT9
Krāslavas novads,Skaistas pamatskola,63.07%,LAT9
Krāslavas novads,Indras vidusskola,46.45%,LAT9
Krāslavas novads,Krāslavas Valsts ģimnāzija,64.60%,LAT9
Krimuldas novads,Garlība Merķeļa Lēdurgas pamatskola,64.65%,LAT9
Krimuldas novads,Turaidas pamatskola,48.32%,LAT9
Krimuldas novads,Krimuldas vidusskola,63.02%,LAT9
Krustpils novads,Liepenes pamatskola,61.43%,LAT9
Krustpils novads,Sūnu pamatskola,58.64%,LAT9
Krustpils novads,Mežāres pamatskola,59.60%,LAT9
Krustpils novads,Vīpes pamatskola,49.22%,LAT9
Krustpils novads,Brāļu Skrindu Atašienes vidusskola,77.07%,LAT9
Kuldīgas novads,Kuldīgas pamatskola,59.00%,LAT9
Kuldīgas novads,Ēdoles pamatskola,62.98%,LAT9
Kuldīgas novads,Laidu pamatskola,54.32%,LAT9
Kuldīgas novads,Turlavas pamatskola,60.71%,LAT9
Kuldīgas novads,Vārmes pamatskola,67.68%,LAT9
Kuldīgas novads,Vilgāles pamatskola,55.78%,LAT9
Kuldīgas novads,Z.A. Meierovica Kabiles pamatskola,47.27%,LAT9
Kuldīgas novads,Kuldīgas 2. vidusskola,59.04%,LAT9
Kuldīgas novads,Kuldīgas Centra vidusskola,62.21%,LAT9
Kuldīgas novads,Kuldīgas Mākslas un humanitāro zinību vidusskola,64.11%,LAT9
Kuldīgas novads,V. Plūdoņa Kuldīgas ģimnāzija,61.43%,LAT9
Ķeguma novads,Birzgales pamatskola,74.24%,LAT9
Ķeguma novads,Ķeguma komercnovirziena vidusskola,56.44%,LAT9
Ķekavas novads,Daugmales pamatskola,66.82%,LAT9
Ķekavas novads,"Privātā pamatskola ""Gaismas tilts 97""",75.91%,LAT9
Ķekavas novads,Ķekavas vidusskola,71.72%,LAT9
Ķekavas novads,Baložu vidusskola,60.81%,LAT9
Lielvārdes novads,Lēdmanes pamatskola,67.91%,LAT9
Lielvārdes novads,Lielvārdes pamatskola,59.60%,LAT9
Lielvārdes novads,Edgara Kauliņa Lielvārdes vidusskola,62.07%,LAT9
Lielvārdes novads,Jumpravas vidusskola,64.83%,LAT9
Liepājas pilsēta,Liepājas Katoļu pamatskola,59.55%,LAT9
Liepājas pilsēta,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,65.51%,LAT9
Liepājas pilsēta,J. Čakstes Liepājas pilsētas 10. vidusskola,64.77%,LAT9
Liepājas pilsēta,Liepājas 15. vidusskola,63.36%,LAT9
Liepājas pilsēta,Liepājas Raiņa 6. vidusskola,62.99%,LAT9
Liepājas pilsēta,Liepājas 8. vidusskola,59.94%,LAT9
Liepājas pilsēta,Liepājas vakara (maiņu) vidusskola,62.55%,LAT9
Liepājas pilsēta,Liepājas Valsts 1. ģimnāzija,67.61%,LAT9
Liepājas pilsēta,Liepājas internātpamatskola,43.91%,LAT9
Limbažu novads,Baumaņu Kārļa Viļķenes pamatskola,63.11%,LAT9
Limbažu novads,Lādezera pamatskola,58.96%,LAT9
Limbažu novads,Pāles pamatskola,58.89%,LAT9
Limbažu novads,Umurgas pamatskola,63.90%,LAT9
Limbažu novads,Vidrižu pamatskola,65.91%,LAT9
Limbažu novads,Limbažu 3. vidusskola,54.68%,LAT9
Limbažu novads,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,50.82%,LAT9
Limbažu novads,Limbažu novada ģimnāzija,63.96%,LAT9
Limbažu novads,Limbažu Profesionālā vidusskola,42.27%,LAT9
Līgatnes novads,Līgatnes novada vidusskola,46.76%,LAT9
Lubānas novads,Meirānu Kalpaka pamatskola,62.34%,LAT9
Lubānas novads,Lubānas vidusskola,64.55%,LAT9
Ludzas novads,Nirzas pamatskola,49.17%,LAT9
Ludzas novads,Pildas pamatskola,66.14%,LAT9
Ludzas novads,Ludzas 2. vidusskola,52.35%,LAT9
Ludzas novads,Ludzas novada vakara vidusskola,41.82%,LAT9
Ludzas novads,Ludzas pilsētas ģimnāzija,69.98%,LAT9
Madonas novads,Barkavas pamatskola,70.61%,LAT9
Madonas novads,Bērzaunes pamatskola,51.57%,LAT9
Madonas novads,Degumnieku pamatskola,70.91%,LAT9
Madonas novads,Dzelzavas pamatskola,62.73%,LAT9
Madonas novads,Kalsnavas pamatskola,58.93%,LAT9
Madonas novads,Kristiāna Dāvida pamatskola,44.55%,LAT9
Madonas novads,Kusas pamatskola,76.26%,LAT9
Madonas novads,Lazdonas pamatskola,58.31%,LAT9
Madonas novads,Liezēres pamatskola,69.48%,LAT9
Madonas novads,Mārcienas pamatskola,53.84%,LAT9
Madonas novads,Mētrienas pamatskola,80.45%,LAT9
Madonas novads,Praulienas pamatskola,68.12%,LAT9
Madonas novads,Sarkaņu pamatskola,54.85%,LAT9
Madonas novads,Vestienas pamatskola,53.79%,LAT9
Madonas novads,Madonas pilsētas 1. vidusskola,62.41%,LAT9
Madonas novads,Ļaudonas vidusskola,60.27%,LAT9
Madonas novads,Madonas Vakara un neklātienes vidusskola,51.82%,LAT9
Madonas novads,Madonas Valsts ģimnāzija,79.22%,LAT9
Madonas novads,Barkavas arodvidusskola,64.24%,LAT9
Mazsalacas novads,Mazsalacas vidusskola,61.18%,LAT9
Mālpils novads,Sidgundas pamatskola,71.82%,LAT9
Mālpils novads,Mālpils vidusskola,72.77%,LAT9
Mālpils novads,Mālpils internātpamatskola,43.44%,LAT9
Mārupes novads,Mārupes pamatskola,71.69%,LAT9
Mārupes novads,Mārupes vidusskola,64.36%,LAT9
Naukšēnu novads,Naukšēnu novada vidusskola,60.42%,LAT9
Naukšēnu novads,"Sociālās korekcijas izglītības iestāde ""Naukšēni""",58.36%,LAT9
Neretas novads,Mazzalves pamatskola,65.45%,LAT9
Neretas novads,Sproģu pamatskola,65.45%,LAT9
Neretas novads,Neretas Jāņa Jaunsudrabiņa vidusskola,70.53%,LAT9
Nīcas novads,Rudes pamatskola,57.58%,LAT9
Nīcas novads,Nīcas vidusskola,75.80%,LAT9
Ogres novads,Ķeipenes pamatskola,61.93%,LAT9
Ogres novads,Lauberes pamatskola,62.21%,LAT9
Ogres novads,Meņģeles pamatskola,61.21%,LAT9
Ogres novads,Ogresgala pamatskola,61.44%,LAT9
Ogres novads,Ogres 1. vidusskola,67.23%,LAT9
Ogres novads,Madlienas vidusskola,58.08%,LAT9
Ogres novads,Suntažu vidusskola,61.24%,LAT9
Ogres novads,Taurupes vidusskola,64.55%,LAT9
Ogres novads,Ogres Valsts ģimnāzija,65.28%,LAT9
Ogres novads,Suntažu internātpamatskola - rehabilitācijas centrs,56.36%,LAT9
Olaines novads,Olaines 1. vidusskola,72.51%,LAT9
Ozolnieku novads,Garozas pamatskola,59.60%,LAT9
Ozolnieku novads,Salgales pamatskola,59.09%,LAT9
Ozolnieku novads,Teteles pamatskola,57.58%,LAT9
Ozolnieku novads,Ozolnieku vidusskola,63.45%,LAT9
Pārgaujas novads,Raiskuma pamatskola,64.03%,LAT9
Pārgaujas novads,Straupes pamatskola,56.91%,LAT9
Pārgaujas novads,Stalbes vidusskola,73.75%,LAT9
Pārgaujas novads,Raiskuma speciālā internātpamatskola – rehabilitācijas centrs,70.18%,LAT9
Pāvilostas novads,Vērgales pamatskola,77.73%,LAT9
Pāvilostas novads,Pāvilostas vidusskola,74.49%,LAT9
Pļaviņu novads,Pļaviņu novada ģimnāzija,56.89%,LAT9
Preiļu novads,Preiļu 1. pamatskola,62.24%,LAT9
Preiļu novads,Pelēču pamatskola,53.64%,LAT9
Preiļu novads,Priekuļu pamatskola,68.48%,LAT9
Preiļu novads,Salas pamatskola,63.64%,LAT9
Preiļu novads,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,41.36%,LAT9
Priekules novads,Gramzdas pamatskola,51.36%,LAT9
Priekules novads,Kalētu pamatskola,55.04%,LAT9
Priekules novads,Krotes Kronvalda Ata pamatskola,60.99%,LAT9
Priekules novads,Virgas pamatskola,58.27%,LAT9
Priekules novads,Priekules vidusskola,56.40%,LAT9
Priekuļu novads,Mārsnēnu pamatskola,56.36%,LAT9
Priekuļu novads,Liepas pamatskola,54.24%,LAT9
Priekuļu novads,Priekuļu vidusskola,55.87%,LAT9
Raunas novads,Drustu pamatskola,79.55%,LAT9
Raunas novads,Raunas vidusskola,57.14%,LAT9
Rēzeknes novads,Bērzgales pamatskola,74.55%,LAT9
Rēzeknes novads,Gaigalavas pamatskola,59.37%,LAT9
Rēzeknes novads,Jaunstrūžānu pamatskola,62.63%,LAT9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,59.45%,LAT9
Rēzeknes novads,Verēmu pamatskola,61.41%,LAT9
Rēzeknes novads,Rikavas pamatskola,53.54%,LAT9
Rēzeknes novads,Feimaņu pamatskola,59.89%,LAT9
Rēzeknes novads,Rēznas pamatskola,60.39%,LAT9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,63.85%,LAT9
Rēzeknes novads,Dricānu vidusskola,52.84%,LAT9
Rēzeknes novads,Lūcijas Rancānes Makašānu Amatu vidusskola,42.42%,LAT9
Rēzeknes novads,Maltas 1. vidusskola,63.56%,LAT9
Rēzeknes novads,Nautrēnu vidusskola,61.88%,LAT9
Rēzeknes novads,Kaunatas vidusskola,68.79%,LAT9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,67.62%,LAT9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,68.15%,LAT9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,76.18%,LAT9
Rēzeknes pilsēta,Rēzeknes vakara vidusskola,58.86%,LAT9
Rēzeknes pilsēta,Rēzeknes valsts poļu ģimnāzija,69.84%,LAT9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,73.64%,LAT9
Riebiņu novads,Dravnieku pamatskola,65.21%,LAT9
Riebiņu novads,Galēnu pamatskola,68.79%,LAT9
Riebiņu novads,Rušonas pamatskola,55.00%,LAT9
Riebiņu novads,Sīļukalna pamatskola,70.13%,LAT9
Riebiņu novads,Silajāņu pamatskola,41.36%,LAT9
Riebiņu novads,Riebiņu vidusskola,69.75%,LAT9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",73.29%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,67.42%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,71.23%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Natālijas Draudziņas vidusskola ,55.15%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,64.61%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 1. ģimnāzija,80.73%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,67.05%,LAT9
Rīgas pilsēta (Centra raj.),Rīgas 66. speciālā vidusskola,74.91%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,64.21%,LAT9
Rīgas pilsēta (Kurzemes raj.),Iļģuciema vidusskola,59.09%,LAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",73.94%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,57.11%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,57.72%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,59.88%,LAT9
Rīgas pilsēta (Kurzemes raj.),Emīla Dārziņa mūzikas vidusskola,73.42%,LAT9
Rīgas pilsēta (Kurzemes raj.),Āgenskalna Valsts ģimnāzija,71.47%,LAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,70.57%,LAT9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,64.97%,LAT9
Rīgas pilsēta (Latgales priekšp.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,65.80%,LAT9
Rīgas pilsēta (Latgales priekšp.),Kārļa Videnieka Rīgas 77. vidusskola,58.26%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,60.51%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,59.06%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 62. vidusskola,62.60%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,64.19%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,64.26%,LAT9
Rīgas pilsēta (Latgales priekšp.),"Privātā vidusskola ""Laisma""",68.36%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,52.44%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,59.95%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 3. arodskola,54.45%,LAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,53.13%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,60.61%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 49. vidusskola,78.67%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 64. vidusskola,76.59%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 84. vidusskola,68.20%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,65.38%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 93. vidusskola,61.29%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Ezerkrastu vidusskola,54.07%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Franču licejs,77.88%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Hanzas vidusskola,70.31%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,73.04%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Biznesa un vadības privātvidusskola,60.00%,LAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,51.98%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,72.31%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu pamatskola,61.49%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,57.53%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,61.79%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,49.03%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,68.80%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,68.79%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,64.59%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Doma kora skola,72.01%,LAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Mūzikas internātvidusskola,57.88%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 7. pamatskola,59.43%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,66.31%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,55.61%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,68.39%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,68.43%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,47.60%,LAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Valsts 2.ģimnāzija,75.64%,LAT9
Rojas novads,Mērsraga vidusskola,59.47%,LAT9
Rojas novads,Rojas vidusskola,64.92%,LAT9
Ropažu novads,Zaķumuižas pamatskola,60.27%,LAT9
Ropažu novads,Ropažu vidusskola,62.92%,LAT9
Rucavas novads,Rucavas pamatskola,69.19%,LAT9
Rucavas novads,Sikšņu pamatskola,54.55%,LAT9
Rugāju novads,Eglaines pamatskola,57.66%,LAT9
Rugāju novads,Rugāju novada vidusskola,63.16%,LAT9
Rundāles novads,Pilsrundāles vidusskola,65.36%,LAT9
Rūjienas novads,Jeru pamatskola,64.70%,LAT9
Rūjienas novads,Rūjienas vidusskola,67.55%,LAT9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,78.86%,LAT9
Salacgrīvas novads,Salacgrīvas vidusskola,61.74%,LAT9
Salacgrīvas novads,Liepupes vidusskola,61.16%,LAT9
Salas novads,Biržu internātpamatskola,53.55%,LAT9
Salas novads,Biržu pamatskola,61.30%,LAT9
Salas novads,Salas vidusskola,67.12%,LAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",65.81%,LAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",60.64%,LAT9
Saldus novads,Saldus pamatskola,68.68%,LAT9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,66.36%,LAT9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,62.86%,LAT9
Saldus novads,Saldus novada pašvaldības Kurzemītes pamatskola,70.36%,LAT9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,55.19%,LAT9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,50.82%,LAT9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,70.00%,LAT9
Saldus novads,Saldus novada pašvaldības Rubas pamatskola,66.62%,LAT9
Saldus novads,Saldus novada pašvaldības Sātiņu pamatskola,61.54%,LAT9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,62.36%,LAT9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,62.61%,LAT9
Saldus novads,Saldus 2. vidusskola,66.93%,LAT9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,70.37%,LAT9
Saldus novads,Saldus novada pašvaldības Ezeres vidusskola,68.27%,LAT9
Saldus novads,Saldus novada pašvaldības Kalnu vidusskola,59.32%,LAT9
Saldus novads,Saldus Vakara vidusskola,52.27%,LAT9
Saldus novads,Saldus ģimnāzija,79.05%,LAT9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,54.91%,LAT9
Saulkrastu novads,Saulkrastu vidusskola,65.31%,LAT9
Saulkrastu novads,Zvejniekciema vidusskola,66.39%,LAT9
Sējas novads,Sējas pamatskola,61.82%,LAT9
Sējas novads,Murjāņu sporta ģimnāzija,61.67%,LAT9
Siguldas novads,Siguldas 1. pamatskola,57.44%,LAT9
Siguldas novads,Allažu pamatskola,76.97%,LAT9
Siguldas novads,Siguldas novada vidusskola,63.64%,LAT9
Siguldas novads,Siguldas pilsētas vidusskola,54.12%,LAT9
Siguldas novads,Siguldas Valsts ģimnāzija,75.76%,LAT9
Skrīveru novads,Andreja Upīša Skrīveru vidusskola,66.83%,LAT9
Skrundas novads,Nīkrāces pamatskola,65.61%,LAT9
Skrundas novads,Oskara Kalpaka Rudbāržu pamatskola,59.39%,LAT9
Skrundas novads,Skrundas vidusskola,68.64%,LAT9
Skrundas novads,Skrundas arodvidusskola,55.29%,LAT9
Skrundas novads,Rudbāržu internātpamatskola - rehabilitācijas centrs,79.09%,LAT9
Smiltenes novads,Bilskas pamatskola,50.26%,LAT9
Smiltenes novads,Blomes pamatskola,59.00%,LAT9
Smiltenes novads,Grundzāles pamatskola,62.58%,LAT9
Smiltenes novads,Palsmanes pamatskola,68.18%,LAT9
Smiltenes novads,Variņu pamatskola,75.68%,LAT9
Smiltenes novads,Smiltenes Centra vidusskola,63.45%,LAT9
Smiltenes novads,Smiltenes ģimnāzija,60.05%,LAT9
Stopiņu novads,Ulbrokas vidusskola,69.55%,LAT9
Stopiņu novads,Upesleju internātpamatskola – rehabilitācijas centrs,49.09%,LAT9
Talsu novads,Stendes pamatskola,57.27%,LAT9
Talsu novads,Talsu pamatskola,57.23%,LAT9
Talsu novads,Laucienes pamatskola,51.12%,LAT9
Talsu novads,Laucienes pamatskolas filiāle,70.00%,LAT9
Talsu novads,Pastendes pamatskola,53.05%,LAT9
Talsu novads,Pūņu pamatskola,70.91%,LAT9
Talsu novads,Virbu pamatskola,62.50%,LAT9
