Priekšmets,Skola,Kopvērtējums
MAT12,Liepājas Valsts 1. ģimnāzija,43.50%
LAT12,Liepājas Valsts 1. ģimnāzija,63.00%
ANG12,Liepājas Valsts tehnikums,40.90%
MAT12,Liepājas Valsts tehnikums,25.10%
LAT12,Liepājas Valsts tehnikums,44.20%
ANG12,Liepnas vidusskola,37.90%
MAT12,Liepnas vidusskola,26.70%
LAT12,Liepnas vidusskola,43.60%
ANG12,Liepupes vidusskola,51.90%
MAT12,Liepupes vidusskola,41.30%
LAT12,Liepupes vidusskola,57.60%
ANG12,Limbažu 1. vidusskola,57.40%
MAT12,Limbažu 1. vidusskola,47.50%
LAT12,Limbažu 1. vidusskola,68.50%
ANG12,Limbažu 2. vidusskola,39.70%
MAT12,Limbažu 2. vidusskola,22.60%
LAT12,Limbažu 2. vidusskola,44.40%
ANG12,Limbažu 3. vidusskola,62.90%
MAT12,Limbažu 3. vidusskola,50.10%
LAT12,Limbažu 3. vidusskola,60.50%
ANG12,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,41.30%
MAT12,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,24.10%
LAT12,Limbažu Jauniešu un pieaugušo vakara (maiņu) vidusskola,48.50%
ANG12,Limbažu Profesionālā vidusskola,28.80%
MAT12,Limbažu Profesionālā vidusskola,12.60%
LAT12,Limbažu Profesionālā vidusskola,31.40%
ANG12,Lizuma vidusskola,52.70%
MAT12,Lizuma vidusskola,39.50%
LAT12,Lizuma vidusskola,52.40%
ANG12,Līgatnes novada vidusskola,46.30%
MAT12,Līgatnes novada vidusskola,30.90%
LAT12,Līgatnes novada vidusskola,49.40%
ANG12,Līvānu 1. vidusskola,60.10%
MAT12,Līvānu 1. vidusskola,38.70%
LAT12,Līvānu 1. vidusskola,58.60%
ANG12,Līvānu 2. vidusskola,33.70%
MAT12,Līvānu 2. vidusskola,29.40%
ANG12,Līvānu novada Vakara (maiņu) vidusskola,40.80%
MAT12,Līvānu novada Vakara (maiņu) vidusskola,40.20%
LAT12,Līvānu novada Vakara (maiņu) vidusskola,40.40%
ANG12,Līvbērzes vidusskola,50.10%
MAT12,Līvbērzes vidusskola,39.20%
LAT12,Līvbērzes vidusskola,63.60%
ANG12,Lubānas vidusskola,50.50%
MAT12,Lubānas vidusskola,33.90%
LAT12,Lubānas vidusskola,57.40%
ANG12,Ludzas 2. vidusskola,43.40%
MAT12,Ludzas 2. vidusskola,31.10%
LAT12,Ludzas 2. vidusskola,34.70%
ANG12,Ludzas novada vakara vidusskola,26.70%
MAT12,Ludzas novada vakara vidusskola,23.00%
LAT12,Ludzas novada vakara vidusskola,37.00%
ANG12,Ludzas pilsētas ģimnāzija,53.20%
MAT12,Ludzas pilsētas ģimnāzija,41.20%
LAT12,Ludzas pilsētas ģimnāzija,59.90%
ANG12,Lūznavas Profesionālā vidusskola,24.90%
MAT12,Lūznavas Profesionālā vidusskola,13.80%
LAT12,Lūznavas Profesionālā vidusskola,35.70%
ANG12,Madlienas vidusskola,45.90%
MAT12,Madlienas vidusskola,31.10%
LAT12,Madlienas vidusskola,52.10%
ANG12,Madonas pilsētas 1. vidusskola,59.90%
MAT12,Madonas pilsētas 1. vidusskola,39.50%
LAT12,Madonas pilsētas 1. vidusskola,59.60%
ANG12,Madonas pilsētas 2. vidusskola,46.80%
MAT12,Madonas pilsētas 2. vidusskola,26.90%
LAT12,Madonas pilsētas 2. vidusskola,47.30%
ANG12,Madonas Vakara un neklātienes vidusskola,34.20%
MAT12,Madonas Vakara un neklātienes vidusskola,13.10%
LAT12,Madonas Vakara un neklātienes vidusskola,36.10%
ANG12,Madonas Valsts ģimnāzija,68.40%
MAT12,Madonas Valsts ģimnāzija,54.70%
LAT12,Madonas Valsts ģimnāzija,67.40%
ANG12,Makašānu AMAT12u vidusskola,35.80%
MAT12,Makašānu AMAT12u vidusskola,38.40%
LAT12,Makašānu AMAT12u vidusskola,36.70%
ANG12,Malnavas koledžas profesionālā vidusskola,28.80%
MAT12,Malnavas koledžas profesionālā vidusskola,20.00%
LAT12,Malnavas koledžas profesionālā vidusskola,32.10%
ANG12,Maltas 1. vidusskola,47.70%
MAT12,Maltas 1. vidusskola,34.20%
LAT12,Maltas 1. vidusskola,52.80%
ANG12,Maltas 2. vidusskola,20.30%
MAT12,Maltas 2. vidusskola,24.00%
LAT12,Maltas 2. vidusskola,16.80%
ANG12,Mazsalacas vidusskola,56.20%
MAT12,Mazsalacas vidusskola,41.90%
LAT12,Mazsalacas vidusskola,64.90%
ANG12,"Mācību centrs ""RIMAN""",32.20%
MAT12,"Mācību centrs ""RIMAN""",9.30%
ANG12,Mālpils Profesionālā vidusskola,33.00%
MAT12,Mālpils Profesionālā vidusskola,16.20%
LAT12,Mālpils Profesionālā vidusskola,35.10%
ANG12,Mālpils vidusskola,48.30%
MAT12,Mālpils vidusskola,36.20%
LAT12,Mālpils vidusskola,50.40%
ANG12,Mārupes vidusskola,65.70%
MAT12,Mārupes vidusskola,49.70%
LAT12,Mārupes vidusskola,57.50%
ANG12,Medumu vidusskola,48.40%
MAT12,Medumu vidusskola,57.00%
LAT12,Medumu vidusskola,45.90%
ANG12,Mērsraga vidusskola,40.50%
MAT12,Mērsraga vidusskola,14.80%
LAT12,Mērsraga vidusskola,52.30%
ANG12,Misas vidusskola,48.50%
MAT12,Misas vidusskola,17.90%
LAT12,Misas vidusskola,49.80%
ANG12,Murjāņu sporta ģimnāzija,47.50%
MAT12,Murjāņu sporta ģimnāzija,39.80%
LAT12,Murjāņu sporta ģimnāzija,50.80%
ANG12,Murjāņu sporta ģimnāzija Jūrmalas filiāle,39.70%
MAT12,Murjāņu sporta ģimnāzija Jūrmalas filiāle,46.30%
LAT12,Murjāņu sporta ģimnāzija Jūrmalas filiāle,44.30%
ANG12,Natālijas Draudziņas ģimnāzija,65.00%
MAT12,Natālijas Draudziņas ģimnāzija,44.10%
LAT12,Natālijas Draudziņas ģimnāzija,66.60%
ANG12,Naukšēnu novada vidusskola,44.50%
MAT12,Naukšēnu novada vidusskola,39.90%
LAT12,Naukšēnu novada vidusskola,60.20%
ANG12,Nautrēnu vidusskola,58.10%
MAT12,Nautrēnu vidusskola,56.00%
LAT12,Nautrēnu vidusskola,61.40%
ANG12,Neretas Jāņa Jaunsudrabiņa vidusskola,56.20%
MAT12,Neretas Jāņa Jaunsudrabiņa vidusskola,44.00%
LAT12,Neretas Jāņa Jaunsudrabiņa vidusskola,60.40%
ANG12,Nīcas vidusskola,49.70%
MAT12,Nīcas vidusskola,48.10%
LAT12,Nīcas vidusskola,62.50%
ANG12,Nītaures vidusskola,48.50%
MAT12,Nītaures vidusskola,43.70%
LAT12,Nītaures vidusskola,69.40%
ANG12,Ogres 1. vidusskola,65.70%
MAT12,Ogres 1. vidusskola,48.60%
LAT12,Ogres 1. vidusskola,62.70%
ANG12,Ogres AMAT12niecības vidusskola,34.70%
MAT12,Ogres AMAT12niecības vidusskola,15.70%
LAT12,Ogres AMAT12niecības vidusskola,37.10%
ANG12,Ogres Meža tehnikums,28.40%
MAT12,Ogres Meža tehnikums,14.30%
LAT12,Ogres Meža tehnikums,33.90%
ANG12,Ogres Profesionālā vidusskola,37.70%
MAT12,Ogres Profesionālā vidusskola,17.90%
LAT12,Ogres Profesionālā vidusskola,37.90%
ANG12,Ogres Vakara vidusskola,40.50%
MAT12,Ogres Vakara vidusskola,28.40%
LAT12,Ogres Vakara vidusskola,38.70%
ANG12,Ogres Valsts ģimnāzija,67.60%
MAT12,Ogres Valsts ģimnāzija,49.50%
LAT12,Ogres Valsts ģimnāzija,60.30%
ANG12,Ojāra Vācieša Gaujienas vidusskola,42.30%
MAT12,Ojāra Vācieša Gaujienas vidusskola,47.70%
LAT12,Ojāra Vācieša Gaujienas vidusskola,56.80%
ANG12,Olaines 1. vidusskola,66.00%
MAT12,Olaines 1. vidusskola,52.50%
LAT12,Olaines 1. vidusskola,64.10%
ANG12,Olaines 2. vidusskola,59.50%
MAT12,Olaines 2. vidusskola,49.90%
ANG12,Olaines Mehānikas un tehnoloģijas koledža,36.80%
MAT12,Olaines Mehānikas un tehnoloģijas koledža,22.40%
LAT12,Olaines Mehānikas un tehnoloģijas koledža,35.50%
ANG12,Ozolnieku vidusskola,52.80%
MAT12,Ozolnieku vidusskola,33.00%
LAT12,Ozolnieku vidusskola,53.00%
ANG12,Pāvilostas vidusskola,46.30%
MAT12,Pāvilostas vidusskola,42.10%
LAT12,Pāvilostas vidusskola,56.20%
ANG12,Pilsrundāles vidusskola,63.50%
MAT12,Pilsrundāles vidusskola,57.50%
LAT12,Pilsrundāles vidusskola,56.70%
ANG12,Piltenes vidusskola,51.70%
MAT12,Piltenes vidusskola,35.60%
LAT12,Piltenes vidusskola,45.10%
ANG12,Pļaviņu novada ģimnāzija,49.30%
MAT12,Pļaviņu novada ģimnāzija,35.70%
LAT12,Pļaviņu novada ģimnāzija,52.90%
ANG12,Preiļu 2. vidusskola,50.20%
MAT12,Preiļu 2. vidusskola,38.60%
LAT12,Preiļu 2. vidusskola,50.70%
ANG12,Preiļu arodvidusskola,28.40%
MAT12,Preiļu arodvidusskola,47.90%
LAT12,Preiļu arodvidusskola,35.80%
ANG12,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,33.60%
MAT12,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,32.40%
LAT12,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,37.30%
ANG12,Preiļu Valsts ģimnāzija,55.60%
MAT12,Preiļu Valsts ģimnāzija,58.30%
LAT12,Preiļu Valsts ģimnāzija,65.90%
ANG12,Priekules vidusskola,61.80%
MAT12,Priekules vidusskola,36.20%
LAT12,Priekules vidusskola,66.40%
ANG12,Priekuļu vidusskola,59.10%
MAT12,Priekuļu vidusskola,41.80%
LAT12,Priekuļu vidusskola,60.00%
ANG12,"Privātā Profesionālā vidusskola ""SIGMA""",35.40%
MAT12,"Privātā Profesionālā vidusskola ""SIGMA""",11.90%
LAT12,"Privātā Profesionālā vidusskola ""SIGMA""",38.20%
ANG12,Privātā Rīgas Tehnolingvistiskā ģimnāzija,58.30%
MAT12,Privātā Rīgas Tehnolingvistiskā ģimnāzija,30.20%
ANG12,"Privātā vidusskola ""Klasika""",59.60%
MAT12,"Privātā vidusskola ""Klasika""",30.00%
LAT12,"Privātā vidusskola ""Klasika""",57.30%
ANG12,"Privātā vidusskola ""Laisma""",45.10%
MAT12,"Privātā vidusskola ""Laisma""",22.50%
LAT12,"Privātā vidusskola ""Laisma""",46.90%
ANG12,"Privātā vidusskola ""Norma""",55.50%
MAT12,"Privātā vidusskola ""Norma""",34.70%
ANG12,"Privātā vidusskola ""Patnis""",70.50%
MAT12,"Privātā vidusskola ""Patnis""",47.70%
LAT12,"Privātā vidusskola ""Patnis""",61.50%
ANG12,"Privātā vidusskola ""Templum""",75.40%
MAT12,"Privātā vidusskola ""Templum""",15.00%
ANG12,Privātā vidusskola Ādažu Brīvā Valdorfa skola,55.50%
MAT12,Privātā vidusskola Ādažu Brīvā Valdorfa skola,32.90%
LAT12,Privātā vidusskola Ādažu Brīvā Valdorfa skola,54.30%
ANG12,"Privātskola ""Latreia""",66.10%
MAT12,"Privātskola ""Latreia""",41.20%
ANG12,Pumpuru vidusskola,56.70%
MAT12,Pumpuru vidusskola,32.90%
LAT12,Pumpuru vidusskola,49.80%
ANG12,Puškina licejs,57.40%
MAT12,Puškina licejs,38.30%
ANG12,Rankas arodvidusskola,20.60%
MAT12,Rankas arodvidusskola,11.20%
LAT12,Rankas arodvidusskola,25.20%
ANG12,Raunas vidusskola,39.70%
MAT12,Raunas vidusskola,15.50%
LAT12,Raunas vidusskola,41.60%
ANG12,Rekavas vidusskola,43.00%
MAT12,Rekavas vidusskola,45.10%
LAT12,Rekavas vidusskola,44.50%
ANG12,Rēzeknes 1. vidusskola,64.60%
MAT12,Rēzeknes 1. vidusskola,60.20%
LAT12,Rēzeknes 1. vidusskola,70.20%
ANG12,Rēzeknes 14. arodvidusskola,23.20%
MAT12,Rēzeknes 14. arodvidusskola,22.60%
LAT12,Rēzeknes 14. arodvidusskola,28.30%
ANG12,Rēzeknes 2. vidusskola,56.30%
MAT12,Rēzeknes 2. vidusskola,52.30%
ANG12,Rēzeknes 3. vidusskola,45.00%
MAT12,Rēzeknes 3. vidusskola,53.20%
ANG12,Rēzeknes 4. vidusskola,30.00%
MAT12,Rēzeknes 4. vidusskola,26.80%
ANG12,Rēzeknes 5. vidusskola,59.00%
MAT12,Rēzeknes 5. vidusskola,47.40%
LAT12,Rēzeknes 5. vidusskola,70.80%
ANG12,Rēzeknes 6. vidusskola,50.20%
MAT12,Rēzeknes 6. vidusskola,40.90%
ANG12,Rēzeknes Katoļu vidusskola,37.30%
MAT12,Rēzeknes Katoļu vidusskola,27.20%
LAT12,Rēzeknes Katoļu vidusskola,56.40%
ANG12,Rēzeknes Mākslas un dizaina vidusskola,41.10%
MAT12,Rēzeknes Mākslas un dizaina vidusskola,29.90%
LAT12,Rēzeknes Mākslas un dizaina vidusskola,45.30%
ANG12,Rēzeknes Profesionālā vidusskola,34.60%
MAT12,Rēzeknes Profesionālā vidusskola,19.90%
LAT12,Rēzeknes Profesionālā vidusskola,44.50%
ANG12,Rēzeknes vakara vidusskola,33.40%
MAT12,Rēzeknes vakara vidusskola,18.90%
LAT12,Rēzeknes vakara vidusskola,42.80%
ANG12,Rēzeknes Valsts ģimnāzija,58.00%
MAT12,Rēzeknes Valsts ģimnāzija,48.70%
LAT12,Rēzeknes Valsts ģimnāzija,64.80%
ANG12,Rēzeknes valsts poļu ģimnāzija,55.70%
MAT12,Rēzeknes valsts poļu ģimnāzija,53.60%
LAT12,Rēzeknes valsts poļu ģimnāzija,61.20%
ANG12,Riebiņu vidusskola,45.50%
MAT12,Riebiņu vidusskola,45.70%
LAT12,Riebiņu vidusskola,43.20%
ANG12,Rīgas 1. privātā vidusskola,44.80%
MAT12,Rīgas 1. privātā vidusskola,17.50%
LAT12,Rīgas 1. privātā vidusskola,42.30%
ANG12,Rīgas 1. vakara (maiņu) vidusskola,38.30%
MAT12,Rīgas 1. vakara (maiņu) vidusskola,15.10%
LAT12,Rīgas 1. vakara (maiņu) vidusskola,44.10%
ANG12,Rīgas 10. vidusskola,64.10%
MAT12,Rīgas 10. vidusskola,57.20%
ANG12,Rīgas 13. vidusskola,52.90%
MAT12,Rīgas 13. vidusskola,48.60%
ANG12,Rīgas 14. vakara (maiņu) vidusskola,46.40%
MAT12,Rīgas 14. vakara (maiņu) vidusskola,16.00%
LAT12,Rīgas 14. vakara (maiņu) vidusskola,37.20%
ANG12,Rīgas 15. vidusskola,36.90%
MAT12,Rīgas 15. vidusskola,45.90%
ANG12,Rīgas 18. vakara (maiņu) vidusskola,36.10%
MAT12,Rīgas 18. vakara (maiņu) vidusskola,13.90%
LAT12,Rīgas 18. vakara (maiņu) vidusskola,39.00%
ANG12,Rīgas 19. vidusskola,43.50%
MAT12,Rīgas 19. vidusskola,23.90%
LAT12,Rīgas 19. vidusskola,38.50%
ANG12,Rīgas 21. vidusskola,51.80%
MAT12,Rīgas 21. vidusskola,50.40%
ANG12,Rīgas 22. vidusskola,64.20%
MAT12,Rīgas 22. vidusskola,51.60%
ANG12,Rīgas 25. vidusskola,65.60%
MAT12,Rīgas 25. vidusskola,47.50%
LAT12,Rīgas 25. vidusskola,58.70%
ANG12,Rīgas 28. vidusskola,53.90%
MAT12,Rīgas 28. vidusskola,35.20%
LAT12,Rīgas 28. vidusskola,55.90%
ANG12,Rīgas 29. vidusskola,29.70%
MAT12,Rīgas 29. vidusskola,33.30%
ANG12,Rīgas 31. vidusskola,58.50%
MAT12,Rīgas 31. vidusskola,40.50%
LAT12,Rīgas 31. vidusskola,50.00%
ANG12,Rīgas 32. vidusskola,46.00%
MAT12,Rīgas 32. vidusskola,43.20%
ANG12,Rīgas 33. vidusskola,54.60%
MAT12,Rīgas 33. vidusskola,35.70%
ANG12,Rīgas 34. vidusskola,70.30%
MAT12,Rīgas 34. vidusskola,50.30%
ANG12,Rīgas 37. vidusskola,52.00%
MAT12,Rīgas 37. vidusskola,45.80%
ANG12,Rīgas 40. vidusskola,75.10%
MAT12,Rīgas 40. vidusskola,59.40%
ANG12,Rīgas 41. vidusskola,60.00%
MAT12,Rīgas 41. vidusskola,38.20%
LAT12,Rīgas 41. vidusskola,46.30%
ANG12,Rīgas 45. vidusskola,57.30%
MAT12,Rīgas 45. vidusskola,33.80%
LAT12,Rīgas 45. vidusskola,53.60%
ANG12,Rīgas 46. vidusskola,43.60%
MAT12,Rīgas 46. vidusskola,34.80%
ANG12,Rīgas 47. vidusskola,55.70%
MAT12,Rīgas 47. vidusskola,27.80%
LAT12,Rīgas 47. vidusskola,54.20%
ANG12,Rīgas 49. vidusskola,70.80%
MAT12,Rīgas 49. vidusskola,66.60%
LAT12,Rīgas 49. vidusskola,68.60%
ANG12,Rīgas 51. vidusskola,56.30%
MAT12,Rīgas 51. vidusskola,46.10%
ANG12,Rīgas 53. vidusskola,36.10%
MAT12,Rīgas 53. vidusskola,40.20%
ANG12,Rīgas 54. vidusskola,55.20%
MAT12,Rīgas 54. vidusskola,36.70%
ANG12,Rīgas 6. vidusskola,60.80%
MAT12,Rīgas 6. vidusskola,38.00%
LAT12,Rīgas 6. vidusskola,61.50%
ANG12,Rīgas 60. vidusskola,59.40%
MAT12,Rīgas 60. vidusskola,39.60%
ANG12,Rīgas 61. vidusskola,46.60%
MAT12,Rīgas 61. vidusskola,53.50%
ANG12,Rīgas 62. vidusskola,60.20%
MAT12,Rīgas 62. vidusskola,31.00%
LAT12,Rīgas 62. vidusskola,57.70%
ANG12,Rīgas 63. vidusskola,49.90%
MAT12,Rīgas 63. vidusskola,39.70%
ANG12,Rīgas 64. vidusskola,74.70%
MAT12,Rīgas 64. vidusskola,71.00%
LAT12,Rīgas 64. vidusskola,66.30%
ANG12,Rīgas 65. vidusskola,57.60%
MAT12,Rīgas 65. vidusskola,54.30%
ANG12,Rīgas 66. speciālā vidusskola,50.10%
MAT12,Rīgas 66. speciālā vidusskola,36.90%
LAT12,Rīgas 66. speciālā vidusskola,48.00%
ANG12,Rīgas 68. vidusskola,50.50%
MAT12,Rīgas 68. vidusskola,50.70%
ANG12,Rīgas 69. vidusskola,62.50%
MAT12,Rīgas 69. vidusskola,45.30%
LAT12,Rīgas 69. vidusskola,58.20%
ANG12,Rīgas 71. vidusskola,50.70%
MAT12,Rīgas 71. vidusskola,43.10%
ANG12,Rīgas 72. vidusskola,59.00%
MAT12,Rīgas 72. vidusskola,47.80%
ANG12,Rīgas 74. vidusskola,48.80%
MAT12,Rīgas 74. vidusskola,43.00%
ANG12,Rīgas 75. vidusskola,48.90%
MAT12,Rīgas 75. vidusskola,43.60%
ANG12,Rīgas 80. vidusskola,44.00%
MAT12,Rīgas 80. vidusskola,36.70%
ANG12,Rīgas 84. vidusskola,68.50%
MAT12,Rīgas 84. vidusskola,52.50%
LAT12,Rīgas 84. vidusskola,65.90%
ANG12,Rīgas 85. vidusskola,57.30%
MAT12,Rīgas 85. vidusskola,34.10%
LAT12,Rīgas 85. vidusskola,58.90%
ANG12,Rīgas 86. vidusskola,50.10%
MAT12,Rīgas 86. vidusskola,28.00%
ANG12,Rīgas 88. vidusskola,50.00%
MAT12,Rīgas 88. vidusskola,32.60%
ANG12,Rīgas 89. vidusskola,47.30%
MAT12,Rīgas 89. vidusskola,37.50%
ANG12,Rīgas 9. vakara (maiņu) vidusskola,37.00%
MAT12,Rīgas 9. vakara (maiņu) vidusskola,15.90%
LAT12,Rīgas 9. vakara (maiņu) vidusskola,44.80%
ANG12,Rīgas 90. vidusskola,53.10%
MAT12,Rīgas 90. vidusskola,26.60%
LAT12,Rīgas 90. vidusskola,52.10%
ANG12,Rīgas 92. vidusskola,35.50%
MAT12,Rīgas 92. vidusskola,26.40%
ANG12,Rīgas 93. vidusskola,64.90%
MAT12,Rīgas 93. vidusskola,53.10%
LAT12,Rīgas 93. vidusskola,54.30%
ANG12,Rīgas 94. vidusskola,59.80%
MAT12,Rīgas 94. vidusskola,47.30%
LAT12,Rīgas 94. vidusskola,55.50%
ANG12,Rīgas 95. vidusskola,55.00%
MAT12,Rīgas 95. vidusskola,56.90%
ANG12,Rīgas 96. vidusskola,56.80%
MAT12,Rīgas 96. vidusskola,44.20%
ANG12,Rīgas 99. vidusskola,58.80%
MAT12,Rīgas 99. vidusskola,34.90%
LAT12,Rīgas 99. vidusskola,51.20%
ANG12,Rīgas AMAT12niecības vidusskola,47.50%
MAT12,Rīgas AMAT12niecības vidusskola,24.80%
LAT12,Rīgas AMAT12niecības vidusskola,46.00%
ANG12,Rīgas ANG12ļu ģimnāzija,76.50%
MAT12,Rīgas ANG12ļu ģimnāzija,51.00%
LAT12,Rīgas ANG12ļu ģimnāzija,62.20%
ANG12,Rīgas Anniņmuižas vidusskola,51.30%
MAT12,Rīgas Anniņmuižas vidusskola,50.50%
ANG12,Rīgas Būvniecības vidusskola,33.80%
MAT12,Rīgas Būvniecības vidusskola,14.50%
LAT12,Rīgas Būvniecības vidusskola,30.50%
ANG12,Rīgas Celtniecības koledža,52.90%
MAT12,Rīgas Celtniecības koledža,42.00%
LAT12,Rīgas Celtniecības koledža,49.10%
ANG12,Rīgas Centra humanitārā vidusskola,83.10%
MAT12,Rīgas Centra humanitārā vidusskola,54.20%
LAT12,Rīgas Centra humanitārā vidusskola,69.90%
ANG12,Rīgas Centra krievu privātģimnāzija,48.80%
MAT12,Rīgas Centra krievu privātģimnāzija,24.10%
ANG12,Rīgas Daugavgrīvas vidusskola,65.50%
MAT12,Rīgas Daugavgrīvas vidusskola,42.20%
ANG12,Rīgas Dizaina un mākslas vidusskola,57.60%
MAT12,Rīgas Dizaina un mākslas vidusskola,34.20%
LAT12,Rīgas Dizaina un mākslas vidusskola,55.80%
ANG12,Rīgas Doma kora skola,69.60%
MAT12,Rīgas Doma kora skola,38.80%
LAT12,Rīgas Doma kora skola,64.60%
ANG12,Rīgas Ezerkrastu vidusskola,53.00%
MAT12,Rīgas Ezerkrastu vidusskola,16.80%
LAT12,Rīgas Ezerkrastu vidusskola,39.90%
ANG12,Rīgas Franču licejs,74.80%
MAT12,Rīgas Franču licejs,56.00%
LAT12,Rīgas Franču licejs,75.20%
ANG12,"Rīgas ģimnāzija ""Maksima""",54.90%
MAT12,"Rīgas ģimnāzija ""Maksima""",28.40%
ANG12,Rīgas Hanzas vidusskola,66.50%
MAT12,Rīgas Hanzas vidusskola,52.20%
LAT12,Rīgas Hanzas vidusskola,63.90%
ANG12,Rīgas Herdera vidusskola,55.40%
MAT12,Rīgas Herdera vidusskola,42.50%
ANG12,Rīgas horeogrāfijas vidusskola,46.70%
MAT12,Rīgas horeogrāfijas vidusskola,29.50%
LAT12,Rīgas horeogrāfijas vidusskola,58.60%
ANG12,Rīgas Igauņu vidusskola,63.00%
MAT12,Rīgas Igauņu vidusskola,34.30%
LAT12,Rīgas Igauņu vidusskola,58.30%
ANG12,Rīgas Imantas vidusskola,59.40%
MAT12,Rīgas Imantas vidusskola,34.10%
LAT12,Rīgas Imantas vidusskola,55.60%
ANG12,Rīgas Itas Kozakēvičas Poļu vidusskola,58.80%
MAT12,Rīgas Itas Kozakēvičas Poļu vidusskola,43.20%
ANG12,Rīgas Jāņa Poruka vidusskola,45.60%
MAT12,Rīgas Jāņa Poruka vidusskola,25.50%
LAT12,Rīgas Jāņa Poruka vidusskola,51.50%
ANG12,Rīgas Juglas vidusskola,62.10%
MAT12,Rīgas Juglas vidusskola,50.10%
LAT12,Rīgas Juglas vidusskola,60.70%
ANG12,Rīgas Katoļu ģimnāzija,62.90%
MAT12,Rīgas Katoļu ģimnāzija,31.80%
LAT12,Rīgas Katoļu ģimnāzija,50.20%
ANG12,Rīgas Klasiskā ģimnāzija,69.00%
MAT12,Rīgas Klasiskā ģimnāzija,55.60%
ANG12,Rīgas Krievu vidusskola,42.20%
MAT12,Rīgas Krievu vidusskola,28.60%
ANG12,Rīgas Kristīgā vidusskola,63.80%
MAT12,Rīgas Kristīgā vidusskola,27.40%
LAT12,Rīgas Kristīgā vidusskola,51.70%
ANG12,Rīgas Kultūru vidusskola,67.60%
MAT12,Rīgas Kultūru vidusskola,45.90%
LAT12,Rīgas Kultūru vidusskola,58.60%
ANG12,Rīgas Lietuviešu vidusskola,58.60%
MAT12,Rīgas Lietuviešu vidusskola,46.30%
LAT12,Rīgas Lietuviešu vidusskola,55.10%
ANG12,Rīgas M. Lomonosova krievu vidusskola,54.60%
MAT12,Rīgas M. Lomonosova krievu vidusskola,42.10%
ANG12,Rīgas Mūzikas internātvidusskola,48.00%
MAT12,Rīgas Mūzikas internātvidusskola,20.40%
LAT12,Rīgas Mūzikas internātvidusskola,48.90%
ANG12,Rīgas Ostvalda vidusskola,59.90%
MAT12,Rīgas Ostvalda vidusskola,41.50%
ANG12,Rīgas Pārdaugavas profesionālā vidusskola,36.40%
MAT12,Rīgas Pārdaugavas profesionālā vidusskola,15.60%
LAT12,Rīgas Pārdaugavas profesionālā vidusskola,35.50%
ANG12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),33.20%
MAT12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),14.30%
LAT12,Rīgas Pārdaugavas profesionālā vidusskola (Galdniecības nodaļa),32.40%
ANG12,Rīgas pilsētas 2. ģimnāzija,72.50%
MAT12,Rīgas pilsētas 2. ģimnāzija,54.30%
LAT12,Rīgas pilsētas 2. ģimnāzija,66.20%
ANG12,Rīgas pilsētas Pļavnieku ģimnāzija,65.80%
MAT12,Rīgas pilsētas Pļavnieku ģimnāzija,37.30%
LAT12,Rīgas pilsētas Pļavnieku ģimnāzija,59.60%
ANG12,Rīgas Purvciema aMAT12u skola,37.40%
MAT12,Rīgas Purvciema aMAT12u skola,18.30%
LAT12,Rīgas Purvciema aMAT12u skola,41.60%
ANG12,Rīgas Purvciema vidusskola,66.10%
MAT12,Rīgas Purvciema vidusskola,54.30%
ANG12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,55.20%
MAT12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,20.20%
LAT12,Rīgas Raiņa 8. vakara (maiņu) vidusskola,45.40%
ANG12,Rīgas Rīnūžu vidusskola,57.90%
MAT12,Rīgas Rīnūžu vidusskola,50.20%
ANG12,Rīgas Sergeja Žoltoka vidusskola,58.30%
MAT12,Rīgas Sergeja Žoltoka vidusskola,55.30%
ANG12,Rīgas Sergeja Žoltoka vidusskola (š.cietums),46.90%
MAT12,Rīgas Sergeja Žoltoka vidusskola (š.cietums),48.00%
ANG12,Rīgas Stila un modes profesionālā vidusskola,34.30%
MAT12,Rīgas Stila un modes profesionālā vidusskola,16.20%
LAT12,Rīgas Stila un modes profesionālā vidusskola,42.50%
ANG12,Rīgas Šampētera vidusskola,43.70%
MAT12,Rīgas Šampētera vidusskola,14.30%
LAT12,Rīgas Šampētera vidusskola,32.90%
ANG12,Rīgas Tehniskā koledža,46.00%
MAT12,Rīgas Tehniskā koledža,23.50%
LAT12,Rīgas Tehniskā koledža,39.40%
ANG12,Rīgas Teikas vidusskola,69.90%
MAT12,Rīgas Teikas vidusskola,50.70%
LAT12,Rīgas Teikas vidusskola,76.30%
ANG12,Rīgas Tirdzniecības tehnikums,49.10%
MAT12,Rīgas Tirdzniecības tehnikums,20.50%
LAT12,Rīgas Tirdzniecības tehnikums,45.10%
ANG12,Rīgas Tūrisma un tirdzniecības skola,46.50%
MAT12,Rīgas Tūrisma un tirdzniecības skola,30.00%
LAT12,Rīgas Tūrisma un tirdzniecības skola,41.70%
ANG12,Rīgas Ukraiņu vidusskola,60.60%
